# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0094O	16S0113C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0118W	16S0119C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	TB159	TB167	TB175	TB215	TB217	TB219	TB115	TB117	TB119	TB139	TB145	TB149	TB151	TB155	TB157
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__;__	0.04368461750406627	0.025014141871252404	0.002530082560588819	0.029518185226846645	0.23988709774799252	0.006057085006269917	0.043566468512952095	0.015691882358549025	0.056606992804159685	0.0009785490193752705	0.0864938700483988	0.02892772565124854	0.030708035003977726	0.045392846312688626	0.18127263978792363	0.1255783400925344	0.18678741503909516	0.019445696259576387	0.12432551190790052	0.0491590624440866	0.025916933377478572	0.035174732916050826	0.0	0.0	0.044865907954849286	0.0	0.03283714256890812	0.03530949274443339	0.00279204439695288	0.0	0.1703581039122335	0.1156527172114004	0.08891288054534423	0.023560181704592384	0.15703000630763223	0.01609201452860978	0.061988010128090555	0.11908896475943803	0.044451589197133934	0.005598848638023028	0.11423958669680336	0.06449763364499142	0.14820478112283691	0.016254668326516095	0.030200728071424213	0.02248151082389345	0.08578233888865329	0.013012015057496948	0.05308904085486728	0.045122277928738186	0.0568217969664127	0.017100023424689623	0.019246397946240723	0.08763994326172053	0.10706289190510389	0.10465927549029226	0.20293837998358882	0.1006637674525063	0.20178718857753386	0.08541050556259681	0.07637167096763312	0.05891583452211127
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus;__	0.0	0.0	0.13351935694743725	0.001134233220847394	0.0002565960272897422	0.0	0.0	0.0010391343724677057	0.0	0.00033211360657584943	0.0	0.0	0.0	0.0	0.0	0.00019992003198720512	0.0	0.0	0.0	0.0007306017773006501	0.0	0.0	0.0	0.0	0.0	0.0009333001493280239	0.002998441931108695	1.0747395368732388e-05	0.0	0.0	0.008693852204512523	0.0	0.0	0.0005188534397865289	0.0	0.0	1.8617813523979743e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002318439730735596	0.0	0.0	0.0	0.00010556813249973608	0.0	0.0	0.0	0.0	0.0	0.0003198609510129936	0.0	0.0	0.0	0.0	0.00014624159110851126	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae;g__Roseibacillus;__	0.0	0.002262699400384659	0.0	0.0	0.0	0.0	0.0	0.0	0.0006739435508294198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.982048070614898e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.233489313864785e-05	0.0	0.0	0.0	4.789725719017659e-05	6.24576180448981e-05	0.0	0.0	0.0	0.0	0.00019621693744604034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039964247039207937	0.001994064724995015	0.00024876573921696197	0.0015313522811217695	4.485578863952393e-05	0.0002886200165576746	0.016223982272331565	0.0015449887445155917	0.0	0.003477603969938914	0.0	0.0	0.0	0.00024175366987693052	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;__;__	0.006434926362755642	0.00014707546102500283	0.00680337989976515	0.0007311586051743532	0.0006188492422870253	0.00012942489329636575	0.0009398005534381037	0.006006006006006006	0.00019194594802103728	0.0007116720140911059	0.0005649336413767517	0.008963098414221049	0.04684168655529038	0.009754371778024866	0.004094453876113265	0.01645056263209002	0.0006495956744570383	0.0012618296529968455	0.0005624395816855611	0.0008014254189777539	0.0	0.00026782791560444794	0.0	0.0	0.0010113574276646943	0.0	7.285933664376269e-05	0.0	0.0	0.0	0.0	0.0	0.00024090795531603554	0.0018212814621078157	0.004603069714354369	0.00012633573722166657	0.0063859100387250525	0.005803115924966643	0.0006338416314532427	0.0017287980904240382	0.0007027673839958973	0.0035256426376434023	0.0	0.009212164325093367	0.0	2.9035161580674197e-05	0.0	0.0	0.00015248730249961878	0.00036358069577863676	0.0	0.0	4.55715815617381e-05	0.0	0.0006940379125753635	8.176080060175949e-05	0.00033864308321502533	0.00016021972991531243	0.0004759360885823904	0.028896255131996576	0.00011806574575384979	8.151620134501732e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Pseudohongiellaceae;g__Pseudohongiella;__	0.0	0.0018667270053173437	0.0	0.0	0.0011471351808247298	0.0	0.0	0.0	0.008624771264411942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011036309458117206	0.0	0.0	0.0	0.0	0.0	0.0	0.00010747395368732387	0.0	0.0	0.0	0.00010750273280461857	0.013419465362789536	0.0	0.0	0.00043691109122493023	0.0	0.0	0.0006062832996509278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029221169878130535	0.0006920577574982699	0.0	0.001342629288730002	0.0	0.0	0.0012175596452031194	0.0019674466043440738	0.0	0.000234445211456556	5.1499198901350423e-05	0.0002913894419892186	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;__	0.0056083405178160356	0.0007127503111211675	0.0	0.00014998125234345707	0.0005735675904123649	0.0	0.0009472592879891998	0.0	0.006342747215717388	0.0	0.0	0.00041967684882640365	0.0005409705648369132	0.0	0.0	0.001285200205632033	0.0042653598330157005	0.0	0.0039458651902627645	0.0033361662790004176	0.0005886031710995843	0.006884169386277291	0.0	0.0	0.0013194145751717565	0.0	6.725477228655017e-05	0.0004976044055723096	0.01234014684085347	0.0	0.001241978886358932	0.008039288523497862	0.0003212106070880474	0.00252014527896314	0.014349863334634907	0.0005211349160393746	0.00874106344950849	0.027632250215838632	0.0006981444056586441	0.0	0.0025603525233147827	0.00037217910868132917	0.0008857025877555795	0.0019562511115063133	0.0	0.00042308378303268116	0.010375584863520066	0.00022345600495040995	0.0	0.008840751655248957	0.0030519203912497237	8.47276007635452e-05	9.11431631234762e-05	0.002398592501050145	7.845645968243239e-05	0.00010356368076222869	0.005704833478776196	5.1499198901350423e-05	7.770385119712496e-05	0.00033039766880071063	0.002558091158000079	4.075810067250866e-05
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales;s__uncultured_bacterium	0.00018664841659926586	0.005226835614888562	0.0	0.0	0.0036829076858057117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012728719172633253	0.0	0.0	0.0	0.0	0.0	0.0	0.001274825550187869	0.008185262848103595	0.0	0.0	0.0	0.0012612905850760843	0.0	0.0	0.00016443514914160553	0.0	0.0	0.0	2.980273780722099e-05	0.0009993218887183696	0.0	2.2527257982158412e-05	0.0	8.378016085790885e-05	0.0	0.0	0.0	7.5974852323880795e-06	8.04711586338009e-05	0.0	0.0	0.0	0.0	0.0	4.726953950874057e-05	0.0	5.740747828083738e-05	0.00011323379543506042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__PS1_clade;g__PS1_clade;s__uncultured_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2728710783021356e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2896874442478865e-05	0.0020337113508669125	0.0	0.0	0.00013730547061183957	0.0	0.0	0.0	2.1055956203611097e-05	0.0	0.0	0.0	0.0	0.0012763775190411974	0.0	0.0	0.0	0.0002542148827560961	0.0	0.0	5.586400123760249e-05	0.0	0.0	0.000792636568045423	0.0	0.0	0.0008218527605121056	5.431601054937627e-05	0.0	0.002832879638433385	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11;f__BD7-11;g__BD7-11;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5181547290586025e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017254673590104446	2.9903859093015955e-05	0.0	3.0438991130077986e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.3733070215385654e-05	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__uncultured;s__unidentified_marine	0.0	0.0	0.0	0.0003562054743157105	0.0	8.628326219757717e-06	0.0	0.0	3.838918960420746e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010412636546443704	0.0	0.00042182968626417085	0.0	0.0	0.0	0.0	0.0	9.299838415307534e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8648962499853376e-05	0.0	4.852876947216875e-05	0.0	0.0	7.305357871218716e-05	0.0	0.0	0.0	0.0	0.0	5.416355226241158e-05	0.00021364277803077582	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__uncultured_bacterium	0.0	0.00011313497001923294	0.0	7.499062617172853e-05	0.00028678379520618246	0.0	0.0	0.0	4.2654655115786063e-05	0.0	0.0	0.0	0.0	0.0010396961776725246	0.0	0.0	0.0	0.0	0.00011424554002987961	5.964096141229796e-05	0.0	4.9597762148971836e-05	0.0	0.0	0.0	0.0	0.0010424489704415276	0.0003213471215250984	0.031712109199958635	0.0	0.0	0.0002618383393062987	0.0	0.0	0.0006232541375063828	0.0	0.00040959189752755434	5.88650812338121e-05	0.0	0.0	4.1786168778134436e-05	2.5147237073062782e-05	0.00035929444597631997	0.0	0.0023387769213560838	6.2218203387159e-05	0.0003463240179240349	0.0	0.007225552179981936	0.0006697539132764362	0.0027391794324290804	0.00030900654396116486	0.00012911948109159128	0.00229509993120788	0.003240855296112784	0.0	0.000820558240097946	0.0	8.741683259676557e-05	0.0	0.0030697093896000943	7.132667617689016e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__uncultured;__	0.0	0.0002488969340423125	0.0	0.0	0.00018112660749864155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011043558118177696	0.0	0.0	1.2896874442478865e-05	0.0	0.0	0.0	0.001776456050008994	0.0	0.0	0.0	0.0	0.0	0.0014029511027391884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007992849407841587	0.0	0.0	0.00025342801835465903	0.0	0.0	0.00015219495565038993	0.0	4.36057603209384e-05	4.558656889433033e-05	6.86655985351339e-05	0.0	0.0	0.00025862020498462334	0.0
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;s__uncultured_euryarchaeote	0.0	0.0005883018441000113	0.0	0.0	0.00013584495562398116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009012986057462385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7845033727113746e-05	0.0	0.0	1.0527978101805549e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0784170993815279e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured;__	0.0	0.00026021043104423576	0.001131879040263419	4.6869141357330336e-05	0.0001509388395822013	0.0	0.0	0.04164164164164164	8.104384471999351e-05	0.0	0.0	0.0014388920531190983	0.0	0.0	0.0	0.00022848003655680585	0.0025601711875659744	0.0	0.0009666930310220582	0.0	0.0	0.0013391395780222397	0.0	0.0	0.0	0.0	0.0	3.2242186106197163e-06	0.00020681810347799112	0.0	0.0	0.00020861916465054694	0.0	0.0	0.0038821974589252997	0.0	0.0012939380399165923	0.0025606310336708264	0.00015616388021311777	0.03200470373490592	0.04121635738570533	0.0	0.0	0.0	0.0	0.0010120827750977862	0.0	7.735015555975729e-05	0.0006451385874983871	0.0003444448696850243	0.0008950861924866681	0.0	0.0	0.0004200580775950762	2.414044913305612e-05	1.09014400802346e-05	0.0008335829740677547	5.722133211261158e-05	0.0	0.00014624159110851126	8.995485390769508e-05	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Guggenheimella;s__uncultured_bacterium	0.0	0.0	0.0	0.00026246719160104987	0.0	0.0	0.0007458734551096061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7764387827723406e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000389430733641003	0.0	0.0005156199208635512	0.0	0.0005515149426079763	0.0	0.0016559718484785758	1.7030135889840567e-05	0.0	0.0	0.0	0.0	0.0017314566577301162	0.0	0.0	0.0	8.737108017246292e-05	0.0002866785026329157	3.342273916058791e-05	0.021269784812377734	0.000386406621789266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5190527187246034e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__;__	2.6664059514180836e-05	0.0008598257721461704	6.658112001549524e-05	0.00013123359580052493	0.00037734709895550323	0.0	0.00011933975281753698	0.0	0.0008914822919199286	0.0	0.0	0.0	0.00012728719172633253	0.0	0.00028143696265967006	0.0	0.002765558055225185	0.0	7.909306617453204e-05	0.00021992604520784876	0.0017842033623956149	0.0	0.0	0.0	0.000587052299966288	0.0	0.0005660610000784639	8.705390248673234e-05	0.0	0.0	0.0	0.000723780775318224	4.461258431778436e-05	0.0	3.0036343976211215e-05	0.00011054377006895825	8.378016085790885e-05	0.00027470371242445645	2.75583318023149e-05	0.0	0.0007445535527740317	2.0117789658450225e-05	0.0	0.010866085719366887	7.11801671717069e-05	1.65915209032424e-05	0.00016962809041177218	3.8675077779878646e-05	0.005700679154985748	0.0001913582609361246	0.0026043772950063897	0.0003438943795696835	0.0008126932045176628	0.001345403407949447	0.002552852495820685	5.995792044129029e-05	0.00449353321958399	3.433279926756695e-05	0.0005924918653780778	0.002020300499387952	0.0004385299128000135	3.05685755043815e-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Parvularcula;s__uncultured_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010743077161077402	0.0	0.0	0.0011862588093196806	0.0	0.0013975285012266352	0.002246397545399755	0.0	0.0	0.00020839574351693866	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__Pirellula_sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029207183324926984	0.0	0.0	0.0	0.0	0.0	0.00010863202109875255	0.0	0.0	0.0	2.913894419892186e-05	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__uncultured;__	0.0	0.039167326620658444	6.658112001549524e-05	0.0	0.010777033146169172	0.0	0.0	0.0	9.810570676630794e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037788909394498635	0.0003541182083855192	0.1120369348489865	0.005425995179097519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000326367321155972	0.0	0.0	0.0001377916590115745	0.0	0.002385610362969857	0.0008348882708256844	0.00012533527185220464	0.0	0.0	2.0739401129052997e-05	0.0	0.0	0.0	0.0	0.0013048846902516487	0.02093270136511117	0.0	0.0010349256984226514	0.0	0.0	0.00047540278989801634	0.0	0.0	9.749439407234084e-05	0.0010401029983077242	0.01680762176482576
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20;s__uncultured_bacterium	0.0	0.0006109288381038579	0.0	0.0	0.00043772263478838373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007541478129713424	0.0	0.0	0.0	0.00016274717226788185	0.0	0.0	0.0	0.0	0.0	0.0	3.193150479345106e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
