# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0094O	16S0113C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0118W	16S0119C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	TB159	TB167	TB175	TB215	TB217	TB219	TB115	TB117	TB119	TB139	TB145	TB149	TB151	TB155	TB157
d__Bacteria;p__Cyanobacteria	10.0	90.0	0.0	0.0	160.0	6.0	9.0	4.0	281.0	0.0	10.0	0.0	0.0	43.0	22.0	19.0	3.0	0.0	0.0	224.0	212.0	162.0	0.0	15.0	16.0	0.0	0.0	16.0	0.0	17.0	6.0	1181.0	18.0	73.0	55.0	102.0	108.0	65.0	30.0	0.0	53.0	151.0	0.0	70.0	0.0	4.0	0.0	843.0	2.0	1257.0	2239.0	1361.0	3898.0	677.0	56.0	992.0	12693.0	183.0	163.0	14921.0	750.0	23.0
d__Bacteria;p__Actinobacteriota	1085.0	903.0	125.0	99.0	2813.0	896.0	278.0	1151.0	942.0	13.0	334.0	237.0	1934.0	478.0	470.0	272.0	2176.0	85.0	825.0	2396.0	341.0	178.0	51.0	38.0	1479.0	39.0	5352.0	227.0	629.0	44.0	122.0	14214.0	42.0	1375.0	6246.0	78.0	1937.0	5791.0	109.0	663.0	2084.0	1620.0	150.0	559.0	53.0	248.0	237.0	1406.0	247.0	1289.0	2402.0	2772.0	796.0	285.0	28.0	66.0	2240.0	222.0	607.0	241.0	169.0	17.0
d__Bacteria;p__SAR324_clade(Marine_group_B)	0.0	170.0	0.0	0.0	68.0	0.0	0.0	0.0	369.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	229.0	12.0	0.0	0.0	30.0	0.0	24.0	13.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	2.0	22.0	0.0	43.0	100.0	5.0	6.0	56.0	0.0	0.0	63.0	0.0	0.0	13.0	3.0	0.0
d__Bacteria;p__Chloroflexi	44.0	9.0	0.0	2.0	29.0	0.0	11.0	0.0	2.0	0.0	0.0	3.0	3.0	0.0	13.0	0.0	87.0	0.0	23.0	14.0	4.0	8.0	0.0	0.0	192.0	0.0	0.0	31.0	39.0	0.0	0.0	489.0	2.0	0.0	195.0	8.0	0.0	230.0	0.0	0.0	118.0	0.0	8.0	0.0	22.0	0.0	54.0	204.0	114.0	87.0	338.0	30.0	131.0	2147.0	63.0	107.0	420.0	40.0	66.0	607.0	514.0	25.0
d__Bacteria;p__Dadabacteria	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	757.0	0.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Desulfobacterota	1168.0	246.0	3117.0	8.0	36.0	26.0	333.0	0.0	45.0	976.0	64.0	42.0	0.0	215.0	279.0	7.0	361.0	112.0	468.0	571.0	11.0	852.0	0.0	6.0	540.0	444.0	298.0	9172.0	82.0	0.0	0.0	3697.0	58.0	219.0	264.0	22.0	182.0	598.0	15.0	505.0	549.0	978.0	110.0	506.0	120.0	4.0	4.0	508.0	581.0	734.0	574.0	172.0	30.0	1188.0	497.0	40.0	498.0	1294.0	2950.0	629.0	4621.0	13.0
d__Bacteria;p__Latescibacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0
d__Bacteria;p__Campilobacterota	6058.0	1682.0	9150.0	10023.0	649.0	13821.0	2777.0	8974.0	1660.0	1227.0	2803.0	230.0	166.0	3154.0	2406.0	1393.0	1872.0	9110.0	2008.0	11634.0	917.0	719.0	0.0	3.0	9948.0	1330.0	27079.0	2181.0	765.0	0.0	123.0	16624.0	83.0	6914.0	549.0	84.0	2963.0	1454.0	39.0	11672.0	4946.0	9254.0	871.0	10076.0	14307.0	8064.0	8938.0	4727.0	101.0	858.0	992.0	106.0	417.0	3561.0	2683.0	1328.0	196.0	875.0	1580.0	416.0	22640.0	36649.0
d__Bacteria;p__Deinococcota	10.0	16.0	0.0	0.0	0.0	0.0	164.0	0.0	15.0	0.0	0.0	73.0	111.0	0.0	0.0	30.0	10045.0	2.0	301.0	436.0	0.0	27.0	0.0	5.0	1967.0	0.0	0.0	0.0	0.0	0.0	0.0	1976.0	0.0	25.0	1027.0	0.0	47.0	4993.0	0.0	0.0	166.0	0.0	42.0	7.0	936.0	983.0	1565.0	68.0	0.0	341.0	58.0	55.0	170.0	1031.0	28.0	64.0	41.0	35.0	9.0	2295.0	7316.0	40.0
d__Bacteria;p__Synergistota	41.0	7.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	638.0	0.0	0.0	2.0	0.0	82.0	0.0	3.0	0.0	0.0	1232.0	0.0	293.0	0.0	9.0	20.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	5.0	18.0	0.0	0.0	0.0	0.0	184.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;__	46.0	75.0	0.0	0.0	162.0	0.0	50.0	0.0	71.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	60.0	0.0	186.0	19.0	88.0	12.0	0.0	0.0	71.0	0.0	27.0	50.0	86.0	0.0	0.0	4500.0	11.0	0.0	324.0	8.0	8.0	822.0	0.0	0.0	769.0	30.0	50.0	0.0	26.0	34.0	234.0	8.0	142.0	31.0	657.0	790.0	22.0	2170.0	176.0	305.0	7304.0	91.0	586.0	1818.0	1375.0	86.0
d__Bacteria;p__Acidobacteriota	92.0	181.0	0.0	9.0	32.0	0.0	31.0	0.0	48.0	0.0	3.0	0.0	0.0	0.0	3.0	3.0	2.0	0.0	9.0	18.0	29.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	159.0	205.0	0.0	0.0	41.0	0.0	30.0	59.0	0.0	36.0	2782.0	26.0	211.0	5166.0	2.0	4.0	4128.0	20.0	13.0	42.0	581.0	10.0
d__Bacteria;p__Margulisbacteria	0.0	554.0	0.0	0.0	1102.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	57.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Spirochaetota	8911.0	0.0	74.0	25.0	5.0	30.0	2007.0	4410.0	14.0	0.0	17.0	627.0	22.0	108.0	73.0	14.0	228.0	132.0	114.0	41.0	6.0	0.0	0.0	3.0	2042.0	43.0	380.0	0.0	38.0	0.0	15.0	645.0	5.0	0.0	169.0	0.0	1058.0	609.0	0.0	795.0	374.0	384.0	27.0	6311.0	49.0	0.0	24.0	123.0	125.0	137.0	57.0	0.0	77.0	174.0	0.0	2.0	30.0	0.0	9.0	8.0	303.0	0.0
d__Bacteria;p__Hydrogenedentes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	139.0	0.0	104.0	0.0	0.0	0.0	5.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__MBNT15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Calditrichota	0.0	22.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	362.0	0.0	0.0	0.0	807.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	53.0	10.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
d__Bacteria;p__LCP-89	0.0	0.0	0.0	0.0	16.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Dependentiae	0.0	375.0	0.0	0.0	3367.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	5.0	418.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	0.0	0.0	0.0	176.0	260.0	0.0	5.0	55.0	0.0	3.0	12.0	0.0	11.0	5.0	37.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	25.0	31.0	3.0	15.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0
d__Archaea;p__Thermoplasmatota	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
d__Bacteria;p__Deferribacterota	0.0	0.0	15.0	12.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	40.0	0.0	95.0	0.0	0.0	0.0	0.0	152.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	54.0	3.0	0.0	0.0	24.0	0.0	0.0	34.0	0.0	0.0	0.0	154.0	0.0
d__Archaea;p__Crenarchaeota	0.0	32.0	0.0	0.0	41.0	0.0	2.0	0.0	4.0	0.0	5.0	0.0	11.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	4.0	18.0	0.0	0.0	0.0	4.0	24.0	7.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	53.0	0.0	0.0	31.0	0.0	0.0	16.0	4.0	0.0
d__Bacteria;p__Sumerlaeota	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	34.0	0.0	0.0	4.0	21.0	20.0	64.0	29.0	29.0	0.0	12.0	0.0	17.0	0.0	0.0	0.0	7.0	0.0
d__Bacteria;p__FCPU426	0.0	0.0	0.0	0.0	0.0	0.0	186.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Gemmatimonadota	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	8.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	58.0	2.0	7.0	0.0	0.0	0.0
d__Bacteria;p__WPS-2	7.0	4.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	147.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	212.0	2.0	0.0	150.0	0.0	2.0	8.0	0.0	0.0	105.0	3.0	0.0	0.0	6.0	0.0	15.0	0.0	134.0	0.0	170.0	2.0	15.0	49.0	0.0	0.0	13.0	0.0	98.0	0.0	43.0	0.0
d__Bacteria;p__Nitrospinota	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	17.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__NB1-j	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	5.0	4.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	488.0	0.0	0.0	411.0	0.0	0.0	290.0	0.0	2.0	0.0	4.0	6.0
d__Bacteria;p__Cloacimonadota	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Elusimicrobiota	0.0	22.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Entotheonellaeota	0.0	35.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Fibrobacterota	0.0	22.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	16.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Halobacterota	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	5.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	3.0
d__Bacteria;p__Armatimonadota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__PAUC34f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__WS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Marinimicrobia_(SAR406_clade)	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Euryarchaeota	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
