# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0514672641861745	0.06700712027986187	0.005941415754496929	0.050424128180961356	0.2923754760660145	0.007043620111460816	0.07572679398009831	0.021440751986025037	0.16357928338704925	0.008897013236863803	0.37957256547033336	0.05103262037008623	0.06404060666849032	0.0861717060586517	0.2759357891116626	0.1503034630489111	0.2121324878685316	0.036508960243239505	0.14961396164403684	0.06555498274973233	0.049945513984743915	0.06254884249627021	0.07231773726482962	0.0003097050294219778	0.05306657882042896	0.23907536956882822	0.16824216675517792	0.20753693449237445	0.16324220623501198	0.029837602927721866	0.24425650831004558	0.02755994104344108	0.06522462870142601	0.17335436684353936	0.06953468466715948	0.018579224794650673	0.1656976973191848	0.11410640350524581	0.17858670783653577	0.05238557134580206	0.10153480304997109	0.02321828656780113	0.14520477596610604
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia	0.00191638657939737	0.0	0.0006098596065462456	0.0	0.0	0.0	0.002533521355672937	0.0	8.793875944792048e-06	0.0	0.0	0.0003682450056771105	0.0007902495364882526	0.0	0.0007714973555301488	0.0	0.0011876605635525834	0.0	8.262414277451872e-05	0.0	0.0	0.0	0.0056595698180559855	0.0	0.00015882913514594633	0.0	0.0	4.861255352905042e-05	0.0	0.0	0.00041182526842182675	0.0	0.0	0.0002237200631005306	0.0	0.018988992158542717	0.0010398695436390707	0.0008692768420629497	0.0008649392682427783	3.9059702755662026e-05	0.0025307342401797695	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	0.0011793148180906893	0.011957120842285238	0.0	0.0	0.00875214696437906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002905435713411899	0.0	0.0010373920148356239	2.7759051433556727e-05	0.006429349800217944	0.0	2.276576757061941e-05	0.0	0.0	0.007940966692395626	0.0003186404673393521	0.0012672408840413826	1.918465227817746e-05	0.0	0.0001617884983085748	0.0	0.0	0.0005392227161910225	1.9452982142162394e-05	0.0	0.00016937269082000015	0.0005275957711942758	0.0005580253343501795	0.0	7.635836069507925e-05	0.0	0.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes	0.000127759105293158	0.0016197793050696842	0.0	0.00029709461951399417	0.0020013441863938465	0.0	0.0002310444003601106	0.0	0.0019962098394677944	0.0	0.00011221019559100247	0.0006444287599349434	0.0	0.0	0.00011154178634170827	0.0	4.077804510051788e-05	0.0	0.00039475979325603384	0.0002656937780069001	0.0005448601525608427	0.0	0.009106307028247764	0.0	0.0	0.0001648770383687188	0.005806337404850416	0.009417577415491495	0.00011510791366906474	0.0	0.0011251654655096337	3.375375510525546e-05	3.699114062182107e-05	0.0002237200631005306	1.9452982142162394e-05	0.0	0.0006577962643474425	2.0098886521686698e-05	0.0	0.0	0.0015162588766594307	1.7781571179629433e-05	0.00012838618564642445
d__Archaea;p__Crenarchaeota;c__Bathyarchaeia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7587751889584095e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	0.0005306916681408102	0.0005286779676269109	0.0	0.0	0.0007318348144276007	0.0	8.763753117107643e-05	0.0	0.00018467139484063298	0.0	0.0	0.0011354221008377575	0.0	0.0013885200500777723	0.001264140245206027	0.00020825895513507082	0.00153937120254455	0.0	0.0052787646772609175	0.0011658801602093827	0.00019978205593897567	4.0596360536277925e-05	5.9190995683610465e-05	0.0	0.0015235831852888925	0.009092663338186011	0.0024783147459727386	0.003859173851749389	0.00045083932853717026	3.43092406221409e-05	0.000404471245771437	2.812812925437955e-05	0.0008877873749237058	0.002294564749749032	0.00021398280356378632	0.0	0.004506101355769307	0.0057784298749849255	0.00035341604508844703	0.0	0.00021816674484308356	0.0	0.0015245859545512902
d__Bacteria;p__Firmicutes;c__Bacilli	0.001022072842345264	0.0	0.1966137073805587	0.002653362291521534	0.000433126726906131	0.037904560918369204	0.00021511030378355123	0.0012581624589277545	9.233569742031649e-05	0.0011313012521012163	0.0009926286533050218	0.011446282259796851	0.345004711103006	0.00012898820137334497	0.00028814961471607966	0.0018445793169106271	7.645883456347103e-05	0.03418252176717188	0.0	0.0009319110124122615	9.081002542680712e-05	0.002070414387350174	0.0006511009525197152	0.016986851613750905	0.006729649281739356	6.472950395216367e-05	0.0003186404673393521	1.3257969144286478e-05	0.0	0.0005832570905763952	0.0	2.812812925437955e-05	0.0	6.310053061809839e-05	0.0	0.0007357186760788988	0.0	0.0033565140491216786	0.0002883130894142594	0.00017576866240047914	0.0024325592050003816	1.3336178384722074e-05	0.0
d__Bacteria;p__Campilobacterota;c__Campylobacteria	0.04919708316134992	0.018065038638485506	0.04736785851257128	0.09334917837970741	0.0088417593906355	0.039505521494715014	0.020658556211509197	0.08587738634945723	0.006947161996385717	0.007337479307413538	0.023279299808379512	0.00736490011354221	0.0047718914318713715	0.022610872946621646	0.021583335657120548	0.039479947637748425	0.009098601313053052	0.20138664946791357	0.01735106998264893	0.043930681682991635	0.015401380312386487	0.006617206767413302	0.041051232083340924	0.011825101123384607	0.15064649340564962	0.00234858181320775	0.026057709329084792	0.016882918874486806	0.0003932853717026379	0.07403934126258005	0.0035814090307398146	0.00043317319051744505	0.026106497493850224	0.007354080022945648	0.0002820682410613547	0.0923746018737544	0.018599484791907924	0.04465972585118785	0.007300831457748182	0.05857002428211521	0.15037142888309535	0.03364273267185888	0.0635190653485685
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia	0.0011989700650588675	0.0015860339028807326	0.007154847755150798	0.0009322624267508093	0.00017922485251288178	0.10501755598813833	0.0	0.001528511417044462	0.0	0.05687824769745042	0.003944619952699087	0.0	0.0	0.0005387154292651466	0.002026342451874367	0.0	0.0	0.07297185239784401	3.672184123311943e-05	0.012305190942618074	0.0003632401017072285	0.0014817671595741442	0.00047808111898300763	0.028877647743376537	0.0006706119039495512	0.0001282376965090035	0.0	0.0	5.755395683453237e-05	0.07053979871912168	2.9416090601559052e-05	0.0014964164763329921	0.001969778238111972	0.0001434102968593145	0.0003501536785589231	0.05173312969137067	0.0	0.004070024520641556	0.0	0.0006314651945498695	0.0035233929292157995	0.04489402183576941	0.0
d__Bacteria;p__Planctomycetota;c__OM190	0.0	0.0013498160875580702	0.0	0.0	0.0035546262415054888	0.0	0.0	0.0	6.595406958594035e-05	0.0	0.0	0.0005216804247092398	0.00033433634236041456	0.0	0.0	0.0	0.001004159360600253	0.0	0.0016983851570317736	0.00021414125391600904	0.0005630221576462042	0.0	0.00450306882546852	0.0	0.00012353377178018048	0.00022349998534426326	0.00807222517259692	0.0034050884085575772	0.0	3.43092406221409e-05	0.007479041035446389	0.0	0.0	0.0010841818442564176	0.0	0.0	0.0025169569635809324	0.0008290790690195763	0.0005859266010676884	0.0	0.0005236001876234006	2.222696397453679e-05	7.221722942611374e-05
d__Bacteria;p__Bacteroidota;c__Ignavibacteria	0.0	0.0	0.0	3.073392615662009e-05	0.0	0.0	0.00011950572432419513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.276576757061941e-05	0.0	0.0	0.0	0.0	2.2096615240477464e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002599673859097677	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	0.018584036008412446	0.0026321413707382367	0.020251111264798526	0.0008810392164897759	0.00022403106564110222	8.186730219950151e-05	0.009138204386656787	0.00021835877386349457	0.0	0.016330365531743544	0.002995149066929066	0.0	6.078842588371174e-05	0.00042490231040631285	0.00799382802115576	0.0	4.077804510051788e-05	0.0024646427419726356	5.508276184967914e-05	0.003081254709124797	0.0012713403559752997	0.014706031604266678	0.001734751488881199	0.003960470376244685	0.001200042354436039	2.931147348777223e-05	0.0	0.00019003089106810618	0.00014388489208633093	0.004368709972552607	0.0	0.0002812812925437955	0.00275583997632567	7.457335436684353e-05	0.0002820682410613547	0.005308349941328764	0.00043327897651627945	0.001929493106081923	0.0	0.005331649426147867	0.00968660347103291	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Kapabacteria	0.0009631071014407296	0.0002362178153226623	0.0	0.0	0.0	0.0	0.00016730801405387318	0.0	0.0	0.0	0.0	0.0009512995979992021	0.0	0.00019727607268864525	0.0016917170928492419	0.0	0.0	0.0	0.0	0.00011103620573422691	0.0	0.0	0.0007603766368586883	0.0	0.00011176865065825853	3.297540767374376e-05	0.0010267303947601345	0.0027753348742039696	0.0	0.0	0.00014708045300779526	0.0	8.323006639909742e-05	0.0006252688943066112	0.0	0.0	1.5755599146046525e-05	0.0	0.00021390971150090214	0.0	8.726669793723343e-05	3.1117749564351506e-05	0.0
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia	0.0	0.0031383224035725133	0.0	0.0	0.0014786050332312747	0.0	0.0	0.0	0.0	0.0	2.589466052100057e-05	0.0001227483352257035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003051216854340719	0.0	0.0	0.0	7.05907267315317e-05	1.3434425348562272e-05	0.0001416179854841565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.753841963973078e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	0.0329323662951825	0.008627574492975331	3.772327463172653e-05	0.0	0.029392875812112612	0.0	7.170343459451707e-05	0.00033273717922056314	0.0	0.0	0.0	0.004603062570963881	0.0	0.0	0.0	0.0029453766511960016	0.000519920075031603	0.0	0.00022951150770699643	0.00813340207003212	0.031111514711224118	0.0	0.002276576757061941	0.0	8.823840841441462e-05	5.740163558022062e-05	0.02825278810408922	0.0055396214407877	0.00021103117505995203	0.005500914913083257	0.1022209148404177	0.0002362762857367882	0.015841455971294875	0.0007342607199196902	0.0008559312142551453	0.0	0.012246039436264662	0.0026530530208626443	0.0	0.0	0.0002508917565695461	0.0012491553753689675	0.00010431377583771986
d__Bacteria;p__Planctomycetota;c__028H05-P-BN-P5	0.0	0.0	0.0	0.0	0.00011948323500858786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4263222157959e-05	0.0	0.0	0.0	9.106307028247764e-05	0.0	0.0	0.0	0.00038944946008143036	0.004150849172923692	0.0	0.0	5.1478158552728344e-05	0.0	0.0	0.0002007744156030403	0.0	0.0	0.0030762807332655843	0.0	0.0	0.0	0.0	0.0	4.8144819617409165e-05
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	0.000383277315879474	0.0031833162731577823	0.0	9.220177846986026e-05	0.00029870808752146963	3.335334534053766e-05	0.00020714325549527155	0.0	0.004506861421705924	0.07624459116562378	0.0010271548673330226	0.0033448921349004206	9.118263882556761e-05	0.001138131188588338	0.0019240958143944675	0.00011900511722004047	0.00019369571422745994	0.0	0.0	0.0005075940833564659	0.0	5.0745450670347404e-05	0.00613309778352487	0.0	0.005835500076473287	0.0052504176884972005	0.00038944946008143036	0.07305251481578053	8.633093525179857e-05	0.0	0.017899691131048685	0.0	2.7743355466365807e-05	0.010595152731966154	0.0	0.0	0.010442023334042335	0.0001004944326084335	0.0008835401127211175	0.0	0.0009381170028252594	5.779010633379565e-05	0.015350173321350623
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia	0.0	0.0007986411851385248	0.0	0.0	0.0015383466507355686	0.0	0.0	0.0	1.7587751889584095e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5690208986001504e-05	0.003686887032328369	0.0014411707990378663	0.0	0.0	0.0	0.0	0.0	6.628984572143239e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1816699359534895e-05	0.0	0.0	0.0002864378202081882	0.0	0.0	0.0
d__Bacteria;p__Margulisbacteria;c__Margulisbacteria	0.0	0.005905445383066557	0.0	0.0	0.01595101187364648	0.0	0.0	0.0	0.00012311426322708866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.019451127512947e-05	0.0	0.0	0.0	0.002342898656011624	0.0	2.7318921084743293e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.375375510525546e-05	0.0	0.0	0.0	0.0	0.0	3.517305141295172e-05	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia	0.0010613833362816203	0.005129301132720667	0.0	6.146785231324018e-05	0.0053916809797625274	0.0	0.0	0.002797071912822859	0.0	0.0	0.0	0.0008899254303863504	0.0010637974529649555	0.0012367692249326606	0.003457795376592956	0.0007437819826252529	0.008201484320841659	0.0001382042659050076	0.0	0.0012808819447198319	0.008590628405375953	0.0	0.0014706685850620139	0.0	0.00016471169570690731	0.0002308278537162063	0.0	0.00244167598407276	0.0010935251798561152	0.0	2.206206795116929e-05	0.0	0.00018495570310910538	0.0003900760074573354	1.9452982142162394e-05	0.0005215220994989663	7.4839095943721e-05	7.537082445632511e-05	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Synergistota;c__Synergistia	0.00037344969239538493	7.873927177422076e-05	0.0	0.0	0.0	0.0	2.3901144864839024e-05	0.0	0.0	0.0037198719136887454	0.0	0.0	0.0	0.0	0.0006785458669120586	0.0	0.0	0.0	0.0	0.004627830431851529	0.0	0.00274025433619876	8.195676325422988e-05	0.0	0.00039413155758438533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000656592746037324	2.294564749749032e-05	0.00010699140178189316	0.0	0.0	0.0	0.0	0.0010676318753214287	0.0	8.890785589814717e-06	0.0
d__Bacteria;p__Myxococcota;c__Polyangia	0.003026908033099436	0.0021259603379039605	0.0	7.171249436544687e-05	0.003524755432753342	0.0	0.0003664842212608651	8.318429480514078e-05	6.595406958594035e-05	0.0	0.0	0.017368889434437044	0.00024315370353484696	0.0	4.647574430904511e-05	0.011037724622158752	0.012814500672837743	0.0	0.023749850817519992	0.0017131300313280723	0.003214674900108972	0.001603556241182978	0.007813211430236581	0.0	0.00027648034636516583	3.6639341859715286e-06	0.002124269782262347	0.01012356427242475	0.0	0.0006518755718206771	0.032078246801000146	1.687687755262773e-05	0.0010449997225664453	0.01578086906639897	0.00013617087499513675	0.0	0.021301570045454903	0.00753205772400209	0.0018879857145514406	0.0001367089596448171	0.00021816674484308356	0.0	0.00030491719091025807
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	0.0	5.624233698158626e-05	0.0	0.0	8.961242625644089e-05	0.0	0.0	2.0796073701285196e-05	0.0011783793766021343	0.0	0.0	0.0	0.0	0.0	3.718059544723609e-05	0.0005057717481851719	1.5291766912694205e-05	0.0	0.0	0.0006741483919578062	0.0	0.0	9.106307028247765e-06	0.0	0.0	0.0	0.0	3.0935261336668446e-05	0.0	0.0007662397072278134	0.000279452860714811	0.00047817819732445235	1.8495570310910536e-05	0.0	0.0	0.0	0.0	0.0006632632552156611	0.0	2.603980183710802e-05	0.0	1.7781571179629433e-05	0.0
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria	0.013385223185329323	0.00012373314135948976	0.0009745179279862687	0.00034831782977502767	0.0010156074975729969	0.0	0.010006612650079271	0.0	0.0	8.948145496845778e-05	0.0005437878709410119	0.0	0.00012157685176742348	0.0003338518153192458	0.0011433033100025096	0.0	0.0007798801125474045	0.0	3.672184123311943e-05	5.5518102867113454e-05	0.0	0.0	0.004712513887118218	0.0	0.0002705977858042049	0.0	0.0	0.00023753861383513274	0.00011510791366906474	0.0	0.0001764965436093543	1.687687755262773e-05	0.0	6.310053061809839e-05	0.0	0.0011268602507031236	0.0022215394795925603	7.034610282590344e-05	5.580253343501795e-05	0.0	0.0003599751289910879	0.0	0.0
d__Bacteria;p__Firmicutes;c__Negativicutes	0.00037344969239538493	0.0	0.003344797017346419	0.0	0.0	0.0	0.0	0.00020796073701285196	0.0	0.040637363620675326	0.00040568301482900895	0.0	0.0	2.276262377176676e-05	0.00037180595447236086	0.0	0.0	0.00011517022158750633	0.0	0.0	0.0	0.00038566542509464025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010773101555352242	0.0	0.0004556756939209487	0.0004161503319954871	0.0	0.00012644438392405555	0.0	0.0	0.00016079109217349358	0.0	7.811940551132405e-05	0.0	1.3336178384722074e-05	0.0
d__Bacteria;p__Acidobacteriota;c__Blastocatellia	3.931049393635631e-05	0.0016310277724660015	0.0	0.0	8.961242625644089e-05	0.0	0.0	0.0	0.0	0.0	2.589466052100057e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012713403559752996	0.0	0.0	0.0	0.0	0.0	0.0	1.2153138382262604e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.221311395323843e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae	0.009316587062916446	0.004004454393088942	0.005520172521109316	0.0	0.00013441863938466135	2.728910073316717e-05	0.0	0.0	7.47479455307324e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00023801023444008093	0.0	0.0024646427419726356	0.0	0.0012332949994051632	0.0	0.05850950462291055	0.0	0.0	0.0	0.0	0.0	3.6459415146787814e-05	0.00028776978417266187	0.019098810612991766	5.1478158552728344e-05	0.0028746948097975898	0.0005548671093273161	1.720923562311774e-05	9.726491071081196e-05	0.0	0.0	0.004215741447923785	0.0	0.008879572426453835	0.0	0.0	0.0
d__Bacteria;p__Patescibacteria;c__ABY1	0.0	0.03215936828607102	0.0	0.0	0.017325069076245238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001221001221001221	0.0	0.006084271703596077	0.0	6.374414919773435e-05	0.0	0.0	0.00011602458255576507	0.0	0.0013965060831981756	6.714628297362111e-05	0.0	0.00011031033975584644	0.0	0.0	2.86820593718629e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Sva0485;c__Sva0485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.264802034144569e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	0.0	6.749080437790351e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7885446585427067e-05	0.0	0.0	0.0	0.0	0.0	5.448601525608427e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
