#OTU ID	16S0064C	16S0064O	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0092O	16S0093C	16S0093O	16S0093W	16S0094C	16S0094O	16S0113C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0118O	16S0118W	16S0119C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	16SNEGCTRL
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium-Methylorubrum	0	0	0	0	0	0	0	0	0	0.00021936	0	0	0	0.000425364	0	0	0	0	0	0	0	0	0	0	0.002700878	0	0	0	0	0	0	0	0	0.001529052	0	0	0	0	3.29E-05	0	0	0	0	0	0	0	0	0	0	0	0.020920502
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus	0	0	0	0	0	0	0.000397208	0.00021511	0.003275382	0	0.005292189	0.165440986	0	0.003585209	0.018779165	0.03481898	0.002168811	0	0.009029345	0	0	2.78E-05	0	0	0.005401756	0	0.000154806	0	0	0	0.028569406	0	0	0.008082132	0.000590273	0	0.002871215	0.023695327	0	0	0	0	0	0.000519871	0	0	0	0	0	0	0.018828452
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas	0	0	0	0	0	0	3.64E-05	0	0	0	0	4.32E-05	0.000429593	0.006896971	0	0	0.000861582	0	0.000322477	0	0	1.19E-05	0	0	0	0	0.004011292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018828452
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__JGI_0001001-H03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016736402
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group	0.002827688	0	0.001684485	0.004841154	0	0	1.82E-05	0	0	0	0	0	0	0	0	0	0	0	0.001428111	0	0	0.000337053	0	0.019486253	0	0.015605493	0	0.00013139	0	0	0	0	0	0.003931848	0	0	0.000862499	0	9.88E-05	0	0	0	0	0	0.000796561	0	0.007037073	0	0	0	0.014644351
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014644351
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__uncultured;g__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014644351
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus	0.000235641	0	0	0	0	0	0	0	0	0	0	2.59E-05	0	0	9.86E-05	0	0	0	0	0	0	1.59E-05	0	0	0	0	0.000154806	0	0	2.41E-05	0.002301129	0	0	0	0.00042131	0	0	0.001730764	7.68E-05	0	0.000245327	4.82E-05	0	0.000106337	7.01E-05	0	0	0.000479967	0	0	0.012552301
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40E-05	0	0	0	0	0	0	0	3.01E-05	0	0	0	0	0	0.012552301
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium	0	0	0	0	0	0	0	0	0	0	0	2.59E-05	0	0	0	0	0	0	0	0	5.51E-05	1.98E-05	0	0	0	0.001248439	0.000286846	0	5.29E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006276151
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041841
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__	0.041728031	0	0.018023987	0.001684973	0.01931115	0.215666721	0.002268027	0.028729176	0.015077153	0.005144197	0.002396825	0.168436135	0.02525392	0.02649409	0.044796844	0.134489009	0.105499272	0.171383279	0.004860183	0	0.111245754	0.036889439	0.023816871	0.019882068	0	0	0.032308883	0	0.025865619	0.055855899	0.001026658	0	0	0.162953255	0.117714437	0.035502582	0.019792092	0.059718678	0.003534849	0.05349365	0.114060111	0.023957922	0.004898583	0.102391014	0.058594846	0.10902885	0.015994532	0.021598508	0.021968647	0.082030748	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Marinobacterium	0	0	0.000494116	0.000138319	0.040845388	0.000357212	0.00048514	0.006086825	0.002786674	0.005849588	0.002237036	0.00955513	0	0	0.001365757	0.005539806	0	0	0.000391579	0	0	0	0.0994427	0.000101491	0	0.003121099	0	0	0.014694636	3.25E-05	0	0	0	0.045434688	4.83E-05	0.423558077	0	0	0.051310199	0	2.28E-05	0.258585645	0	0.000161475	7.01E-05	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Nitratireductor	0	0	0	0	0	0	5.76E-05	0	0.000748659	0	0.000102265	0.002822518	0	0	0.001122956	0.000529814	0	0	0	0	0	0	0	0.003146218	0	0	0	0	0.000570608	1.44E-05	0.000849648	0	0	0.042158148	0	0	0	0	0	3.66E-05	0	0	0	0	0	0	0	0	0.000377697	0	0
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter	0.005341188	0	0.012229359	0.001571803	0.03277261	0.003080953	1.82E-05	0.005441494	0.005479765	0.000129035	0.007337479	0.018514682	0.000859186	0.000212682	0.002192799	0.005595576	0.001010131	0	0.000207306	0	0.00355274	0.003537072	0.002142066	0.000355218	0	0	0.000550927	4.69E-05	0.062161017	0.000316454	0.024710589	0	0	0.025338576	0.003377063	0	0.007126969	0.00125407	0	0.001793492	0.001323627	0.000154132	0.000568087	0.01118511	0.000115226	0	0	0.007308586	0.000173296	0.020646103	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter	0	0	0	0.050392008	0	0	0	0	0	0	0.014163636	0.001639995	0.021571696	0.046334275	9.11E-05	0	0.002911554	0	0	0	0	0	0	0.005734236	0	0	0.001607249	0.002374405	0	3.25E-05	0.00088505	0	0	0.020969856	0	0.000136374	0.006763811	0	0	0.000539878	0	0	0	0	4.51E-05	0	0.005331511	0	0.024919128	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__H1	0.009896907	0	4.49E-05	0	0.001208868	0.000133954	0.01027283	0.00027088	0	0	0	0	0	0	0	0	0	0.000198791	0.007416962	0	0	0	0	0	0	0	0.001188362	0	0.013147523	0	0.00053103	0	0	0.019222368	0.001058761	0	0	0	0	0.015967571	0.00059335	0	0.049758796	0.000389903	0	0	0	0	0.02042231	0.000537617	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita	0	0	0	1.89E-05	0.000399541	0	3.64E-05	0	0	0	0.001022645	0.013568802	0	0	0.002951554	0.003002277	0	3.57E-05	0	0	0	0	0	0	0	0	0	6.57E-05	0.009788581	0.000102276	0.015966297	0	0	0.018348624	0.000102036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;g__Fastidiosipila	0	0	0	0	0	0	0.001422065	0	0.017520692	0	0	0	0	0	0	0	0	0	0.000437647	0	0	0	0	0	0	0	1.82E-05	0	0.000329423	0	0.005381102	0	0	0.017693316	0	0	0	0	0	0	0	0	0	0	0	5.58E-05	0	0	9.33E-05	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum	0.000157094	0	0	0.000936795	0	0	1.52E-05	0	0	0	0	0	0	0	0	0	0	0	0.00023034	0	0	0	0	0.00011164	0	0	0	0	0	0	0	0	0	0.016164264	0	0	0.000204276	0	0	0	0	0	0	0	8.02E-05	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Gottschalkia	0	0	0	0.000534413	0	0	0	0	0	0	0	0.000897682	0	0	3.79E-05	0.00013013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01529052	0	0	0	0	0	0.000118956	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__WCHB1-41;f__WCHB1-41;g__WCHB1-41	0.009307806	0	0.003997844	0.005520173	0	0.000133954	2.73E-05	0	0	0	0	0	0	0	0	0	0.000237678	0	0.002464643	0	0	0.001233217	0	0.058509505	0	0.003745318	0	0	0	0	0	0	0	0.014853648	3.62E-05	0.000272747	0.01895229	5.13E-05	0.002804826	0.000549028	1.71E-05	9.63E-05	0	0	0.004203238	0	0.008879341	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.00533137	0	0.004941155	0.066801632	0.000174159	0.000267909	8.19E-05	0	0.002776276	0	0.078750072	0.000699156	0.000245482	0.000151916	0.002830153	0.000650648	0	0	0.002579813	0	0	0.047187393	0	0.005104992	0	0.008739076	0	0.708670802	0.000600021	0.000127544	0	0	0	0.013761468	0	0.000109099	0.009873349	0	0.00069709	0.000805241	0	0	0	0	0.000415815	0	0.001171761	0.000370883	4.89E-05	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Oligella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010266492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus	0	0	0	0.131415314	0.001167889	0.000238141	0	0	0.001029406	0	0.000313185	0	0	0	0	0	0.000237678	0	0	0	0	0.00072962	0	0	0	0	0	0.00091973	0.003058931	1.20E-05	0	0	0	0.00873744	0	0	0.000544736	0	0	0	0	0	0	0	0	0	0	0.002432559	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter	0	0	0	0	0.000307339	0	0	0	0	0	0	0	0	0	0.000174513	0.000678533	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139577	0.054766878	0	0	0.00873744	0.000145922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Hwangdonia	0	0	0	0	0	0	0	3.19E-05	0	0	0	0.001018523	0	0	0.000303502	0.00014872	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000406697	0.007859242	0	0	0.007863696	0.014824844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Marinifilum	0.157790869	0	0.001414967	0.051687173	0.012232103	0.000595353	0.00827163	0.014189313	0.024279416	0	0	0.000319367	0.011138728	0.009631453	0.01792936	0.048222336	0.007991919	0.003828	0.006472566	0	0.00219407	0.016317321	0.00128887	0.016725701	0	0.02309613	0.032190502	0	0.012223961	1.68E-05	0.04145573	0	0	0.007426824	0.008045484	0.000109099	0.033115439	0.005573645	0	0.020368947	0.008403889	0.000269731	0.094171991	0.013827789	0.030444672	0.003822474	0.09389708	0.039128206	0.002368384	0.008858647	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;g__BD1-7_clade	0.014904271	0	0.001167909	0	0.003831496	0.000253025	0	0.001123354	0.020151395	0.000120433	0	9.49E-05	0.001196723	0.001610306	0.000189689	0.000399684	0.002555037	0.011142487	0	0	0.010245112	0.007446884	0.002614047	0.104190559	0	0	0.001739289	0	0.006253162	0.000602826	0.00106206	0	0	0.007426824	0.013798998	0.001427377	0.001815788	0.009929889	0	0.010971414	0.024481389	0.000250465	0	0.013193703	0.006537814	0.009598036	0.007193308	0.001919867	0.002479471	0.022491655	0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast	0.000913108	0	0.00107807	0	0	0.000476283	0	0	0	0.021234865	0	0	6.14E-05	0	0	0	0.001307228	0	0	0	0	6.34E-05	3.63E-05	0	0.0243079	0.003121099	0	0	0	0	7.08E-05	0	0	0.00655308	0.006866036	0.051767401	0.007671705	0.002720819	0.023635186	0.010468138	0.005374381	0.009276831	0	7.09E-05	0.00277544	0	2.60E-05	0	0.000426576	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Fusibacteraceae;g__Fusibacter	0.032557683	0	0.00113422	0.026249112	0.011576446	0.000744192	0.000178895	0.030027805	0.001424531	1.29E-05	0.000703069	0.00800145	0.000736445	0.00106341	0.003323343	0.022363712	0.003149232	0.001131579	0.001220804	0	0.000348848	0.012455093	0.003176793	0.000263876	0	0.003121099	0.006278742	2.82E-05	0.004329565	0	0.022692675	0	0	0.00655308	0.001060955	0	0.001997367	2.93E-05	0	0.007329527	0.002025377	8.67E-05	0.029289054	0.003339779	0.002985852	0.001264857	0.007173779	0.003839735	8.89E-05	0.005416292	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Guggenheimella	0.010574374	0	0	0.0079156	0.000235627	0	2.12E-05	0.001250827	0.002349956	0	0	0	0.0008285	0.002582566	0.000318677	0	0	0.00012743	0	0	0	0	0	0	0	0	0.003310112	0	0.000917679	0	0.006018338	0	0	0.005897772	7.46E-05	0	0	0	0	0.001647085	0	0	0.006602842	0.002303975	0.00027053	0	0.021592943	0.0003927	0	4.01E-05	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0	0	0	0.03421501	0	0	5.76E-05	0	0	4.30E-05	0	0	0	0	0	0	0	0	0.000414613	0	0	2.38E-05	0	0.000152236	0.004726536	0	7.74E-05	0	0	0	0	0	0	0.005897772	0	0	0	0	0	0	0	0	0	0	4.01E-05	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;__	0	0	0	0.008060206	0.000624923	0	0	0	0.000259951	0	0	0.000284841	0	0	0.000698054	0.001068922	0	0	0	0	0	7.53E-05	3.63E-05	0	0	0.001872659	0.000236762	0	0.000235302	0	0.000495628	0	0	0.005897772	5.92E-05	0	0.000556085	0	0	0	0	0	0.003436458	0	0	0	0.00030596	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__	0.005665194	0	0.001291438	0.000364658	0	0	0.001118853	0.000199176	0	0	0.003707089	0	0.000184111	0	0	5.58E-05	0	5.10E-05	0.000460681	0	0	0.00284314	0	0.000791629	0.006076975	0	0.000355143	0.013598866	9.41E-05	1.93E-05	0	0	0	0.0054609	7.24E-05	0	0.004062826	0	0.000142711	0	1.14E-05	0	0.001303805	0.001339062	0.002028977	0.000167408	9.11E-05	0	0	0.000184555	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella	0.000608738	0	4.49E-05	0.00525611	0	0	0	0	0	0	0.000690286	0	0	0	0	0	0	0	0.000253374	0	0	0.000761343	0	0.000568349	0	0.002496879	0	6.57E-05	0.000188242	0	0	0	0	0.00436872	3.29E-06	0	0.017045712	0	0.001048379	0.000301966	0	0.000144499	0	0	0.000671316	0	9.76E-05	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Brumimicrobium	0	0	0	0	0.005849691	0.000759075	0	0	0	0	1.92E-05	0.00066463	0	0	0	0	0	4.08E-05	0	0	0	0	0	0	0	0	0	0	0.016371166	0	0.007257408	0	0	0.004150284	0	0	0	0	0	0.000850994	0	0	0.002309598	0	0	0	0	0.000294525	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospirales;g__Hydrogenoanaerobacterium	0.000274914	0	6.74E-05	2.51E-05	0	0	0	0	2.08E-05	0	4.47E-05	0	0	0	0	0	0	0	0	0	0	0.007296202	0	0.000365367	0	0	0	9.39E-05	0	0	0	0	0	0.004150284	0	0	0.000192928	0	6.59E-05	2.75E-05	0	0	0	0	9.52E-05	0	0.000188784	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliiroseovarius	0.000225822	0	0.002616566	0	0.003124616	0.000297677	0	0.000159341	0	0	0	0	0.014299303	0	0	0	0.010279569	0.00572416	0	0	0.008702837	0.002081797	0	0	0	0	0.009552429	0	0.000858854	0	0.000389422	0	0	0.003931848	0.013722197	0	0	0.022697938	0	0.000402621	0.006652365	0	0	0.029837461	0	0.000167408	0	0.007995811	0	0.000770317	0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.00119784	0	0.000101069	0.007154848	0.000676146	0.000104187	0	0	0.001528511	0	0.037384074	0.000483367	0	0	0.000508365	0.000622763	0	0	0.001059566	0	0	0.010369331	0	0.001481767	0	0	0.000346037	0.028877648	0.000670612	3.97E-05	0	0	0	0.003713412	0	0	0.069635481	2.93E-05	0.001366735	0.001830094	0.000142632	0.000202298	0	0	0.002424753	0	0.000631449	0.000272708	0	0	0
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003121099	0	0	0	0	0	0	0	0.003713412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altererythrobacter	0	0	0.000359357	0	0.000174159	0	0	0	0	4.73E-05	0	0.000379788	0	0	0.000174513	0.011144676	0	0.002038881	0	0	9.18E-05	0.000563076	0	0.000568349	0	0	2.73E-05	0	0	0	0	0	0	0.003494976	4.83E-05	0	0	0	3.29E-05	0	0.000228212	0	0	0.000677408	0.000300589	0	0	0.0002618	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	0.00233677	0	0.000808553	0.001634675	0	0	0	0	7.28E-05	0	0.023118173	0.000138105	0	0	0.000303502	0.000213784	0	0	0.000460681	0	1.84E-05	0.135233518	0	0.006952127	0	0	0	0	0	0	0	0	0	0.003058104	0	0	0.001588815	0	0.0002964	0	0	0	0	0	0.002089095	0	0.001985483	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;__	0.000765832	0	0.000269518	0.000509264	7.17E-05	0	1.52E-05	0	0	0	0.002070857	0	0	0	0	0	0	0	0	0	0	0.002632977	0	0.003562331	0	0	0	0.023012022	0.000664729	1.56E-05	0	0	0	0.003058104	0	4.55E-05	0.000646875	0	0	0.000722887	0	0	0	0	0.000180353	0	0.001015526	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__uncultured	0.000824742	0	0	0.000936795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166544	0	0.002882342	0	0	0	0	0	0	0	0	0	0.003058104	0	0	9.08E-05	0	0	2.75E-05	0	0	0	0	0.000200393	0	0.000501253	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium	0	0	0	0	0	0	0	0	0	0.000649476	0	0	0	0	7.59E-05	0.000343914	0	0	0.001036532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003058104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	0.000441826	0	0.000336897	0.003206478	0	2.98E-05	0.088025543	0	0	0	0.010271193	0.000129473	0	0	3.04E-05	0.000371799	0	1.02E-05	0.057585111	0	0	0.000463943	0	0.002811298	0	0	3.19E-05	0.000647565	0.002064779	0	0.000106206	0	0	0.002839668	1.10E-05	0.000136374	0.000646875	0	0.000428134	0	0	5.78E-05	0	0	0.000686345	0	0.001152231	0	0	0	0
