taxon	W	p_val	q_val	diff_abn	(Intercept)	SampleSiteORAL	SampleSiteTANK WATER	global	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	ASVno	Taxon
82d23a3fd375ab84dfca24f190cfdd50	0.5560661525348877	0.48545645324723097	1	FALSE	0.1627365350117976	0.23742073049781875	0.016291441080269208	0.08182533768584418	0.23742073049781875	0.016291441080269194	0.21540670094327882	ASV5513	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__Candidatus_Saccharimonas
705167787428d9d159f5bfc2bc71a07d	2.0583827121335285	0.7145915376754478	1	FALSE	0.0347958922040307	0.04757325826703822	0.018782675739736986	0.04022476563873145	0.0475732582670382	0.01878267573973698	0.008136622748572271	ASV3851	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus
bc46d1a377cf5c63598d19be4757882d	1.0000121364110164	0.786946041657779	1	FALSE	0.04752429837529011	0.13546326787079127	0.020944442696110867	0.13139306079713917	0.13546326787079127	0.020944442696110867	0.13827656299528024	ASV3850	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus
7fb4b2005e28231b9a5c9975458f2aed	0.6050823822638532	0.522123900125293	1	FALSE	0.11320628900506673	0.31058522362852115	0.023320965576557356	0.3029417611551638	0.31058522362852115	0.023320965576557356	0.3173281086364571	ASV3854	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus
66796128b77e81b4bbc767695655a133	15.273421675062671	9.648251575072499e-4	0.9310562769944961	FALSE	0	0	0.03482799821079308	0	0	0.03482799821079308	0	ASV3871	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera; s__uncultured_organism
f16ee3c472e8a6e7620c23fccc2bee07	12.17846375595085	0.0045342993875524	1	FALSE	0	0	0.1666201997803119	0	0	0.16662019978031192	0.18119258694016027	ASV10683	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__uncultured_bacterium
cefccb9c6b67ebcb9428d369f8669c75	2.6510291993216337	0.531332424328627	1	FALSE	0.06825424807202558	0.049051987701190417	0.133385310437806	0.08981956735885467	0.049051987701190326	0.133385310437806	0.032962802480012245	ASV3598	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter
a37fe5731e3d62cc245c7a9fe6b0b059	1.098605166189423	0.8452953494484391	1	FALSE	0.20964503631969997	0.536732132923895	0.031002767382925428	0.49827934830067816	0.536732132923895	0.031002767382925428	0.39021395577318396	ASV3602	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Rs-M59_termite_group; g__Rs-M59_termite_group; s__uncultured_bacterium
3dd96a58049dbe3892d4155a2ec36f3c	0.18033181158841213	0.1724408572615075	1	FALSE	0.041998405445928894	0.1464651292907713	0.07326345698355533	0.14784585490683236	0.1464651292907713	0.07326345698355534	0.22220154887015175	ASV3528	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Malaciobacter; s__Malaciobacter_marinus
4aae8391f5b05e89bb5baeb936ecc330	3.1113706732280595	0.422089392819204	1	FALSE	0.20290205188209007	0	0.023443352410938353	0.5416745736468219	0	0.02344335241093835	0.39470555623581804	ASV3543	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__uncultured
aa21516288c397fb1dfe49068dd3b4a2	0.43912722086780265	0.3942618295643998	1	FALSE	0.006358349508777124	0.05509502112405437	0.078128273125301	0.09348240181994295	0.05509502112405437	0.078128273125301	0.1473158435255983	ASV3480	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae
271e8024e02a47996e6035875ae48f3e	1.7729564867439604	0.8242090639959698	1	FALSE	0.09357141106768223	0.2673897299162623	0.03970717231689803	0.2615957669291031	0.2673897299162623	0.03970717231689803	0.2671137411186435	ASV3520	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter; s__uncultured_bacterium
9216ac45b32acdd3faadd271b6a30986	0.49864219352600225	0.44134061407397385	1	FALSE	0.04550784407070989	0.09906731245395743	0.03386300406791656	0.01818293041636408	0.09906731245395743	0.033863004067916584	0.08417999832482952	ASV3504	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter
dac2ee09cd5bf5f104f35a59f8f1363c	8.771701340879542	0.024904581663695295	1	FALSE	0.02652407208521455	0	0.03963097515382249	0	0	0.03963097515382244	0	ASV3474	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae
300906ae2950bfff89a3d23239308c2a	3.36546080196103	0.37173158887594493	1	FALSE	0.06539599432732215	0.1131535779055254	0.023505564728963365	0.00646518117630914	0.11315357790552542	0.02350556472896335	0.10959007250698086	ASV3471	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae
a8601ec25214f626a86506cd8481daef	2.0185342549788365	0.7289720069695493	1	FALSE	0.15960627813350736	0.4210121978821758	0.027540594115384686	0.41535607712493045	0.4210121978821758	0.027540594115384686	0.3205405869810511	ASV3485	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae
876a973bc3d8e6a2ae6bb6f22a2efeee	4.102331714723479	0.2571698090169983	1	FALSE	0.03664894004208516	0	0.026135748619099862	0	0	0.026135748619099855	0.1536991013697626	ASV3477	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae
43f0d2fceaeedc22ee9c5abd12aafd2e	3.4038574826089096	0.36466302874236245	1	FALSE	0.11145559480146132	0	0.023936680408734274	0.20349781010695459	0	0.023936680408734277	0.09447947812344736	ASV3479	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae
7b8e8f0b078e8152c5f0d3e579f38c47	0.8793439635060472	0.711504577134751	1	FALSE	0.0384966274086738	0.08906882621700712	0.03524139030797429	0.017205708843225902	0.0890688262170071	0.035241390307974296	0.07487121337339177	ASV3531	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Malaciobacter; s__uncultured_bacterium
d9d1d62efd09ab3d3b9ed0e3a988a7fe	1.121200337942072	0.8582673105046185	1	FALSE	0.03792014712352612	0.059876239185797084	0.012615527057785953	0.01850922055852867	0.059876239185797084	0.012615527057785968	0.07733317306382897	ASV3476	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae
df32dadfcbaaa3215f3fb070afc62419	4.484338088157415	0.21245568288035274	1	FALSE	0.009837810974060474	0.03053459789354898	0.16887508669563603	0.2022133119923235	0.030534597893548978	0.168875086695636	0.22703867125505495	ASV3530	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Malaciobacter; s__uncultured_bacterium
97cf21a167a985c3c1d3f6175cb04ce9	4.094688306346172	0.2581545163849448	1	FALSE	0.09790805353848918	0.23980906811348066	0.13136386478860113	0.4016619100020062	0.23980906811348068	0.13136386478860118	0.5201598525849711	ASV3544	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__uncultured
c4d31582a59348fe316975e27b46a8ed	3.0170364944387664	0.44247510913465	1	FALSE	0.09326061151745924	0.07324390120350413	0.14398499020060854	0.08663303039803857	0.07324390120350413	0.1439849902006085	0.0076046795662392756	ASV3481	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae
b80adc31f56c2cf321d79ec435ce9d3a	1.3630640205044389	0.9883171116701558	1	FALSE	0.030553108144739393	0.10098040093429796	0.0917213973765343	0.1549238490492537	0.10098040093429796	0.09172139737653427	0.2255291886120752	ASV3483	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae
d4002c9d42b78080f2b6d3faaadda35c	1.1224853669379324	0.859000654693015	1	FALSE	0.056830557975778975	0.17515674220953933	0.03777379893256628	0.172840588711589	0.17515674220953933	0.03777379893256627	0.22952396821776053	ASV3473	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae
8124ee90e2858ea5a4f0bf2eccacde58	1.28827790642471	0.9497710086965555	1	FALSE	0.12616685392478047	0.20157804078086347	0.06874923542200531	0.1570602374943168	0.20157804078086353	0.06874923542200531	0.03803738225263077	ASV3542	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__uncultured
242b216ab256f92ab94c36b8eb4984f1	4.827849094474173	0.17892700194582842	1	FALSE	0.07862687581023564	0.3014554642906796	0.07709542723323158	0.41787232750348474	0.3014554642906796	0.07709542723323154	0	ASV3541	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__uncultured
727752052aa116b61b8a5b60a95fb3af	2.0200556712150592	0.7284176829121082	1	FALSE	0.043388154111489066	0.06105713893689268	0.02902271121273272	0.0502892926162612	0.06105713893689268	0.029022711212732703	0.00797856710521435	ASV3505	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter
4e008c8117546fbd3609b96b75e126f7	0.29214276408423845	0.27180795991072637	1	FALSE	0.05393721954668699	0.11146903941839674	0.006265073548219295	0.05031095684911682	0.11146903941839674	0.006265073548219295	0.09011409890705425	ASV3503	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter
b36608b8688ef3cf2f183492aaf59378	0.1312858153168866	0.1270695817072141	1	FALSE	0.012918085601482063	0.023211334639127053	0.005349155181003981	0.008087216473821133	0.02321133463912705	0.005349155181003981	0.02844770830381867	ASV3518	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter; s__Halarcobacter_bivalviorum
3838d15e271b39764bb83a7846632f9b	3.8415889264101004	0.29298106909634447	1	FALSE	0.09639452600228829	0.2768407496418954	0.08186915469916779	0.4016747780231956	0.27684074964189537	0.08186915469916778	0	ASV3562	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__uncultured; s__Arcobacter_sp.
d1904d1b6884637e88b79daecf290e91	0.11637118321483704	0.1130503396462743	1	FALSE	0.1093717990538961	0.29789966271617907	0.04798595209631911	0.24636275431371332	0.29789966271617907	0.04798595209631911	0.30226040777899305	ASV3488	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae
9287f8a700a1dffdfd1ab57b9387870b	0.9331188459029645	0.7456873195148314	1	FALSE	0.06712867266679765	0.09274684034914082	0.045041509556370034	0.07178818110179816	0.09274684034914081	0.04504150955637007	0.18302301007990926	ASV3469	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales
23282884be2b60c91d233c3c29b1b688	3.335996753816728	0.3772484853389187	1	FALSE	0.08171708128724656	0.2843578683195845	0.034636016921151	0.34744316941169284	0.2843578683195845	0.034636016921150994	0	ASV3571	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__uncultured_bacterium
aa2ab0f9bcef684d8b3a5e9295ed2491	0.8118167707611604	0.667257572052748	1	FALSE	0.1029083444995067	0.30694089239778427	0.04218611768502603	0.3295605393174836	0.30694089239778427	0.04218611768502604	0.36392276423708037	ASV3580	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__uncultured_bacterium
95b6097c95a587ddc829b2b71ff8cf3e	2.021100998323473	0.7280370650132268	1	FALSE	0.1477985566546184	0.39632236006914623	0.029691339236799525	0.401375438846952	0.39632236006914623	0.029691339236799525	0.31152374538017147	ASV3582	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__uncultured_bacterium
e78a2e2389e6fc60401aaa69cc756613	0.46935974508581246	0.4183520528434378	1	FALSE	0.07623750173798025	0.21059697948009065	0.03170848403526697	0.19916184519914318	0.21059697948009065	0.031708484035266965	0.23907102120952883	ASV3579	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__uncultured_bacterium
2afd91fd05ac5198304fd47e3f14002e	3.558549128169142	0.33752105564318563	1	FALSE	0.09648379062215337	0.07169845989177621	0	0.009240190275648354	0.07169845989177621	0	0	ASV3606	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurimonadaceae; g__Sulfurimonas
e31baf0e6a2ba9244286a945a11a906c	1.9720714512094104	0.7461052931953139	1	FALSE	0.10200121802731152	0.27319408565901493	0.01587749230069331	0.27289692057261455	0.273194085659015	0.01587749230069331	0.22361379809475482	ASV3572	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__uncultured_bacterium
dc387de981adf421f38ef061f47f0999	5.460739930166767	0.1303903305421094	1	FALSE	0.07799627903176125	0.17453516343199582	0.03193362208891409	0.10164682573154911	0.17453516343199585	0.03193362208891406	0.03759361962667483	ASV3574	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__uncultured_bacterium
292078d26323bec3604da7678f3e505a	1.7985417358005313	0.8137324216592303	1	FALSE	0.017640424146325148	0.09476684714011854	0.06105811506077221	0.15407440967538955	0.09476684714011856	0.06105811506077222	0.17825321679072134	ASV1110	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
8a3e3c5fdbbf70322f82a1fdf915e329	0.06481167628329106	0.06377279016858053	1	FALSE	0.016705107151659813	0.08409483416898572	0.0824571796919555	0.08481003967120848	0.08409483416898572	0.0824571796919555	0.17048878439671664	ASV1120	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
c73a18a3fae08f5042b271b02a5dd6a2	0.13807140883306349	0.1334132864228918	1	FALSE	0.023293843507683452	0.07549734071074238	0.0537526081430629	0.06777456014077975	0.07549734071074238	0.053752608143062916	0.1344469135308461	ASV1116	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
07050edf340ab5eab0441334d88595e9	0.7741999255737709	0.6419535710378909	1	FALSE	0.02520413920574719	0.09474848766518273	0.052990124638341594	0.13250047637384926	0.09474848766518276	0.05299012463834155	0.16494644560946267	ASV881	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Lewinella; s__marine_bacterium
32d5206059b743441cc926d344a863b5	0.7420515521555896	0.6199476896765953	1	FALSE	0.1141058916512012	0.15177437026810098	0.05070689430958288	0.02461412700264084	0.15177437026810098	0.050706894309582876	0.12152856384175527	ASV858	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Lewinella; s__Lewinella_agarilytica
45bbcef4a9b1280a308a2451ff3dc78d	0.5730077052628428	0.49823162870897975	1	FALSE	0.05040951996316619	0.08810622838602802	0.013389502270276509	0.055926004260339134	0.08810622838602804	0.013389502270276512	0.04033267059039066	ASV844	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Lewinella
e5dbedd32e959803ef8006898bdbe23c	1.3423912556176572	0.9778057392289543	1	FALSE	0.03398813576018431	0.12687387404811995	0.05158174503359864	0.17773299795220435	0.12687387404811995	0.05158174503359864	0.19414344158788588	ASV925	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Lewinella; s__uncultured_Bacteroidetes
57379b9e30b73f95dcf4c6f0567bc548	0.06613567790883065	0.06505414997778255	1	FALSE	0.11143040421668853	0.29292878856816346	0.04082368195884596	0.16783417824727337	0.29292878856816346	0.04082368195884596	0.2789866177934287	ASV1142	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
29640c139c07dfae81426f6c9db2caa8	0.7953544119987894	0.656242257738048	1	FALSE	0.15704991626479023	0.248641065647441	0.08794457072208617	0.18114614877105797	0.248641065647441	0.08794457072208615	0.03999377676048557	ASV862	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Lewinella; s__Lewinella_cohaerens
3c8e5c9ec8f5d7724e1253fda06905c6	0.35567563191078755	0.32584365359193324	1	FALSE	0.08161040322422555	0.1198845871825126	0.06466691034503247	0.03483887401860428	0.1198845871825126	0.06466691034503248	0.10005529838402953	ASV864	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Lewinella; s__Lewinella_cohaerens
f84bf1cf0aa273600485573d14b58e95	3.7865346998008595	0.30115801977703494	1	FALSE	0.052564303102130644	0.28392946318274487	0.22428557830599657	0.5607592602375083	0.28392946318274487	0.22428557830599657	0	ASV1015	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured
5195e3c45b48e517013a5da0f143c58b	8.081608857058367	0.035166644397905594	1	FALSE	0.22334129400557795	0.25534780428749115	0	0	0.25534780428749115	0	0	ASV1007	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured
176b6903fc05fb4c5de5b84528b2ed4b	2.2165241077675413	0.6602644295788015	1	FALSE	0.08765658010506508	0.30350509850160945	0.06337739663874072	0.38755620443847644	0.3035050985016095	0.06337739663874072	0.3664110336172169	ASV1114	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
e19eec48b7aee8788e70ff9a1d6e02f6	1.460784599712574	0.963439948680993	1	FALSE	0.11530021403729933	0.27821008791105883	0.08197202936550672	0.14450248692274523	0.27821008791105883	0.08197202936550672	0.11660928885257715	ASV792	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae
947faee60b88abaa5e2b19db2da9208a	0.06396411627714568	0.06295208190805672	1	FALSE	0.039041526220639354	0.10354933123704993	0.06726906685866271	0.08430501136784373	0.10354933123704993	0.06726906685866268	0.17869842672508388	ASV1240	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_Sphingobacteriia
6147a118d18b804f9f77a98b07d68214	0.31670836751266535	0.29290516840977054	1	FALSE	0.11131302272792586	0.17733217977716262	0.05414496698602651	0.10581748573805842	0.17733217977716265	0.054144966986026506	0.03743236716557926	ASV1003	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured
8b6d780890455aa52e36de8faba65aa2	0.14951462359736378	0.14406266790067981	1	FALSE	0.09108987194610686	0.2563006164211357	0.04703029505761066	0.22088004504719755	0.2563006164211358	0.04703029505761065	0.2644419762105306	ASV1111	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
88f571f87463fda8b887b45020d853de	0.955188738381992	0.7594525037953014	1	FALSE	0.1262202674907177	0.19164358293130818	0.02789058827760164	0.044895681585204295	0.19164358293130815	0.02789058827760161	0.23492955516049965	ASV1103	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
5611f3ca694527857bfd76ed40a09c89	1.3446547288232928	0.9789619395085633	1	FALSE	0.23582512118963586	0.49666009053565485	0.010412395017241071	0.3628598162972288	0.49666009053565485	0.010412395017241071	0.3220854499953484	ASV997	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured
d8056c74e2e9a610f0f034ab3d54a590	3.895386726379138	0.2852052499564086	1	FALSE	0.11058850516351777	0	0.003988490759609809	0.30816638066459934	0	0.003988490759609809	0.23011074289744385	ASV1107	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
6ba08c16803f9c302d49b09f5da346f3	5.75192787526793	0.11272356813116337	1	FALSE	0.15273700677574473	0	0.06522798474824594	0.2731500253296089	0	0.06522798474824587	0.1787216713060945	ASV1102	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
7317396c28a130976b096f8864bdd09b	1.2702567969741505	0.9402651004585245	1	FALSE	0.11758212245015295	0.1864547321019346	0.030199947267198532	0.07957837505936624	0.1864547321019346	0.03019994726719852	0.09913618590687653	ASV1117	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
49d3f24d2aec1d479f9879774a2cfc27	2.300378474172602	0.6331537112570615	1	FALSE	0.14181601298863214	0.40071350794700034	0.1601638439396203	0.2578945186377289	0.40071350794700034	0.1601638439396203	0.24197045081675714	ASV1104	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
24a5c9a7153c6e2e9906d5a1f881b56a	0.4356285176985008	0.39145037055325177	1	FALSE	0.08398459747433763	0.19473883397912417	0.012957625519205245	0.11737450701077703	0.19473883397912417	0.012957625519205242	0.2593417929500416	ASV1138	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
dfc8a84e07615daf37a7976d1d2c3491	2.6366260181641126	0.5351726742665526	1	FALSE	0.34295905089980566	0.7190707855997662	0.05040006643215971	0.47886039457293456	0.7190707855997662	0.050400066432159704	0.24410872159973251	ASV1136	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
0bd464bff7aa526cf65c960c244a8729	0.8550316151842404	0.6957458132888805	1	FALSE	0.02629401373400835	0.04960318962515322	0.037373042167098386	0.06589360687666469	0.04960318962515322	0.03737304216709837	0.10981055058284918	ASV1113	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
f85cc7e3aed33ef6cc504d0e5235b5e1	0.10956353129355498	0.10661654786403413	1	FALSE	0.04354467671736126	0.14847302405745585	0.07489233037781094	0.14591925513267703	0.14847302405745585	0.07489233037781093	0.2262852037907534	ASV1112	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
