taxon	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	lfc_SampleSiteTANK WATER_SampleSiteORAL	se_SampleSiteORAL	se_SampleSiteTANK WATER	se_SampleSiteTANK WATER_SampleSiteORAL	W_SampleSiteORAL	W_SampleSiteTANK WATER	W_SampleSiteTANK WATER_SampleSiteORAL	p_SampleSiteORAL	p_SampleSiteTANK WATER	p_SampleSiteTANK WATER_SampleSiteORAL	q_SampleSiteORAL	q_SampleSiteTANK WATER	q_SampleSiteTANK WATER_SampleSiteORAL	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	diff_SampleSiteTANK WATER_SampleSiteORAL	(Intercept)	SampleSiteORAL	SampleSiteTANK WATER	global	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__uncultured	0.004709580601699283	0.7335933043084235	0.7288837237067243	0.5563190840540525	0.7013332788736969	0.7698509890425469	0.008465610360477398	1.0459981386973887	0.9467854611880501	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.10089204872021869	0.07879168682418668	0.1293692843068408	0.07261801141664093	0.07879168682418668	0.1293692843068408	0.012343399805733147
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02	1.7885618157433074	0.9513274700983126	-0.8372343456449948	0.8059814870506222	1.010818681094004	1.0780176942787372	2.2191102953100104	0.9411455168880493	-0.7766424893472256	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.18445692628129998	0	0.26817175077248095	0	0	0.26817175077248095	0.18592420148187588
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__uncultured	0.004574152895535823	3.131581359286859	3.1270072063913235	0.5028637814752699	0.6351049333393327	0.7049580063174956	0.009096206694617106	4.93080937479299	4.435735431569801	0.9927423772004306	8.188961471881404e-7	9.175848645143434e-6	1	2.0900749356694233e-5	2.2502004215936363e-4	FALSE	TRUE	TRUE	0.29184125047750853	0.18336907473531558	0	0	0.18336907473531558	0	0
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;__	0.4173637835691144	-0.6811630824536858	-1.0985268660228003	0.6205573219794897	0.7809367720876169	0.8484618045869118	0.6725628218160141	-0.8722384536110217	-1.294727541162135	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.08842993949431634	0.2632588937394578	0.020001149329784144	0.27657809612124434	0.2632588937394578	0.020001149329784147	0.2983962885810144
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__uncultured	0.8420266947889219	1.0093681864661779	0.16734149167725598	0.5724523777235684	0.7213237349445016	0.7895353823624703	1.470911341371925	1.3993275662055378	0.2119493254077252	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.29864214043422066	0.2210251276973206	0.22935500377612553	0.27048525047002747	0.2210251276973206	0.22935500377612547	0.024864970560324787
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	-2.2789034002917923	-1.6345121561379803	0.644391244153812	0.9189921129609049	1.1509888491511273	1.2191903095663887	-2.47978559135767	-1.4200938239701097	0.5285403263933365	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.2809901201749185	0	0.20956510741810652	0.26188717878155887	0	0.20956510741810655	0.04629463339818349
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;__	0.40635121792944195	0.161754116489832	-0.24459710143960994	0.9313048190718402	1.166262948740993	1.2346120638759246	0.436324616396188	0.13869437991187938	-0.19811656519192358	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.04663370872086235	0.015965369430517757	0.033457811459076	0.008557054929012963	0.015965369430517767	0.03345781145907601	0.02164345703435006
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter	1.0933696110182145	2.993089935113114	1.8997203240948994	0.6690762191636161	0.8410739750629459	0.9082012004123923	1.6341480681901825	3.558652418045763	2.0917394991685567	0.10222776381834085	3.727624495924243e-4	0.03646182506265141	1	0.00951404467498203	0.8941561407671746	FALSE	TRUE	FALSE	0.16138645420425468	0.1478710717852515	0	0	0.14787107178525155	0	0.44678129695151103
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__	1.8124043252617987	1.1750495847435944	-0.6373547405182043	0.652310318765321	0.8202920583574578	0.8875267042280556	2.778438839802931	1.432477094922141	-0.7181245786542914	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.09112344711695211	0	0.064067806919712	0	0	0.064067806919712	0.06693252814038203
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Chlamydiaceae;g__uncultured	-0.1356363397513196	2.130994294865152	2.2666306346164715	0.5235469016345327	0.6607291456631348	0.7300027829927731	-0.25907199398536784	3.2252161250226052	3.104961634973535	0.7955796928320178	0.0012587760246628838	0.0019030370653513157	1	0.03212783730639576	0.046668324341076886	FALSE	TRUE	TRUE	0.11191844308511144	0.05726447504212196	0	0	0.05726447504212197	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae1;g__Alcanivorax	0.17798114419847322	1.0335803411638693	0.8555991969653961	0.6685581040781322	0.8404317336931824	0.9075618323926276	0.2662164187567355	1.2298206977762693	0.9427447986764261	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.10581443271860776	0.11025287575229141	0.01596359374586946	0.014323003731720777	0.1102528757522914	0.01596359374586946	0.12445803223716663
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Aureispira	1.3137266606202433	-0.9637276155016832	-2.2774542761219267	0.8942466653131365	1.1202930262654585	1.1882185414903998	1.4690875701059711	-0.8602460185923925	-1.9166964633166577	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.028763264083202924	0.02320411400546858	0.01330636650423462	0.017764437024826954	0.023204114005468585	0.01330636650423464	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sedimentitalea	0.9618901658826767	1.5807007608955301	0.6188105950128534	0.7073109542716117	0.8884720982338556	0.9554605998592632	1.3599254473207338	1.7791225678754767	0.6476568422643514	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.07028305695233908	0.05368549102383418	0	0.04535274142870208	0.053685491023834166	0	0.012949459400606756
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium	-0.5141091214500019	1.466814936153621	1.9809240576036227	0.8194656371966446	1.0275412495338396	1.0948223615226425	-0.6273711771597236	1.4274998077391683	1.8093565926518156	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.048018407327618515	0.1546138399810872	0.08154098944002687	0.228890901919849	0.1546138399810872	0.0815409894400269	0.3163967327387946
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__pItb-vmat-80;f__pItb-vmat-80;g__pItb-vmat-80	-0.1501314077293111	0.38454784735842956	0.5346792550877406	0.31261611519867005	0.39911775329898325	0.47966446784424915	-0.48024206184604845	0.963494718488157	1.1146943143208914	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.34524987930220025	0.3221798052891236	0.25305201032995966	0.058872094401457596	0.32217980528912354	0.2530520103299597	0.5631574430225404
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Vicingus	2.187755320367292	2.399239186572619	0.2114838662053269	0.748314562902567	0.9393097993698157	1.0062954503578965	2.923577100893792	2.554257592311154	0.21016080926343358	1	1	1	1	1	1	FALSE	FALSE	FALSE	0	0	0	0	0	0	0.05723833330118899
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__uncultured	0.80331740829876	-4.594416686864275	-5.397734095163035	1.010450274226326	1.2644533560797064	1.3338984807330885	0.7950093426555187	-3.6335201016103436	-4.046585383466761	0.4266080675676761	2.795806545554705e-4	5.19701736019076e-5	1	0.006856177897868	0.0013264387385471495	FALSE	TRUE	TRUE	0.03044640465354711	0.03660152800843075	0	0	0.036601528008430737	0	0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula	1.2558523864102236	1.2746840402067565	0.018831653796532954	0.5734717135058893	0.7225868131975045	0.7907804858200173	2.1899116501015117	1.7640566045845447	0.0238140092405101	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.3865516290944282	0	0	0	0	0	0.06629928686265091
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__PB19;f__PB19;g__PB19	0.6072187409360418	1.6762657426892458	1.069047001753204	0.8596563176544713	1.0773879982239918	1.1449778457926014	0.706350582745448	1.5558607905902677	0.9336835692337481	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.1518524872834566	0.1304495453702937	0.09675211009151033	0.10299157045124363	0.13044954537029368	0.09675211009151032	0.0393811293245293
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio	0.3370559455445904	0.3330416928061767	-0.004014252738413715	0.801726401258147	1.0055418079650253	1.0727172983152964	0.4204126807046013	0.33120621158475044	-0.003742134805431126	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.0014386162340791961	0.002534390561703813	1.9967163122304715e-4	8.012267877903912e-4	0.0025343905617038046	1.9967163122304788e-4	9.090775837058564e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix	-0.7328785900001341	-0.6645518594254305	0.06832673057470362	0.6029358868454595	0.7590985070891799	0.8268382435999688	-1.2155166179185826	-0.8754487766992249	0.08263615175468426	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.21872560256966161	0.16159246311520578	0.12544055801543727	0.12372203393374295	0.16159246311520575	0.12544055801543724	0.015329984647078068
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Psychrobium	-0.20478278168615946	0.8331600672998141	1.0379428489859734	0.7454994858012305	0.9358193441112418	1.0028007928436806	-0.274692049540541	0.890300112455012	1.03504390542277	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.0543352859750729	0.07845276592514855	0.048378197431113754	0.024148233715934112	0.07845276592514855	0.04837819743111377	0.08869745100773412
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter	1.0738895499717895	-0.6977489775719972	-1.7716385275437867	0.8679072567821511	1.087621928941059	1.1552862622646314	1.2373321476229355	-0.6415363271052712	-1.5335060975025885	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.04470050116234899	0.2463641245492203	0.10538925906799063	0.1378402569316897	0.24636412454922033	0.10538925906799063	0.10197449220883323
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__37-13;g__37-13	0.9048210526973843	0.4711912449284228	-0.43362980776896154	0.4811944406227759	0.6082597226492155	0.6788146587296633	1.8803647264218983	0.7746546867778712	-0.6388044250259095	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.2735499542358541	0	0.05197363828773171	0	0	0.05197363828773176	0.17847801530885662
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__dgA-11_gut_group	-1.8539742254167406	-0.45068936613934374	1.403284859277397	0.7352589293322783	0.9231222027983909	0.9900936534191634	-2.5215256169692735	-0.48822286450602675	1.4173253756665642	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.14450406503988728	0	0.035186684680828875	0.17912865279052415	0	0.0351866846808289	0.1518499646447856
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	-1.8185904748343154	-1.7189901598362052	0.09960031499811017	0.9781685179769315	1.2244017171321606	1.2933708033390379	-1.859179110155336	-1.4039429508988994	0.07700832177514481	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.27462918568983125	0.269807083643917	0.2153158160881354	0.2664612274452335	0.26980708364391703	0.21531581608813544	0.017277869388170993
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__PS1_clade;g__PS1_clade	0.7520417044561946	1.335378275869374	0.5833365714131794	0.6761332579247584	0.8498218123185757	0.9169126499951683	1.1122684702190517	1.571362674518851	0.6361964483926068	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.09143800326565482	0.05608689086449791	0.08318140346617924	0.03468282918746941	0.05608689086449792	0.08318140346617918	0.08124776640512167
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter	0.7966402588594611	3.425825657710994	2.629185398851533	0.6605713850027023	0.8305317723938288	0.8977097263753663	1.2059866305837668	4.124858038647685	2.928770093053633	0.22782264543701036	3.7096349651046904e-5	0.0034030602966968115	1	9.46812985709028e-4	0.08345350942976489	FALSE	TRUE	FALSE	0	0.0910846162566549	0	0	0.09108461625665497	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Marinobacterium	0.7118297259625845	5.316638258046961	4.604808532084377	1.0096117592878513	1.263412988967153	1.332845279220961	0.7050529269436075	4.2081554523144025	3.4548710220708108	0.4807772993810253	2.574637288454216e-5	5.505561280874009e-4	1	6.571266556223915e-4	0.013501330279558726	FALSE	TRUE	TRUE	0.012153332531925808	0.007301429973042361	0	0	0.007301429973042364	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria;g__Candidatus_Kaiserbacteria	0.9106099389714674	5.074975974800029	4.164366035828562	0.6414722883664087	0.8068586493024728	0.8741791574785643	1.4195623965151358	6.289795590822919	4.763744365445679	0.15573511938097054	3.178842679287289e-10	1.9003322601982906e-6	1	8.113384622980942e-9	4.660199419624731e-5	FALSE	TRUE	TRUE	0	0.27931658543467547	0	0	0.27931658543467547	0	0
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190	2.1462157876009904	1.5906020351249013	-0.5556137524760891	0.8391758124128371	1.0519862488637963	1.1194072114210445	2.5575281792620923	1.5119988848170212	-0.4963464115714949	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.05870901394205602	0	0.03789587452444329	0	0	0.03789587452444327	0.00248485643436725
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella	0.5180049147756152	4.491323176390734	3.9733182616151193	0.513627715200202	0.6484401791675919	0.7179811934202514	1.0085221249669267	6.926349292784854	5.53401439762983	0.3132038716595782	4.318394592503946e-12	3.1298326546501646e-8	1	1.1021871736867765e-10	7.675312694634404e-7	FALSE	TRUE	TRUE	0	0.40874423890895895	0	0	0.4087442389089589	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus	-0.6683400663454362	-0.9879080215060877	-0.3195679551606515	0.7148607787467429	0.897832095146835	0.964809355743482	-0.9349233951779192	-1.1003260262649903	-0.33122393896604835	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.0918302434642489	0.04685261621399284	0.02236648007427091	0.029777124004176724	0.04685261621399282	0.022366480074270962	0.014410232367063255
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__IheB3-7	0.3995451502715958	0.010081313164180457	-0.38946383710741533	0.34486008225590936	0.4392449998389434	0.5171343461496951	1.1585717536746003	0.022951457996965113	-0.7531192619619139	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.32698458243006084	0.6424273546666236	0.003677432103100589	0.6295828930234347	0.6424273546666236	0.003677432103100589	0.44387802384838315
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	0.3731391818790927	-0.6453382847658689	-1.0184774666449616	1.2279520813661975	1.534359196359489	1.6078179730618063	0.3038711261956938	-0.42059140147694	-0.6334532165388416	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.006796488494596253	0.008678118958594218	0.012272741008681037	0.0028892077470159708	0.008678118958594218	0.012272741008681037	0.005910609852659828
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured	1.5753885369224117	1.2430381874060854	-0.33235034951632625	0.9816692576472986	1.2287449299138038	1.2977637988093043	1.6048058189150596	1.0116324040444133	-0.25609463742266275	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.07715266785880674	0.01939871820597731	0.11649983304882296	0.05275411782496482	0.019398718205977272	0.11649983304882293	0.05869299009764807
d__Bacteria;p__Bacteroidota;c__Bacteroidia;__;__;__	0.2263528808692977	0.9199550187717864	0.6936021379024887	0.5694218898771067	0.7175686277546436	0.7858346534008521	0.3975134867367839	1.282044647980826	0.8826311424429945	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.10626339887777088	0.06471222949698033	0.13547426272365476	0.10778879436874014	0.06471222949698036	0.13547426272365484	0.1728012391738431
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;__	-1.0780467409759849	-3.724704040126128	-2.646657299150143	0.792967724464247	0.994680089311166	1.0618108675114184	-1.359508978381618	-3.7446251112813096	-2.4925882566573767	0.17398535936650092	1.806633335035692e-4	0.012681580952195147	1	0.004611084158191097	0.3109913851969087	FALSE	TRUE	FALSE	0.2970466568573849	0.1965834205895058	0	0	0.1965834205895058	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;__	0.17159051736263914	1.4201276879537907	1.2485371705911517	0.7721872654060431	0.9689111874966315	1.0359566194820846	0.2222136067892946	1.465694385904413	1.2052021746000758	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.044153044525185224	0.057238095088647016	0.03243284247037877	0.044490593882764176	0.057238095088647	0.032432842470378725	0.10460442380879491
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella	-2.001761629183929	-1.0491704766146783	0.9525911525692508	0.7470824703958845	0.9377821058845419	1.0047658415596084	-2.6794386276031625	-1.118778520118031	0.9480727878752611	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.19671363317716026	0	0.058105030953320876	0	0	0.0581050309533209	0.01581392391169153
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__uncultured	0.24034791455948235	3.2826490153405534	3.042301100781071	0.6317367475349025	0.7947922204328424	0.8622013947195777	0.3804558077353312	4.130197718282684	3.528527232051798	0.7036070948455276	3.624513807288649e-5	4.178789490984367e-4	1	9.25087447121826e-4	0.01024767761327551	FALSE	TRUE	TRUE	0.25284387919480256	0.24016757939195413	0	0	0.2401675793919541	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;__	1.400274103317763	2.002983287262197	0.6027091839444341	0.7594529907585278	0.9531208127414234	1.0201290673417145	1.8437929935850208	2.101499894332489	0.590816596879249	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.16458713042936082	0	0	0	0	0	0.16637323853692113
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Kiloniella	0.7430519538235085	0.8957095598629776	0.1526576060394691	0.8199981577970936	1.028201675961613	1.0954862613354819	0.9061629550726074	0.871141898329699	0.13935145645128197	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.12988549588195186	0.09604875449231672	0.10018395315881344	0.1005777933732734	0.0960487544923167	0.10018395315881344	0.013253065809076635
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas	1.5927003278957166	1.737141455079898	0.14444112718418145	0.8823505716287336	1.105536989948709	1.1733402325542142	1.805065219095111	1.571310115241365	0.12310250955066228	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.03635863227869799	0.12132386236880126	0.025060712112636857	0.08701761090274658	0.12132386236880124	0.02506071211263685	0.03252187738903683
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__uncultured	0.5181151493269637	1.133605853288563	0.6154907039615992	0.48151958816628154	0.6086625317239072	0.6792061738922837	1.0760001504820291	1.8624538134093214	0.9061912680128418	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.2839316244297359	0.22494822008003373	0	0	0.22494822008003376	0	0.10667277878107247
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	-2.0914421837857957	-1.6816850926224924	0.4097570911633033	0.9427523431496713	1.1804641431150025	1.2489564190149498	-2.218442838124836	-1.4245965050534029	0.3280795750154982	1	1	1	1	1	1	FALSE	FALSE	FALSE	0	0	0.05381824533264093	0.08361265019429856	0	0.05381824533264091	0.0011273349477408604
