# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	TB159	TB167	TB175	TB215	TB217	TB219	TB115	TB117	TB119	TB139	TB145	TB149	TB151	TB155	TB157
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__	4915.0	2211.0	418.0	3149.0	15893.0	2106.0	5841.0	1646.0	13271.0	165.0	10258.0	965.0	965.0	6287.0	19967.0	4397.0	39106.0	863.0	14147.0	13188.0	1409.0	3546.0	7719.0	0.0	5859.0	32854.0	81.0	108657.0	9965.0	2225.0	20912.0	3057.0	6659.0	24277.0	4839.0	638.0	30073.0	12824.0	17737.0	2742.0	2970.0	5420.0	12137.0	3028.0	4526.0	2358.0	10538.0	3431.0	2534.0	14396.0	17740.0	19201.0	31162.0	17592.0	41550.0	15769.0	13584.0	11564.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus	0.0	0.0	22059.0	121.0	17.0	0.0	0.0	109.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	105.0	535.0	10.0	0.0	0.0	0.0	49.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae;g__Roseibacillus	0.0	200.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	3791.0	7.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	356.0	13.0	964.0	9.0	57.0	2671.0	617.0	0.0	534.0	0.0	0.0	3.0	62.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;__	724.0	13.0	1124.0	78.0	41.0	45.0	126.0	630.0	45.0	120.0	67.0	299.0	1472.0	1351.0	451.0	576.0	136.0	56.0	64.0	215.0	0.0	27.0	174.0	0.0	13.0	0.0	0.0	0.0	27.0	172.0	613.0	24.0	686.0	1183.0	69.0	197.0	185.0	701.0	0.0	1554.0	0.0	7.0	0.0	0.0	13.0	19.0	0.0	0.0	6.0	0.0	115.0	15.0	52.0	28.0	98.0	5335.0	21.0	16.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Pseudohongiellaceae;g__Pseudohongiella	0.0	165.0	0.0	0.0	76.0	0.0	0.0	0.0	2022.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	100.0	0.0	101.0	1504.0	0.0	0.0	83.0	0.0	0.0	66.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	195.0	0.0	407.0	0.0	0.0	200.0	476.0	0.0	36.0	9.0	60.0	0.0	0.0	0.0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales	21.0	550.0	0.0	0.0	279.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	24.0	0.0	0.0	0.0	342.0	663.0	0.0	220.0	0.0	0.0	187.0	0.0	2143.0	117.0	0.0	3.0	4.0	15.0	0.0	0.0	0.0	5.0	18.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	13.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__PS1_clade;g__PS1_clade	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	335.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	406.0	160.0	59.0	129.0	0.0	0.0	325.0	4.0	0.0	10.0	0.0	0.0	375.0	0.0	0.0	11.0	25.0	0.0	5.0	13.0	0.0	0.0	147.0	0.0	0.0	135.0	9.0	0.0	607.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11;f__BD7-11;g__BD7-11	0.0	17.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	93.0	0.0	407.0	34.0	28.0	193.0	0.0	0.0	9.0	0.0	0.0	2.0	137.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__uncultured	55.0	182.0	0.0	493.0	129.0	3.0	12.0	0.0	30.0	0.0	7.0	6.0	0.0	10.0	28.0	6.0	604.0	31.0	357.0	397.0	182.0	664.0	1294.0	0.0	16.0	79.0	0.0	829.0	225.0	7.0	283.0	68.0	20.0	80.0	0.0	0.0	1511.0	220.0	82.0	0.0	27.0	10.0	182.0	100.0	2337.0	102.0	487.0	184.0	172.0	383.0	1822.0	107.0	671.0	47.0	279.0	460.0	654.0	303.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella	0.0	10.0	0.0	8.0	19.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	13.0	16.0	0.0	5.0	0.0	0.0	303.0	325.0	920.0	246.0	0.0	0.0	83.0	0.0	44.0	12.0	0.0	0.0	11.0	5.0	43.0	0.0	230.0	15.0	160.0	0.0	659.0	35.0	508.0	62.0	17.0	377.0	537.0	0.0	136.0	0.0	18.0	0.0	546.0	14.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__uncultured	0.0	22.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	12.0	0.0	1669.0	0.0	0.0	0.0	0.0	0.0	286.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	397.0	15.0	0.0	103.0	0.0	0.0	77.0	0.0	8.0	98.0	12.0	0.0	166.0	75.0	0.0
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales	0.0	308.0	0.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	15.0	4.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured	290.0	104.0	187.0	122.0	51.0	0.0	10.0	4368.0	19.0	0.0	0.0	181.0	41.0	0.0	0.0	147.0	4741.0	0.0	1092.0	184.0	69.0	827.0	377.0	0.0	88.0	7742.0	6.0	5884.0	55.0	252.0	2808.0	5.0	617.0	794.0	17.0	3647.0	13567.0	244.0	759.0	4812.0	0.0	424.0	1959.0	82.0	144.0	23.0	628.0	0.0	39.0	217.0	579.0	2.0	160.0	12.0	0.0	49.0	161.0	2.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Guggenheimella	1195.0	0.0	1337.0	32.0	0.0	7.0	166.0	243.0	0.0	0.0	2.0	30.0	89.0	46.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	795.0	0.0	162.0	2.0	179.0	69.0	0.0	0.0	0.0	0.0	186.0	0.0	0.0	751.0	613.0	57.0	4.0	3588.0	38.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__	3.0	76.0	11.0	14.0	25.0	0.0	16.0	0.0	209.0	0.0	0.0	0.0	4.0	0.0	31.0	0.0	579.0	0.0	9.0	59.0	97.0	0.0	101.0	0.0	101.0	81.0	0.0	680.0	5.0	0.0	4.0	21.0	9.0	56.0	3.0	0.0	196.0	4.0	0.0	1833.0	7.0	4.0	24.0	9.0	486.0	10.0	483.0	69.0	107.0	221.0	423.0	11.0	690.0	6.0	122.0	373.0	78.0	6.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Parvularcula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	35.0	61.0	451.0	762.0	663.0	1166.0	45.0	212.0	180.0	26.0	0.0	395.0	56.0	18.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula	0.0	36.0	0.0	25.0	16.0	0.0	5.0	0.0	64.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	32.0	10.0	0.0	348.0	0.0	0.0	0.0	0.0	596.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	27.0	0.0	0.0	0.0	26.0	0.0	0.0	342.0	1684.0	0.0	2629.0	11.0	244.0	1345.0	1478.0	7.0	534.0	7.0	6.0	132.0	192.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__uncultured	6818.0	3646.0	1936.0	227.0	760.0	83.0	4714.0	5385.0	42.0	0.0	0.0	619.0	0.0	34402.0	158.0	1648.0	17.0	0.0	163.0	1092.0	6096.0	3990.0	1205.0	0.0	546.0	10.0	8.0	51.0	5.0	18960.0	62.0	131.0	5658.0	564.0	83.0	4948.0	6533.0	8930.0	15.0	2536.0	0.0	43705.0	1924.0	28.0	28.0	2088.0	432.0	4218.0	2185.0	340.0	52.0	58.0	139.0	49.0	117.0	83.0	671.0	3448.0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20	15.0	81.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	37.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Lentimonas	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	77.0	115.0	0.0	489.0	0.0	189.0	360.0	1203.0	2.0	74.0	0.0	10.0	61.0	90.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alteromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235.0	25.0	0.0	145.0	18.0	50.0	10.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum	3268.0	2364.0	325.0	286.0	1201.0	3132.0	478.0	641.0	251.0	75.0	558.0	900.0	1147.0	7197.0	4416.0	1999.0	20633.0	327.0	10644.0	6560.0	5005.0	15192.0	6083.0	0.0	770.0	413.0	1728.0	17445.0	3797.0	3733.0	20617.0	4886.0	10336.0	17832.0	2919.0	168.0	21596.0	28709.0	4510.0	7070.0	1295.0	22068.0	7870.0	150.0	502.0	2412.0	5590.0	34290.0	660.0	629.0	1597.0	75.0	573.0	998.0	829.0	165.0	4552.0	19424.0
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__P3OB-42	0.0	20.0	0.0	0.0	2.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	295.0	0.0	0.0	0.0	495.0	0.0	0.0	0.0	0.0	2589.0	0.0	0.0	255.0	0.0	5.0	89.0	0.0	0.0	1697.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	67.0	4.0	26.0	147.0	4.0	9.0	27.0	0.0	5.0	90.0	51.0	3.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__uncultured	0.0	28.0	6.0	0.0	0.0	22.0	117.0	0.0	0.0	11.0	235.0	0.0	3.0	48.0	3100.0	34.0	45.0	0.0	367.0	441.0	0.0	1226.0	0.0	0.0	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	429.0	178.0	35.0	0.0	215.0	593.0	40.0	4681.0	21.0	0.0	60.0	0.0	0.0	69.0	0.0	0.0	0.0	19.0	13.0	8.0	8.0	124.0	49.0	0.0	9.0	274.0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Psychrilyobacter	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	320.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda	201.0	18.0	0.0	31.0	0.0	0.0	12.0	0.0	15.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	1108.0	0.0	0.0	172.0	0.0	0.0	199.0	0.0	43.0	61.0	668.0	17768.0	0.0	0.0	18.0	0.0	15.0	718.0	0.0	0.0	776.0	465.0	0.0	0.0	4199.0	28.0	10.0	159.0	4185.0	85.0	2712.0	219.0	151.0	27.0	21.0	0.0	42.0	0.0	0.0	2.0	59.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.0	0.0	646.0	458.0	60.0	196.0	398.0	208.0	30.0	2309.0	2221.0	463.0	2948.0	1336.0	3365.0	60.0	0.0	65.0	25.0	0.0	15.0	1074.0	5016.0	0.0	22.0	9.0	56.0	0.0	22.0	3.0	0.0	35.0	27.0	0.0	13.0	0.0	0.0	128.0	0.0	972.0	359.0	0.0	0.0	4778.0	74.0	0.0	0.0	0.0	152.0	19.0	7752.0	2165.0	166.0	3287.0	5384.0	697.0	13.0	49.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Aureispira	113.0	189.0	0.0	0.0	0.0	0.0	10.0	3.0	0.0	0.0	0.0	70.0	19.0	0.0	0.0	39.0	157.0	0.0	154.0	82.0	0.0	0.0	93.0	0.0	453.0	65.0	9.0	2256.0	6.0	20.0	315.0	0.0	338.0	4286.0	9.0	0.0	2154.0	302.0	177.0	3213.0	14.0	11.0	26.0	6.0	0.0	394.0	489.0	1186.0	32.0	1140.0	10.0	22.0	511.0	16.0	26.0	195.0	465.0	376.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage	0.0	9.0	0.0	15.0	7.0	0.0	9.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	519.0	0.0	0.0	0.0	0.0	200.0	3.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	278.0	7.0	0.0	0.0	4.0	0.0	0.0	225.0	284.0	16.0	1470.0	174.0	318.0	200.0	0.0	7.0	385.0	8.0	0.0	16.0	47.0	2.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Marinobacterium	0.0	47.0	23.0	4611.0	26.0	198.0	848.0	296.0	1153.0	412.0	1171.0	0.0	0.0	188.0	616.0	0.0	0.0	18.0	0.0	0.0	6494.0	0.0	0.0	0.0	2485.0	24.0	0.0	45.0	49998.0	0.0	0.0	10040.0	0.0	0.0	28409.0	0.0	51.0	13.0	0.0	0.0	0.0	0.0	0.0	52.0	53.0	0.0	28.0	43.0	0.0	0.0	889.0	721.0	0.0	619.0	256.0	14.0	0.0	413.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Chroococcidiopsis_PCC-6712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	26.0	0.0	14.0	148.0	0.0	41.0	35.0	0.0	35.0	629.0	0.0	0.0	24.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Colwellia	26.0	546.0	0.0	0.0	487.0	0.0	0.0	0.0	57.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	297.0	422.0	132.0	275.0	0.0	0.0	299.0	3004.0	78.0	651.0	1325.0	0.0	28.0	26660.0	23.0	1176.0	6882.0	16.0	7124.0	2424.0	1464.0	5.0	154.0	8.0	34.0	0.0	0.0	237.0	6922.0	12413.0	230.0	647.0	146.0	0.0	166.0	0.0	0.0	11.0	1425.0	5444.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Sunxiuqinia	0.0	0.0	6.0	1708.0	0.0	0.0	0.0	290.0	0.0	0.0	14.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2691.0	0.0	6.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	201.0	27.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	7.0	47.0	14.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.0	0.0	52.0	348.0	27.0	36.0	40.0	0.0	0.0	669.0	6311.0	0.0	20.0	4074.0	3468.0	9.0	0.0	201.0	11.0	240.0	12.0	0.0	530.0	0.0	234.0	5.0	3.0	260.0	0.0	0.0	0.0	0.0	1631.0	198.0	0.0	0.0	149.0	0.0	10.0	0.0	666.0	0.0	0.0	6.0	117.0	26.0	75.0	15.0	0.0	6.0	280.0	290.0	6.0	2635.0	1546.0	13.0	222.0	7.0
