# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	TB159	TB167	TB175	TB215	TB217	TB219	TB115	TB117	TB119	TB139	TB145	TB149	TB151	TB155	TB157
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	5193.0	2901.0	447.0	3646.0	16068.0	2244.0	5877.0	2178.0	22200.0	1437.0	45330.0	1512.0	1177.0	10802.0	24835.0	5178.0	41604.0	1027.0	15879.0	15089.0	1635.0	3617.0	12177.0	0.0	7244.0	210700.0	1187.0	181822.0	16881.0	2737.0	33013.0	4692.0	7359.0	30401.0	7266.0	638.0	40905.0	16979.0	20957.0	2844.0	4594.0	5511.0	12332.0	4319.0	6940.0	3103.0	20397.0	5747.0	4245.0	21053.0	25980.0	20469.0	37448.0	37564.0	47056.0	19328.0	18713.0	16343.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0	0.0	26034.0	121.0	19.0	3.0	0.0	109.0	12.0	56.0	0.0	0.0	26.0	17.0	11.0	9.0	0.0	2.0	0.0	196.0	2.0	4.0	66.0	105.0	539.0	10.0	14.0	0.0	0.0	49.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	0.0	0.0	28.0	9.0	0.0	0.0	2.0	0.0	12.0	53.0	35.0	0.0	49.0	0.0	33.0	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	38.0	271.0	0.0	11.0	6.0	14.0	12.0	14.0	173.0	27916.0	217.0	92.0	4.0	158.0	221.0	4.0	8.0	0.0	0.0	25.0	0.0	5.0	142.0	0.0	988.0	4944.0	7.0	39322.0	7.0	35.0	2078.0	0.0	3.0	1845.0	0.0	0.0	2639.0	0.0	30.0	0.0	82.0	3.0	2019.0	367.0	529.0	109.0	3805.0	26.0	173.0	4119.0	953.0	0.0	707.0	473.0	68.0	87.0	416.0	2.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	1401.0	160.0	2818.0	138.0	417.0	26677.0	151.0	1917.0	402.0	13733.0	1116.0	671.0	3278.0	14186.0	7270.0	1173.0	559.0	3857.0	350.0	431.0	130.0	54.0	1120.0	149.0	3716.0	61.0	2429.0	2226.0	72.0	562.0	1051.0	323.0	1923.0	1270.0	90.0	13150.0	302.0	963.0	5.0	4340.0	59.0	88.0	1084.0	79.0	247.0	19.0	77.0	33.0	6.0	28.0	586.0	74.0	471.0	411.0	675.0	6435.0	31.0	21.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	7189.0	22766.0	2281.0	8338.0	14210.0	8158.0	8519.0	9594.0	12508.0	1030.0	19126.0	738.0	232.0	35564.0	11583.0	2065.0	8291.0	2000.0	5066.0	2186.0	17266.0	9162.0	2397.0	5.0	15876.0	2789.0	145.0	6430.0	52509.0	20471.0	2134.0	34388.0	7309.0	7880.0	36063.0	18217.0	16325.0	21595.0	786.0	3318.0	1307.0	43842.0	3168.0	976.0	3844.0	5247.0	5418.0	45298.0	8526.0	5902.0	13844.0	15176.0	3640.0	18856.0	24317.0	949.0	5800.0	17117.0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales	112.0	730.0	0.0	6.0	484.0	0.0	0.0	280.0	0.0	0.0	0.0	31.0	35.0	178.0	383.0	24.0	1681.0	6.0	0.0	348.0	683.0	0.0	343.0	0.0	40.0	219.0	0.0	2311.0	126.0	0.0	3.0	4.0	21.0	70.0	2.0	58.0	21.0	18.0	0.0	0.0	0.0	0.0	0.0	32.0	9.0	31.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales	8.0	20.0	0.0	0.0	0.0	0.0	112.0	0.0	518.0	0.0	0.0	4.0	0.0	0.0	47.0	47.0	0.0	0.0	6.0	13.0	0.0	163.0	81.0	0.0	406.0	285.0	59.0	325.0	0.0	0.0	469.0	4.0	0.0	228.0	0.0	0.0	452.0	0.0	0.0	11.0	104.0	0.0	20.0	34.0	341.0	24.0	240.0	92.0	108.0	336.0	78.0	11.0	733.0	0.0	19.0	59.0	50.0	0.0
d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11	0.0	17.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	93.0	0.0	407.0	34.0	28.0	193.0	0.0	0.0	9.0	0.0	0.0	2.0	137.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales	0.0	10.0	0.0	8.0	19.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	13.0	16.0	0.0	5.0	0.0	0.0	303.0	325.0	920.0	246.0	0.0	0.0	83.0	0.0	44.0	12.0	0.0	0.0	11.0	5.0	43.0	0.0	230.0	15.0	160.0	0.0	659.0	35.0	508.0	62.0	17.0	377.0	537.0	0.0	136.0	0.0	18.0	0.0	546.0	14.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis	129.0	30324.0	0.0	61.0	868.0	0.0	129.0	25.0	0.0	0.0	0.0	74.0	0.0	98.0	138.0	29.0	1046.0	0.0	3370.0	1043.0	406.0	2015.0	490.0	0.0	108.0	905.0	65.0	47700.0	34.0	24.0	1768.0	85.0	1870.0	5677.0	93.0	0.0	4021.0	4488.0	1046.0	207.0	27.0	32.0	8913.0	443.0	590.0	240.0	2957.0	1524.0	281.0	2101.0	80.0	96.0	6005.0	96.0	2318.0	318.0	3402.0	2016.0
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales	0.0	316.0	0.0	0.0	143.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	289.0	0.0	0.0	0.0	13.0	15.0	4.0	0.0	21.0	0.0	0.0	17.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	24.0	2.0	0.0	14.0	0.0	0.0	2.0	64.0	45.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__	3.0	76.0	11.0	14.0	25.0	0.0	16.0	0.0	209.0	0.0	0.0	0.0	4.0	0.0	31.0	0.0	579.0	0.0	9.0	59.0	97.0	0.0	101.0	0.0	101.0	81.0	0.0	680.0	5.0	0.0	4.0	21.0	9.0	56.0	3.0	0.0	196.0	4.0	0.0	1833.0	7.0	4.0	24.0	9.0	486.0	10.0	483.0	69.0	107.0	221.0	423.0	11.0	690.0	6.0	122.0	373.0	78.0	6.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales	0.0	76.0	0.0	40.0	75.0	0.0	32.0	0.0	96.0	0.0	0.0	23.0	0.0	0.0	0.0	5.0	17.0	0.0	45.0	75.0	22.0	0.0	1036.0	0.0	0.0	7.0	34.0	5070.0	9.0	0.0	84.0	2.0	0.0	20.0	2.0	0.0	347.0	11.0	0.0	0.0	121.0	0.0	0.0	902.0	2790.0	25.0	7268.0	203.0	769.0	1802.0	1508.0	32.0	1743.0	15.0	62.0	241.0	348.0	2.0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20	15.0	81.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	37.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales	5.0	24.0	0.0	0.0	23.0	0.0	15.0	0.0	742.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	27.0	0.0	0.0	31.0	0.0	0.0	1097.0	0.0	31.0	53.0	4.0	1368.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	55.0	11.0	0.0	0.0	6.0	10.0	0.0	335.0	2277.0	15.0	2048.0	48.0	357.0	720.0	1409.0	6.0	173.0	38.0	69.0	283.0	191.0	4.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	14473.0	1951.0	10050.0	12379.0	2600.0	78423.0	42695.0	532.0	17087.0	12284.0	8252.0	13082.0	2202.0	3888.0	15089.0	9230.0	21963.0	5327.0	1156.0	16041.0	10042.0	6787.0	19155.0	0.0	15263.0	8797.0	4422.0	3423.0	13768.0	7332.0	832.0	93759.0	2727.0	2187.0	36370.0	727.0	11663.0	9414.0	2924.0	7147.0	8101.0	24877.0	1056.0	42397.0	4847.0	5867.0	29883.0	57850.0	66617.0	15554.0	44088.0	107990.0	4037.0	14644.0	62856.0	82206.0	5526.0	22728.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales	12225.0	5849.0	3442.0	32362.0	5158.0	4839.0	2251.0	38211.0	82716.0	12015.0	22698.0	10484.0	1399.0	53122.0	15402.0	4938.0	54879.0	2130.0	34727.0	11060.0	13266.0	22937.0	13894.0	15.0	26351.0	382984.0	8407.0	304881.0	22592.0	4545.0	42326.0	49816.0	31574.0	65761.0	24779.0	9143.0	84807.0	55435.0	42807.0	18756.0	11193.0	94369.0	47338.0	8152.0	19774.0	5925.0	37230.0	48879.0	7554.0	34797.0	12858.0	10561.0	18478.0	10367.0	15669.0	3961.0	11113.0	21892.0
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales	0.0	20.0	0.0	0.0	2.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	295.0	0.0	0.0	0.0	495.0	0.0	0.0	0.0	0.0	2589.0	0.0	0.0	255.0	0.0	5.0	89.0	0.0	0.0	1697.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	67.0	4.0	26.0	147.0	4.0	9.0	27.0	0.0	5.0	90.0	51.0	3.0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales	140.0	149.0	1221.0	118.0	12.0	37596.0	0.0	155.0	0.0	9904.0	490.0	0.0	0.0	70.0	234.0	0.0	0.0	3360.0	4.0	3237.0	19.0	163.0	112.0	3261.0	119.0	115.0	0.0	7.0	6.0	6616.0	2.0	289.0	231.0	27.0	37.0	5947.0	0.0	892.0	5.0	107.0	348.0	10785.0	0.0	2908.0	0.0	131.0	0.0	0.0	54.0	16.0	427.0	7.0	10.0	744.0	69.0	106.0	109.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	746.0	337.0	3091.0	16809.0	170.0	1113.0	1598.0	5109.0	1004.0	9357.0	4139.0	677.0	4050.0	3704.0	4639.0	3935.0	4649.0	320.0	10450.0	1365.0	52.0	6285.0	26809.0	5.0	31238.0	172.0	150.0	4488.0	22.0	1367.0	2875.0	35.0	8216.0	4449.0	149.0	139.0	2227.0	3065.0	2711.0	2741.0	4226.0	8020.0	3339.0	48024.0	258.0	1210.0	359.0	1185.0	1393.0	2197.0	20057.0	5133.0	653.0	52312.0	7098.0	17909.0	4923.0	1835.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	18.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	30.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	355.0	2.0	40.0	997.0	0.0	394.0	143.0	19.0	163.0	11393.0	18.0	26.0	268.0	122.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	23554.0	987.0	29004.0	3720.0	87.0	36907.0	6940.0	3313.0	35.0	23576.0	799.0	415.0	364.0	3157.0	6356.0	256.0	931.0	3446.0	302.0	64247.0	167.0	6314.0	9403.0	81914.0	8670.0	163.0	1405.0	12793.0	64.0	7130.0	893.0	670.0	4688.0	2774.0	92.0	24681.0	4405.0	8349.0	890.0	20186.0	3952.0	5489.0	1841.0	798.0	428.0	1058.0	867.0	0.0	147.0	520.0	170.0	37.0	138.0	4259.0	1852.0	241.0	6289.0	45.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales	0.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	124.0	0.0	0.0	52.0	0.0	0.0	42.0	0.0	0.0	2.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales	91.0	351.0	0.0	3.0	488.0	0.0	162.0	0.0	1100.0	0.0	0.0	124.0	27.0	11.0	45.0	12.0	1631.0	0.0	814.0	2939.0	87.0	0.0	980.0	0.0	7.0	294.0	58.0	2094.0	54.0	10.0	1317.0	56.0	316.0	6182.0	134.0	0.0	3479.0	230.0	106.0	131.0	4185.0	17.0	2629.0	921.0	733.0	690.0	8636.0	1011.0	1242.0	4868.0	2956.0	777.0	1440.0	48.0	448.0	1775.0	24506.0	56.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	445.0	217.0	182.0	1139.0	399.0	0.0	372.0	0.0	6433.0	15.0	104.0	0.0	7.0	193.0	524.0	16.0	303.0	37.0	32.0	210.0	238.0	216.0	78.0	0.0	577.0	40.0	117.0	500.0	82.0	125.0	12.0	260.0	14.0	260.0	284.0	1103.0	160.0	753.0	3.0	2693.0	64.0	0.0	107.0	432.0	672.0	244.0	689.0	2915.0	182.0	599.0	3174.0	289.0	173.0	432.0	2377.0	398.0	690.0	1390.0
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage	0.0	36.0	0.0	0.0	57.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	18.0	0.0	0.0	0.0	0.0	3.0	9.0	829.0	0.0	0.0	14.0	0.0	0.0	94.0	0.0	0.0	175.0	8.0	2.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	199.0	32.0	0.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured	0.0	8.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	5.0	0.0	13.0	0.0	0.0	36.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	147.0	10.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	1075.0	749.0	502.0	13094.0	1716.0	25800.0	47156.0	435.0	40267.0	25379.0	7289.0	38.0	95.0	198.0	4999.0	1277.0	568.0	3951.0	1043.0	81375.0	1619.0	2505.0	666.0	50.0	14475.0	105827.0	1144.0	5772.0	21.0	7551.0	239.0	2180.0	1848.0	215.0	192.0	1082.0	2412.0	8707.0	898.0	1452.0	31193.0	2547.0	247.0	83310.0	248.0	2971.0	2675.0	7716.0	20782.0	1193.0	7631.0	8541.0	802.0	6654.0	2964.0	7127.0	8618.0	37184.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales	2466.0	464.0	0.0	381.0	565.0	0.0	358.0	24.0	10297.0	0.0	39.0	411.0	98.0	245.0	479.0	133.0	6747.0	4.0	6473.0	2562.0	324.0	1481.0	2128.0	0.0	1669.0	4676.0	337.0	27148.0	2472.0	567.0	2898.0	1027.0	1096.0	7344.0	1035.0	0.0	13652.0	5065.0	3530.0	359.0	1744.0	1784.0	1411.0	1682.0	14050.0	9191.0	7193.0	6197.0	1209.0	6611.0	3564.0	404.0	1277.0	258.0	9720.0	419.0	11568.0	7047.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales	9.0	0.0	41.0	0.0	0.0	0.0	55.0	456.0	330.0	0.0	2.0	42.0	1686.0	0.0	9.0	77.0	0.0	19.0	0.0	0.0	4.0	0.0	67.0	0.0	169.0	0.0	20.0	992.0	0.0	0.0	48.0	0.0	0.0	166.0	0.0	0.0	96.0	25.0	23.0	0.0	13.0	0.0	0.0	1076.0	202.0	1040.0	187.0	2554.0	748.0	0.0	11.0	9.0	4.0	17.0	78.0	122.0	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales	131.0	1041.0	0.0	0.0	564.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	107.0	9.0	348.0	0.0	3.0	0.0	0.0	6923.0	8.0	1170.0	2.0	0.0	24.0	0.0	0.0	86.0	2.0	0.0	44.0	105.0	70.0	0.0	7.0	0.0	0.0	3.0	7.0	0.0	76.0	481.0	30.0	61.0	0.0	0.0	75.0	0.0	51.0	14.0	73.0	12.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__OM182_clade	0.0	19.0	0.0	0.0	102.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	219.0	0.0	399.0	14.0	0.0	10.0	0.0	18.0	18.0	16.0	0.0	32.0	11.0	0.0	0.0	0.0	0.0	0.0	8.0	194.0	0.0	371.0	47.0	0.0	37.0	0.0	0.0	44.0	0.0	0.0	0.0	92.0	0.0
d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B);o__SAR324_clade(Marine_group_B)	0.0	170.0	0.0	0.0	68.0	0.0	0.0	0.0	369.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	2.0	0.0	229.0	12.0	0.0	0.0	30.0	0.0	24.0	13.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	2.0	22.0	0.0	43.0	100.0	5.0	6.0	56.0	0.0	0.0	63.0	0.0	0.0	13.0	3.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales	0.0	6.0	0.0	0.0	25.0	0.0	0.0	0.0	179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	47.0	37.0	29.0	335.0	417.0	288.0	123.0	29.0	0.0	348.0	0.0	0.0	0.0	75.0	0.0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__JGI_0000069-P22	299.0	68.0	0.0	0.0	113.0	4.0	4.0	0.0	79.0	0.0	0.0	6.0	6.0	0.0	18.0	110.0	385.0	0.0	178.0	1088.0	521.0	269.0	108.0	0.0	200.0	582.0	0.0	1376.0	44.0	8.0	50.0	13.0	407.0	600.0	134.0	0.0	327.0	73.0	174.0	21.0	5.0	35.0	713.0	7.0	3.0	18.0	153.0	136.0	176.0	26.0	70.0	34.0	36.0	18.0	23.0	24.0	249.0	26555.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	14.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	141.0	0.0	7.0	0.0	0.0	0.0	438.0	0.0	334.0	809.0	1337.0	2888.0	455.0	13.0	182.0	566.0	124.0	5.0	14254.0	410.0	10.0
