taxon	lfc_(Intercept)	lfc_SampleSiteCLOACA	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	se_(Intercept)	se_SampleSiteCLOACA	se_SampleSiteORAL	se_SampleSiteTANK WATER	W_(Intercept)	W_SampleSiteCLOACA	W_SampleSiteORAL	W_SampleSiteTANK WATER	p_(Intercept)	p_SampleSiteCLOACA	p_SampleSiteORAL	p_SampleSiteTANK WATER	q_(Intercept)	q_SampleSiteCLOACA	q_SampleSiteORAL	q_SampleSiteTANK WATER	diff_(Intercept)	diff_SampleSiteCLOACA	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales	-1.157279930659748	0.7794139765307442	1.0242727502450353	3.557305305751981	0.5687384119976204	0.7656916902116817	0.793316926286316	0.9678034555684517	-2.0348193585078094	1.0179214251564737	1.2911268073402546	3.6756484855311373	0.04186905247544243	0.30871529880626947	0.19665970981624017	2.3724600296779426e-4	1	1	1	0.08635754508027711	FALSE	FALSE	FALSE	FALSE	0.41608708871353484	0.18508616551229265	0.14778854688580315	0	0	0.18508616551229265	0.14778854688580312	0	0.04237665168445108	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__PS1_clade;g__PS1_clade	-0.33742775956124005	-0.30134506951904433	0.6445511799629664	0.9396229402201813	0.5977240913096835	0.8044268356636941	0.8336498137958808	1.0169231249465491	-0.5645209294172773	-0.37460842448203374	0.7731677849577074	0.9239862062037081	0.5723996605314076	0.7079517067315333	0.43942308889451026	0.355493497568938	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.11714287158248946	0.10837226516562636	0.06047298343045489	0.07016439200899752	0.04413070965178193	0.10837226516562637	0.06047298343045488	0.0701643920089975	0.08924467509538347	0.05398347632265326	0.010282481577721879	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11;f__BD7-11;g__BD7-11	0.8426511529784871	-1.5103274106775135	-1.3899941547039274	-0.6755254461076863	0.4625402154622238	0.6237746031193284	0.6455451602279042	0.7878390546051025	1.8217900299467202	-2.4212710859415787	-2.1532097835156905	-0.8574409229386166	0.06848685111633548	0.015466338704782586	0.03130219512716518	0.3912012510597629	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0	0	0	0.2433734695243075	0	0	0	0.2433734695243075	0.13136182368377744	0.5873955752305199	0.3121783163935401	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__uncultured	1.2826780287418895	-2.9885290377567726	-0.9610464433749327	-1.2128868537370998	0.5557070273223034	0.7482774680540584	0.7751841767081464	0.945720465101513	2.308191125317463	-3.9938781606355547	-1.2397652999782045	-1.2825003777484179	0.020988508560725955	6.500127447132299e-5	0.21506221634935657	0.19966717252386532	1	0.0234654600841476	1	1	FALSE	TRUE	FALSE	FALSE	0	0	0.16846599580925106	0.12299043449585118	0	0	0.1684659958092511	0.12299043449585119	0	0	0.012770826199313587	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella	0.7909282383032967	-1.54516754082721	-0.8098003575587801	-1.3781765998973194	0.6456358507551964	0.868456839613361	0.9003188981411743	1.0981173557870931	1.2250376700397798	-1.7792105149579136	-0.8994594684513659	-1.2550358052664503	0.22056102765803937	0.07520525512032704	0.36840797560420435	0.20946576231457514	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.037447452793873764	0	0.06551923266423441	0.057916341483497696	0.05666081686461356	0	0.06551923266423437	0.0579163414834977	0.13150378861508313	0.059713192024488056	0.006687545383835978	FALSE	FALSE	FALSE	FALSE
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales	-0.8302674068878813	0.7214729898274503	0.23714695621678805	2.8983259398827617	0.34438611722706247	0.46574680519467887	0.4810913292359197	0.5875191807617725	-2.410862010272223	1.5490669646695263	0.4929354195458694	4.933159690420347	0.015914868480251237	0.12136562326029418	0.6220582194612683	8.090995168105652e-7	1	1	1	3.042214183207725e-4	FALSE	FALSE	FALSE	TRUE	0.8026143941006297	0.5915625692269082	0.10218896601648043	0	0	0.5915625692269082	0.10218896601648043	0	0.3422383378573033	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured	-1.3293168316900255	1.6647596664753166	1.827827527168968	1.0947672707552654	0.7845303332787689	1.0541013653891556	1.0935983950859771	1.3335135118860129	-1.6944110065629245	1.579316488088142	1.671388267742718	0.8209645129181449	0.09018720946661646	0.11426348180625048	0.09464501176667581	0.4116664821350876	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.37358808906066243	0.4248093377086396	0.36339043145923416	0.005317312278942382	0.29529329286731437	0.4248093377086396	0.3633904314592341	0.005317312278942373	0.03988496625498207	0.1391260213446914	0.16076211984906089	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Guggenheimella	-2.1702620049593437	3.593328773164133	2.941887667271635	0.3831478683665449	0.6243352741620076	0.8399899335623798	0.8706790335615663	1.0620197304766539	-3.476116270816674	4.277823613819871	3.3788428960298518	0.36077283441295493	5.087316761504372e-4	1.88729470945618e-5	7.279159282066014e-4	0.7182692720452983	0.18670452514721045	0.0068697527424204955	0.2642334819389963	1	FALSE	TRUE	FALSE	FALSE	0	0	0	0.05130039173749845	0	0	0	0.05130039173749845	0.23785882441698478	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__	1.0529591623777221	-2.6965967777515116	-0.864219611456645	-0.4344178539459539	0.5445479693110645	0.7333654042196087	0.7596567486673942	0.9268104018553728	1.9336389477494051	-3.677016617140569	-1.137644881023801	-0.46872354159631463	0.05315753508625033	2.3597767381225044e-4	0.2552687978072852	0.6392672574693778	1	0.08212023048666316	1	1	FALSE	FALSE	FALSE	FALSE	0	0	0.0248740949803841	0.057514989275009316	0	0	0.024874094980384124	0.05751498927500933	0	0	0.05809497998731403	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula	1.95900420877142	-3.5430089335659116	-2.2347136203272644	-2.2520275524998232	0.5755810169131109	0.7748357370195758	0.8028382147031524	0.979398989317552	3.403524701488112	-4.572593601831248	-2.78351675269163	-2.2993974642234853	6.652239813095715e-4	4.8172391128725445e-6	0.005377308541510861	0.021482379813038154	0.24214152919668402	0.0017823784717628415	1	1	FALSE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	0	0.5308416622381857	0.030773621991237496	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__uncultured	-0.4984188154655155	1.6544918153623602	-0.6091805027122406	-0.030841140716746134	0.8017921002856462	1.0771756250551927	1.1176199439623047	1.3627701945998274	-0.6216309879929585	1.5359536336310866	-0.5450694630166578	-0.022631211659132688	0.5341845399707894	0.12454975253318787	0.5857057440828507	0.9819444468954162	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.16162845553437655	0.3864441104864885	0.13290913494074963	0.004683415764454296	0.2848861412636817	0.3864441104864886	0.1329091349407496	0.004683415764454296	0.2813905722295375	0.27833699508416426	0.09580724640793896	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20	-0.5991225426133117	0.5048313510536732	0.2621263697200584	1.6870907389733123	0.39413591125934805	0.532331779258892	0.5503518281627361	0.67189832575734465	-1.520091231217647	0.9483396834892993	0.4762887235155128	2.510931601253317	0.12848804815197518	0.34295655480567355	0.6338686979253633	0.012041302542275634	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.5435056560960901	0.38414902937306766	0.10113741154867441	0	0.5425123259318971	0.38414902937306766	0.10113741154867441	0	0.18717833076728907	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Lentimonas	1.6961833515304034	-2.5237504982490835	-2.4994846089137317	-2.23777314420699	0.48292975097770313	0.6510233715714793	0.6739170845936736	0.8223923131700422	3.5122776099348583	-3.8765897023897975	-3.708890405146431	-2.7210530891043194	4.442836569553761e-4	1.0593076703934076e-4	2.08169500688064e-4	0.006507430974239019	0.1634963857595784	0.03771135306600531	0.07660637625320756	1	FALSE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.14302225365496526	0.13701661688400846	0.009538010780748452	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum	-0.9268307689470001	0.9556875104385076	1.34971084076445	0.8170230592647848	0.5618805260693831	0.7565272751008334	0.7837743929850108	0.9561820640457562	-1.649515735009744	1.263255855925524	1.7220654984964052	0.8544639038802214	0.09904202229033804	0.2064972451522093	0.0850576541522501	0.39284800125238983	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.22014002677259265	0.22067171458748328	0.17105805501063398	0.05727788365698415	0.143853795922793	0.22067171458748328	0.17105805501063398	0.057277883656984135	0.06044421247716052	0.04381462925782659	0.03176929629892669	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__P3OB-42	0.4218959291355414	-1.247852340235843	0.1875902346384824	-1.4035971442301178	0.5830674215608264	0.7848401857601284	0.8132553550929355	0.9920855590300129	0.7235800072762746	-1.5899445044691247	0.23066584617453317	-1.4147944514003914	0.4693236191174149	0.11184731475039124	0.8175744088262894	0.15712877143467477	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.8674064670255163	0	0.40945216438695875	0.5287345111568525	0	0	0.40945216438695875	0.5287345111568527	0	0.06074956142122798	0.20815817084584268	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__uncultured	-0.87113201431267	1.1971737297554816	1.6356715926260068	-0.7322441864350357	0.6949457675234831	0.9343597278601464	0.9689350184465132	1.1816841031023018	-1.253525174226251	1.2812771077979004	1.6881127851571178	-0.6196615360337494	0.21001464332447356	0.2000963506960605	0.0913895806569042	0.5354806441339011	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.2651178651081111	0.3044796215380659	0.18881540691860468	0.16211552037318205	0.10015543727208027	0.3044796215380659	0.18881540691860466	0.16211552037318205	0.12867433290309221	0.08933598948850663	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda	0.3349628360500123	-1.3276335605273868	0.7716438551122606	-1.7519590621151688	0.7394265144951986	0.9938123229183663	1.0308325590206595	1.2570695201543616	0.45300355002645415	-1.3358996763380255	0.7485637200336002	-1.3936851017595568	0.6505461852262799	0.18158206676897534	0.4541202058576356	0.16341271707475438	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.15013692827022	0.2695217353239457	0.1025685480374013	0.050967344360582076	0	0.2695217353239457	0.10256854803740127	0.05096734436058207	0	0.07719122097469713	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.48955053959916345	-0.10306367565281598	-1.2810694463920589	-1.6756467864149882	0.8299131914279365	1.114766874915922	1.1567537331334103	1.4104329085810214	0.5898816221451426	-0.09245311999478746	-1.1074694722807616	-1.1880372162478736	0.555270015917254	0.9263380364544793	0.26809100392426166	0.2348187476841277	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.018622007152652022	0.0017876411364705369	0.13781683961556304	0.18404513876462003	0.02132282321711155	0.0017876411364705386	0.13781683961556307	0.18404513876462003	0.14249270927518592	0.1898322730380286	0.10562266390957845	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Aureispira	0.6678382420021706	-1.3489095315542519	-0.12284257623157026	-2.3258024613918513	0.6978510358235569	0.9382427726517942	0.9729778291986292	1.186607835580404	0.9569925495833544	-1.4376977589092141	-0.12625423986561618	-1.960043067012308	0.3385710155280112	0.15051982926166244	0.8995306776188612	0.049990756755151626	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.1779035424318586	0.22031025433615617	0.07150879107524372	0	0	0.22031025433615614	0.07150879107524372	0	0.05419726689223509	0.07919372298031707	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage	1.5810397617458236	-2.8147673266465416	-1.7393925403812007	-2.2320012878898856	0.5273328811362428	0.7103606601110125	0.7357026114990377	0.8976379113199272	2.9981816387765567	-3.962448210753479	-2.364260386186594	-2.486527429092038	0.002715957497878584	7.418510274727939e-5	0.018066109832488603	0.012899662509353415	0.9668808692447759	0.0266324518862733	1	1	FALSE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	0	0.33624021076801025	0.09548447925765598	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Marinobacterium	-0.30416551522500485	-0.9776619301211003	-0.3118290078184736	4.217484588275241	0.7993755847092412	1.0739453749833832	1.114257100282631	1.3586744611519173	-0.3805038845859168	-0.9103460500830662	-0.279853731907455	3.104117070618634	0.7035714135372128	0.36264003998136946	0.7795897259072825	0.0019084779819856766	1	1	1	0.6736927276409438	FALSE	FALSE	FALSE	FALSE	0.09876971302478439	0.1641571678695959	0.1219267993781901	0	0	0.1641571678695959	0.12192679937819013	0	0.011225330488898125	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Colwellia	0.16670059338475413	-1.593399516413467	-0.7404248076599018	3.123273667981721	0.8217930705107255	1.1039120631668344	1.1454535900498675	1.3966699433521153	0.20284984063099187	-1.4434116353819175	-0.646403149015987	2.2362288834580517	0.8392524004790929	0.14890454835513633	0.518018301571914	0.02533678214149027	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.00594101601979116	0.10819310094620371	0.00633851726813056	0	0	0.10819310094620369	0.006338517268130566	0	0.07140659699755467	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.29036353412078375	-0.9780826951446879	0.8581038248478722	-2.4317173678833974	0.7131832075161284	0.9587352935824851	0.994313321847791	1.212592373465519	0.40713736815545715	-1.0201801286462584	0.8630114934527955	-2.0053873181914295	0.6839070992072092	0.3076430400783899	0.3881311477222098	0.04492165641089021	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.2822518967918374	0.4315739150526619	0.18752077286152694	0	0	0.43157391505266185	0.18752077286152694	0	0	0.09294335736436375	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula	1.4633729884762765	-2.7628341921967525	-1.667575437332397	-1.6458925821015251	0.5409162136209391	0.7285122351715271	0.7546032968277728	0.9206560651075948	2.7053598165977193	-3.7924334812938967	-2.2098703309972376	-1.787738814178315	0.0068230439471399125	1.4917821717449058e-4	0.02711416285469003	0.07381815646105701	1	0.05265991066259517	1	1	FALSE	FALSE	FALSE	FALSE	0	0	0	0.4261545549163123	0	0	0	0.4261545549163122	0	0.5483368647137125	0.17425594668883293	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maritimimonas	-2.705459079243143	3.586989923856691	4.417845536123209	1.3264656863261135	0.7586447132985878	1.0195003262174662	1.0575761822268714	1.2896410809892576	-3.566174036170113	3.5183803590971703	4.177330778025683	1.028554150359888	3.6223086524509964e-4	4.341895481371886e-4	2.9494994647141417e-5	0.3036892325976854	0.13366318927544177	0.14892701501105568	0.010942643014089466	1	FALSE	FALSE	TRUE	FALSE	0	0	0	0.014178083533908904	0	0	0	0.014178083533908894	0.021984518174573763	0.15570996238313503	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured;g__uncultured	0.4462315206022711	-1.5989968685231342	-0.5533522004191747	0.7358229424337245	0.5710052301207685	0.7687209239152493	0.7964711365539932	0.9716448195729043	0.781484121446475	-2.0800746002582104	-0.6947548693519575	0.7572962131956433	0.4345178121118598	0.03751869090446121	0.48720893548237243	0.4488724190955438	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.14353326701965954	0	0.03468490328486338	0.05508530454808497	0	0	0.03468490328486337	0.05508530454808497	0.3860159551742376	0	0.11545983922700341	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage;g__Pla3_lineage	-0.5196484778285907	0.12477462110369579	0.6986549388067194	1.1404813647419612	0.49998889111348843	0.6738203623826766	0.6976544402835244	0.8513009843443327	-1.0393200470340849	0.18517490427639183	1.0014340889492344	1.339692289467225	0.29865591443388506	0.853091852162392	0.31661699041828273	0.1803454053602704	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.3460235342331056	0.12422698450579343	0.2614664253795708	0.13623598102556309	0.018146836999753325	0.12422698450579342	0.2614664253795708	0.1362359810255631	0.057161297624930406	0.22354605358080396	0.10395223646962083	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Oceanicaulis	2.0362535230283623	-2.839864404136233	-2.9935123120173506	-2.9644559548779745	0.4695059575582014	0.6330838834509152	0.6552380183291681	0.7996437338368185	4.337013173631438	-4.485763227230244	-4.568587640336702	-3.707220890300785	1.444319712297676e-5	7.265338816874208e-6	4.910217476554815e-6	2.0954616049627975e-4	0.005387312526870332	0.002680910023426583	0.001836421336231501	0.07669389474163839	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0	0.07763856985218942	0.0448675547780993	0.007635699974504722	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio	0.4311495323305008	-0.6870289320259383	-0.5624727731256772	-1.3025153463637755	0.627091890797697	0.8436739357904192	0.8745148643559011	1.066691276263733	0.6875380445153799	-0.8143299240153441	-0.6431826330818865	-1.2210799650729836	0.49174373504292335	0.41545597143060703	0.5201056008802484	0.2220557445796228	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.010743607897796518	0.029409237783203777	0.021926417001392487	0.1438900965045754	0.07516817213157952	0.029409237783203816	0.02192641700139248	0.1438900965045754	0.002792144344562862	0.13485044986746916	0.13487129033091547	FALSE	FALSE	FALSE	FALSE
