taxon	lfc_(Intercept)	lfc_SampleSiteCLOACA	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	se_(Intercept)	se_SampleSiteCLOACA	se_SampleSiteORAL	se_SampleSiteTANK WATER	W_(Intercept)	W_SampleSiteCLOACA	W_SampleSiteORAL	W_SampleSiteTANK WATER	p_(Intercept)	p_SampleSiteCLOACA	p_SampleSiteORAL	p_SampleSiteTANK WATER	q_(Intercept)	q_SampleSiteCLOACA	q_SampleSiteORAL	q_SampleSiteTANK WATER	diff_(Intercept)	diff_SampleSiteCLOACA	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)	ASVno	Taxon
851b96aac9961b613b783db1e40af550	-0.26464642100824776	-0.11635187515553949	-0.11925448688594169	1.326627229352325	0.4631590061387971	0.6238311291250365	0.6513058999791742	0.7815950267591799	-0.5713943105943617	-0.18651181341131617	-0.18310057822254475	1.6973332530697856	0.5677323848505287	0.8520434156356318	0.8547191020881931	0.08963367383474295	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.1496431482125576	0.1405628370135263	0.023619299601201776	0	0	0.14056283701352631	0.02361929960120178	0	0.14805855802678344	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV8237	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__uncultured; g__uncultured
6fffcac456aafaa62f4c304f05cd2cc9	0.2484085858365806	-0.28825928438083304	-1.0401886327520944	-0.14287318163030172	0.5415075567288773	0.7285455599923418	0.7602177492865198	0.9145239676938907	0.45873521569515996	-0.39566404657501875	-1.3682772254769546	-0.15622683131047715	0.6464243220146054	0.6923528821775409	0.17122531675794403	0.875854228069407	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.029671202492488613	0.04589817449588747	0.1720917698982974	0.009592041488111073	0.13386973448373085	0.04589817449588748	0.17209176989829741	0.009592041488111071	0.21133413151954952	0.042080076963378135	0.10176890069192224	FALSE	FALSE	FALSE	FALSE	v4ASV3871	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter
8c6e8d6c5fc9e95b91800af87979575d	0.37424674863953217	-0.48039760738320825	-0.9463921436036327	-0.7864643231179839	0.4759169261716967	0.6408829337482186	0.6690415228766029	0.8032400672377101	0.7863699062985523	-0.7495871431208064	-1.4145491890167539	-0.9791149062354211	0.431650808574421	0.453503396568378	0.15720071550826717	0.32752320721674033	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.26069687025988897	0.28737225422630847	0.11281695971057416	0.12742487728053412	0.12015923215227485	0.2873722542263085	0.11281695971057423	0.12742487728053417	0.1472686136145743	0.06496309577354611	0.02821682809742699	FALSE	FALSE	FALSE	FALSE	v4ASV3331	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Balneolales; f__Balneolaceae; g__Balneola
37c03af0c93baa76926221206678ba9e	0.3987324688911164	-0.598612037539204	-1.0726201825230979	-0.4307704454825489	0.584961793026453	0.7866233714196563	0.8206237053432158	0.9882495813928635	0.6816384824522804	-0.7609893874102172	-1.3070792076064726	-0.43589236321801456	0.49546757526331064	0.44666340607229776	0.19118581206454224	0.6629148261720393	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.06532005624300039	0.06977213585449073	0.05470994715566733	0.05113501753668022	0.021471321382918466	0.06977213585449074	0.05470994715566732	0.051135017536680205	0.09500354994285802	0.005044537507739454	0.08364255265591676	FALSE	FALSE	FALSE	FALSE	v4ASV11974	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
940985696ce7245039a2d27a15d92de5	-0.356406526927374	0.2957514434301489	0.25694957724212514	0.2607344873688455	0.387829945064575	0.523125317502208	0.5465495108470705	0.6538127435159748	-0.9189762973770143	0.5653548653356862	0.47013046785805646	0.39879076991786244	0.35810797007210515	0.5718324175352074	0.6382618075771671	0.6900473786603134	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.24137336647437999	0.1875049921374048	0.07130143122412697	0.03569415989733706	0.014158325027792002	0.1875049921374048	0.07130143122412697	0.03569415989733706	0.18391240437336315	0.06242160497104418	0.06250692192641383	FALSE	FALSE	FALSE	FALSE	v4ASV3701	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium
9951b5bc258e29f0dcc98c34aa09ada5	-0.40093523646878976	-0.1418310008414514	0.7882759876789679	0.5601731158154744	0.581503284168778	0.7820008979237828	0.8158158930951049	0.9823818548490082	-0.689480605499763	-0.1813693580378406	0.9662424995035902	0.5702193226091017	0.4905208740165005	0.8560776687295604	0.3339228511480931	0.5685289521333265	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.07775798631470043	0.04895860312475492	0.033801044792855235	0.013583429708548197	0.032923892198626625	0.04895860312475492	0.03380104479285525	0.013583429708548202	0.051287352032755376	0.0756231053000779	0.02683322637688944	FALSE	FALSE	FALSE	FALSE	v4ASV3873	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter
1887d8f00f6483a3b62cb85637256b76	2.129400373171105	-2.945132115904222	-3.0445326466871068	-3.461302637067525	0.6314272918821355	0.8487285648258325	0.8852198614182256	1.0670817079043133	3.372360366027046	-3.4700518374901077	-3.4392954557180966	-3.243709091279732	7.452686576037044e-4	5.203579271560234e-4	5.832303329180559e-4	0.0011798417908897255	0.3361161645792707	0.23207963551158645	0.25720457681686265	0.5297489641094868	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.03823657612349678	0.03282912812233955	0.039342445332930395	FALSE	FALSE	FALSE	FALSE	v4ASV9910	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
e32dc0f33d7ece4c762b45fdad7379f8	-0.7755953222805849	0.15590693975391465	0.04202069903677396	4.061841706321383	0.5763729571269014	0.7751439827655775	0.808684063228934	0.9736776858736236	-1.3456483561386456	0.20113287753027004	0.05196182408862202	4.171649166096409	0.17841594888386625	0.8405946747146759	0.9585591122618546	3.0240299265532062e-5	1	1	1	0.013668615268020491	FALSE	FALSE	FALSE	TRUE	0.10959768129990667	0.04246238018782991	0.03555145631303423	0	0	0.04246238018782991	0.03555145631303423	0	0.04500789312995111	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV2817	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS3a_marine_group
5eae3d31c7bece1e3c6cadbdd98a7cf7	-0.3718358130435471	0.27494713334382864	-0.33742999296663606	1.6107661885836346	0.4286005335005116	0.5776376613674044	0.6032580217499656	0.7229665623198491	-0.8675579799368199	0.47598546932165753	-0.5593460522709665	2.2279954185087365	0.385636358298062	0.6340847299706575	0.575925571588724	0.025880820517209226	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.040947020174217724	0.03811177669024084	0.15010168668914317	0	0.3520741357038423	0.038111776690240844	0.15010168668914317	0	0.27152425407209907	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV11573	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__uncultured; s__uncultured_gamma
064751e4771c70f44872a7c4adf25553	0.31157213062926054	-0.5525334259789728	-1.001081015104953	-0.051373030375931	0.418287562555361	0.5638508248643284	0.5889168312504958	0.7054721346991294	0.7448754362329946	-0.9799283810783133	-1.699868236027955	-0.07282077894946287	0.4563470259217672	0.32712147235516986	0.08915571285308159	0.9419487356433195	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.11377596732169454	0.14604989278313363	0.14757349739785666	0.0020836815769579124	0.06729607136416581	0.1460498927831336	0.14757349739785666	0.0020836815769579124	0.20341667580585107	0.09834941245894176	0.11033285933119504	FALSE	FALSE	FALSE	FALSE	v4ASV8243	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__uncultured; g__uncultured; s__uncultured_Alphaproteobacteria
c73c24dddb42bc78363601143ff4d014	0.3388957216766575	-0.5491449736907522	-1.185952844950045	0.11222702003609877	0.5353476389170194	0.7203127911599916	0.7516550228337927	0.9040727634141159	0.6330386034058654	-0.7623701542303716	-1.5777887580381205	0.12413494198441251	0.5267084342029882	0.44583911404600135	0.11461414734419256	0.9012084324105367	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.0023727269019854194	0.009960716262174544	0.15574150302452272	0.01890771475454672	0.10642491409159488	0.009960716262174553	0.15574150302452272	0.018907714754546716	0.10791638400254806	0.022543691249301365	0.08380054368913657	FALSE	FALSE	FALSE	FALSE	v4ASV10329	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alteromonas
b0de5c36410c9d1245a6160ec5cd5cb5	-0.42894552086903887	-0.6124483976326909	0.9567309453539093	1.544054079746594	0.6617619010605189	0.8892752644172239	0.9273937707534436	1.1185449442989033	-0.6481870899210489	-0.6887050861962879	1.0316340000608708	1.380413087213404	0.5168639509045654	0.4910088748105747	0.30224360642236514	0.1674594929416397	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.11390628148607003	0.11079121761418859	0.03482024262093746	0.16507987531129667	0.001687946378186138	0.11079121761418859	0.034820242620937455	0.16507987531129664	0	0	0.08257709784162387	FALSE	FALSE	FALSE	FALSE	v4ASV8943	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
b8a39d3bdf7810e7198618334b7b8928	0.18628130700165021	-0.7706835577568051	-0.28397348730159977	-0.059123051710111875	0.47999885014911814	0.6463386013005148	0.6747159271754559	0.8101655263007091	0.3880869859246109	-1.1923836147277798	-0.42087858884610874	-0.07297650886242124	0.697951662418447	0.233110862065298	0.6738437407645984	0.9418248108693731	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.0636399813266455	0.1351680651307785	0.06056476853188374	0.01911372467517528	0.15808803078352845	0.13516806513077853	0.06056476853188374	0.01911372467517528	0.21026524116922146	0.17134053353111975	0.005652643798275311	FALSE	FALSE	FALSE	FALSE	v4ASV12319	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio
8b1b6282cc81905720689ecc2da397d1	0.03212656199321644	-0.5040329094389887	-0.5070825174599033	0.8714216201628255	0.5162162364318427	0.6947436365584373	0.7250611321381466	0.8716134490237075	0.0622346988062205	-0.7254948198386165	-0.6993651914074582	0.9997799152123032	0.9503759303835755	0.46814852166529736	0.4843238354753605	0.3174170277343951	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.01057282025632726	0.034572400479240706	0.13300232547715204	0.10485566185635681	0.006942286751142028	0.034572400479240706	0.13300232547715204	0.10485566185635682	0.07371271386598914	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV1837	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Reichenbachiella
c756079b8903f825e887bec98b67fccc	-0.10675671860765244	-0.09217800070144923	0.06115313316701251	-0.23630130498636417	0.42512331414469035	0.5729892788886346	0.5984227931766428	0.717067870200156	-0.2511194165449084	-0.16087212116819521	0.10219051457313273	-0.32953826939757475	0.801721784561754	0.8721941203626816	0.9186054566142842	0.741748872955527	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.06701271232690979	0.13735750939412825	0.10525936201035987	0.008780898173100774	0.11139893806330073	0.13735750939412825	0.10525936201035987	0.008780898173100769	0.3195252023175265	0.06088259757110914	0.12172351363120175	FALSE	FALSE	FALSE	FALSE	v4ASV5225	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Defluviitaleaceae; g__Defluviitalea
5ddeda7d4f5b15c4341707982e05c41d	-1.227151262723959	2.23921069393693	0.8898633090790719	0.6920906382665841	0.5535440121686199	0.7446324329409303	0.7769493974354099	0.9349455107110207	-2.216899172870369	3.0071355945283686	1.145329814292119	0.7402470308031674	0.02662998230476873	0.002637221005484653	0.25207256009213497	0.4591501150338227	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0	0	0.04167315860547762	0.015003653008680833	0	0	0.04167315860547762	0.01500365300868088	0.2467258923331699	0.2508378283982163	0.02651661288495403	FALSE	FALSE	FALSE	FALSE	v4ASV1077	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae
25e80de91eb3985303eb47c7c5c7d65f	-0.1492757534893866	-0.14554377221785922	-0.07755152748648389	0.47611472656467474	0.44773277444647197	0.6032121221627751	0.6298595956999384	0.7554236614580012	-0.33340367739202226	-0.24128124563548584	-0.12312510282597806	0.6302618660974322	0.7388295876501989	0.8093371453815572	0.9020080333378709	0.5285232682931147	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.07080862032360129	0.05663930381990014	0.04349068134350237	0.007889662643067357	0.0368351688675583	0.05663930381990016	0.04349068134350237	0.00788966264306735	0.14411012584595345	0.08395640669006212	0.0888262444283354	FALSE	FALSE	FALSE	FALSE	v4ASV11932	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__OM182_clade; f__OM182_clade; g__OM182_clade; s__uncultured_bacterium
c6afe2c5078986eab4dcd6503f7561b9	-0.24335729914925772	0.18484084841003098	0.07070791303594165	0.07702357756265009	0.3890709312113117	0.5247849960387234	0.5482762657650359	0.655917296441761	-0.62548311792814415	0.35222205246963983	0.12896402315952807	0.11742879472837477	0.5316540250815502	0.7246717398375224	0.8973861164085261	0.9065202670264233	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.19893706927894428	0.14757716759521325	0.04323098165476203	0.031726339202436414	0.01058177498038968	0.14757716759521325	0.043230981654762024	0.03172633920243641	0.12107861404456	0.06013296749293375	0.05828313646349467	FALSE	FALSE	FALSE	FALSE	v4ASV2236	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_bacterium
1670878ddf07b15c466e1ee6d3ea0d99	0.1249767075941753	-0.17983507688773007	-0.6884501149600301	-0.20897659275311242	0.32432272642747617	0.4381068279895427	0.4580520660937051	0.5461881320261457	0.38534674696046045	-0.41048225089982526	-1.5029953272150327	-0.3826091789616345	0.6999805315173224	0.6814522209559275	0.13284024897313193	0.7020095634070771	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.14744001044509003	0.1864071837752606	0.5379825332111359	0.010047505153379653	0.4971563057318502	0.1864071837752606	0.5379825332111359	0.010047505153379656	0.6783417097343122	0.07907506528901069	0.3069624609416262	FALSE	FALSE	FALSE	FALSE	v4ASV9428	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__uncultured; g__uncultured; s__uncultured_bacterium
60f5ba1c6f42a82c91bd3915fce63f1a	0.4763792681859236	-0.9054302147242042	-1.0788059261985563	-0.2526450822046079	0.4779487892557382	0.6435986112658921	0.6718660838792124	0.8066873552409113	0.9967161312987973	-1.4068243760553123	-1.6056859426059422	-0.313188350558882	0.31890231739829444	0.15947947251109024	0.10834293149279266	0.7541375684633458	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.045373850658130946	0.016158043240967382	0.2589207246750752	0.09276739288770486	0.0447393694817234	0.01615804324096736	0.25892072467507526	0.09276739288770486	0.09522114666051595	0.21620263316264948	0.04576512167632094	FALSE	FALSE	FALSE	FALSE	v4ASV2685	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Hyunsoonleella
08df6a780374fd8a03bf4bf2a50d3daa	-0.2690931144035037	0.32170963391342355	0.2929006738934436	-0.5058406491296282	0.6129742405695792	0.8240640582596969	0.8595658939692842	1.0357751057903517	-0.43899579557121493	0.39039396353825623	0.34075418295262205	-0.4883691897032463	0.660664582810075	0.6962452508611019	0.7332886449768258	0.6252883612393287	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.0997494636348562	0.1053498898805776	0.012913115542763396	0.030481677474668293	0.012403008246070605	0.10534988988057761	0.012913115542763401	0.03048167747466829	0.11609071151708529	0.11235457439549418	0.02182802339027961	FALSE	FALSE	FALSE	FALSE	v4ASV9363	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Candidatus_Riegeria; s__uncultured_bacterium
246494cf519eaeac540564b14efd4413	0.12512946315834958	-0.43796269176712843	-0.15528585736617792	-0.6633595004425087	0.455655001155806	0.6138012628739803	0.6408736745575963	0.7688639923222419	0.27461448429392527	-0.713525237332473	-0.24230337979380076	-0.8627787320861883	0.7836124371709565	0.47552080201568864	0.80854509509918715	0.3882591346855777	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.03658300887181408	0.05089330858638842	0.08074029364031486	0.06087504540199159	0.04955418236563761	0.050893308586388415	0.08074029364031486	0.06087504540199158	0.18376778926927193	0.06619692633381448	0.05415724509507104	FALSE	FALSE	FALSE	FALSE	v4ASV492	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__Ilumatobacter
27e4af228236dc113c35382f607c11e6	-0.5139001196232539	0.5642351820720778	0.5705570819515127	0.13769914572061753	0.4413620239484867	0.5946964906055697	0.6210021063438768	0.7446156840760777	-1.164350559719278	0.9487783953416747	0.9187683521890819	0.18492646430282383	0.2442819747584662	0.3427333322356057	0.35821674925667923	0.8532867134633393	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.23610255633936522	0.3031909190452522	0.10130756577084035	0.03175606442545329	0.037604305126453935	0.3031909190452522	0.10130756577084035	0.03175606442545329	0.345803759831725	0.1652970402795752	0.11917671857597523	FALSE	FALSE	FALSE	FALSE	v4ASV7494	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
4f9f135ab74f33616a881fb0873976b8	-0.23364837104701805	0.22313218699657958	-0.3188915391710842	0.6948908240924121	0.4187151710518501	0.564422492994956	0.5895114968402815	0.7061974896175855	-0.5580126711436616	0.39532830417970893	-0.540942018739768	0.983989371682281	0.5768357316522875	0.6926006133599341	0.5885475476963757	0.3251207387011379	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.11886435370765577	0.11212276775317172	0.031957885138302215	0.06585460242104715	0.019422183882801685	0.11212276775317173	0.031957885138302215	0.06585460242104711	0.21732987987138372	0.2072852712097343	0	FALSE	FALSE	FALSE	FALSE	v4ASV9177	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Litoreibacter; s__Litoreibacter_arenae
