taxon	lfc_SampleSiteCLOACA	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	lfc_SampleSiteORAL_SampleSiteCLOACA	lfc_SampleSiteTANK WATER_SampleSiteCLOACA	lfc_SampleSiteTANK WATER_SampleSiteORAL	se_SampleSiteCLOACA	se_SampleSiteORAL	se_SampleSiteTANK WATER	se_SampleSiteORAL_SampleSiteCLOACA	se_SampleSiteTANK WATER_SampleSiteCLOACA	se_SampleSiteTANK WATER_SampleSiteORAL	W_SampleSiteCLOACA	W_SampleSiteORAL	W_SampleSiteTANK WATER	W_SampleSiteORAL_SampleSiteCLOACA	W_SampleSiteTANK WATER_SampleSiteCLOACA	W_SampleSiteTANK WATER_SampleSiteORAL	p_SampleSiteCLOACA	p_SampleSiteORAL	p_SampleSiteTANK WATER	p_SampleSiteORAL_SampleSiteCLOACA	p_SampleSiteTANK WATER_SampleSiteCLOACA	p_SampleSiteTANK WATER_SampleSiteORAL	q_SampleSiteCLOACA	q_SampleSiteORAL	q_SampleSiteTANK WATER	q_SampleSiteORAL_SampleSiteCLOACA	q_SampleSiteTANK WATER_SampleSiteCLOACA	q_SampleSiteTANK WATER_SampleSiteORAL	diff_SampleSiteCLOACA	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	diff_SampleSiteORAL_SampleSiteCLOACA	diff_SampleSiteTANK WATER_SampleSiteCLOACA	diff_SampleSiteTANK WATER_SampleSiteORAL	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)	ASVno	Taxon
1887d8f00f6483a3b62cb85637256b76	-2.945132115904222	-3.0445326466871068	-3.461302637067525	-0.09940053078288491	-0.516170521163303	-0.41676999038041807	0.8487285648258325	0.8852198614182256	1.0670817079043133	0.9366272055000091	1.110098955218606	1.1382415019122374	-3.4700518374901077	-3.4392954557180966	-3.243709091279732	-0.10612603413523626	-0.46497703536857776	-0.36615251656194886	5.203579271560234e-4	5.832303329180559e-4	0.0011798417908897255	0.9154823555307657	0.6419479021743519	0.7142512717701842	0.07874749964294489	0.08767896004868107	0.17618970743953236	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.03823657612349678	0.03282912812233955	0.039342445332930395	FALSE	FALSE	FALSE	FALSE	v4ASV9910	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
e32dc0f33d7ece4c762b45fdad7379f8	0.15590693975391465	0.04202069903677396	4.061841706321383	-0.11388624071714068	3.9059347665674684	4.019821007284609	0.7751439827655775	0.808684063228934	0.9736776858736236	0.8706035671831804	1.0256845972519208	1.051261439006783	0.20113287753027004	0.05196182408862202	4.171649166096409	-0.13081297275821788	3.808124619432227	3.8238071502769846	0.8405946747146759	0.9585591122618546	3.0240299265532062e-5	0.8959232604079307	1.4002470642617232e-4	1.3140671120408302e-4	1	1	0.004576365288850519	1	0.020910356159641735	0.019754808917680482	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	0.10959768129990667	0.04246238018782991	0.03555145631303423	0	0	0.04246238018782991	0.03555145631303423	0	0.04500789312995111	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV2817	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS3a_marine_group
5eae3d31c7bece1e3c6cadbdd98a7cf7	0.27494713334382864	-0.33742999296663606	1.6107661885836346	-0.6123771263104647	1.335819055239806	1.9481961815502706	0.5776376613674044	0.6032580217499656	0.7229665623198491	0.6990480823017836	0.8046294990843299	0.8232154054513179	0.47598546932165753	-0.5593460522709665	2.2279954185087365	-0.8760157445737724	1.6601666441013794	2.366569149033594	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.040947020174217724	0.03811177669024084	0.15010168668914317	0	0.3520741357038423	0.038111776690240844	0.15010168668914317	0	0.27152425407209907	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV11573	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__uncultured; s__uncultured_gamma
064751e4771c70f44872a7c4adf25553	-0.5525334259789728	-1.001081015104953	-0.051373030375931	-0.44854758912598014	0.5011603956030418	0.949707984729022	0.5638508248643284	0.5889168312504958	0.7054721346991294	0.6874705800173253	0.7896098385254451	0.8076998071846502	-0.9799283810783133	-1.699868236027955	-0.07282077894946287	-0.6524607774701807	0.6346937071338075	1.1758180159029146	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.11377596732169454	0.14604989278313363	0.14757349739785666	0.0020836815769579124	0.06729607136416581	0.1460498927831336	0.14757349739785666	0.0020836815769579124	0.20341667580585107	0.09834941245894176	0.11033285933119504	FALSE	FALSE	FALSE	FALSE	v4ASV8243	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__uncultured; g__uncultured; s__uncultured_Alphaproteobacteria
c73c24dddb42bc78363601143ff4d014	-0.5491449736907522	-1.185952844950045	0.11222702003609877	-0.6368078712592927	0.661371993726851	1.2981798649861438	0.7203127911599916	0.7516550228337927	0.9040727634141159	0.8220512915450346	0.9633953571233496	0.9870488186353289	-0.7623701542303716	-1.5777887580381205	0.12413494198441251	-0.7746571020677075	0.6865011221370992	1.3152134326861133	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0023727269019854194	0.009960716262174544	0.15574150302452272	0.01890771475454672	0.10642491409159488	0.009960716262174553	0.15574150302452272	0.018907714754546716	0.10791638400254806	0.022543691249301365	0.08380054368913657	FALSE	FALSE	FALSE	FALSE	v4ASV10329	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alteromonas
b0de5c36410c9d1245a6160ec5cd5cb5	-0.6124483976326909	0.9567309453539093	1.544054079746594	1.5691793429866001	2.156502477379285	0.5873231343926847	0.8892752644172239	0.9273937707534436	1.1185449442989033	0.9733707827674604	1.1569504168847016	1.1865003064717903	-0.6887050861962879	1.0316340000608708	1.380413087213404	1.6121085312681707	1.8639541037428884	0.4950046208914727	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.11390628148607003	0.11079121761418859	0.03482024262093746	0.16507987531129667	0.001687946378186138	0.11079121761418859	0.034820242620937455	0.16507987531129664	0	0	0.08257709784162387	FALSE	FALSE	FALSE	FALSE	v4ASV8943	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
b8a39d3bdf7810e7198618334b7b8928	-0.7706835577568051	-0.28397348730159977	-0.059123051710111875	0.4867100704552053	0.7115605060466932	0.2248504355914879	0.6463386013005148	0.6747159271754559	0.8101655263007091	0.7576017244461165	0.8803902376251111	0.9014294012060673	-1.1923836147277798	-0.42087858884610874	-0.07297650886242124	0.6424352727167294	0.8082330716957481	0.24943765456357347	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0636399813266455	0.1351680651307785	0.06056476853188374	0.01911372467517528	0.15808803078352845	0.13516806513077853	0.06056476853188374	0.01911372467517528	0.21026524116922146	0.17134053353111975	0.005652643798275311	FALSE	FALSE	FALSE	FALSE	v4ASV12319	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio
8b1b6282cc81905720689ecc2da397d1	-0.5040329094389887	-0.5070825174599033	0.8714216201628255	-0.003049608020914585	1.3754545296018144	1.3785041376227287	0.6947436365584373	0.7250611321381466	0.8716134490237075	0.7996270463293879	0.9345585976293908	0.9573111809657415	-0.7254948198386165	-0.6993651914074582	0.9997799152123032	-0.003813787983927659	1.4717691679160665	1.4399749684654106	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.01057282025632726	0.034572400479240706	0.13300232547715204	0.10485566185635681	0.006942286751142028	0.034572400479240706	0.13300232547715204	0.10485566185635682	0.07371271386598914	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV1837	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Reichenbachiella
c756079b8903f825e887bec98b67fccc	-0.09217800070144923	0.06115313316701251	-0.23630130498636417	0.15333113386846176	-0.14412330428491493	-0.2974544381533767	0.5729892788886346	0.5984227931766428	0.717067870200156	0.6951377501088203	0.7995579920846302	0.8179768385342113	-0.16087212116819521	0.10219051457313273	-0.32953826939757475	0.2205766178638098	-0.18025372232119471	-0.36364652902202665	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.06701271232690979	0.13735750939412825	0.10525936201035987	0.008780898173100774	0.11139893806330073	0.13735750939412825	0.10525936201035987	0.008780898173100769	0.3195252023175265	0.06088259757110914	0.12172351363120175	FALSE	FALSE	FALSE	FALSE	v4ASV5225	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Defluviitaleaceae; g__Defluviitalea
5ddeda7d4f5b15c4341707982e05c41d	2.23921069393693	0.8898633090790719	0.6920906382665841	-1.3493473848578583	-1.547120055670346	-0.19777267081248773	0.7446324329409303	0.7769493974354099	0.9349455107110207	0.8435113288015681	0.990951110620515	1.0154590142530373	3.0071355945283686	1.145329814292119	0.7402470308031674	-1.5996790307190831	-1.5612476126108465	-0.19476184467963736	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.04167315860547762	0.015003653008680833	0	0	0.04167315860547762	0.01500365300868088	0.2467258923331699	0.2508378283982163	0.02651661288495403	FALSE	FALSE	FALSE	FALSE	v4ASV1077	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae
25e80de91eb3985303eb47c7c5c7d65f	-0.14554377221785922	-0.07755152748648389	0.47611472656467474	0.06799224473137533	0.621658498782534	0.5536662540511587	0.6032121221627751	0.6298595956999384	0.7554236614580012	0.7206828364091633	0.832661725246261	0.8521641829255975	-0.24128124563548584	-0.12312510282597806	0.6302618660974322	0.0943441987187456	0.746591899127677	0.6497178186371855	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.07080862032360129	0.05663930381990014	0.04349068134350237	0.007889662643067357	0.0368351688675583	0.05663930381990016	0.04349068134350237	0.00788966264306735	0.14411012584595345	0.08395640669006212	0.0888262444283354	FALSE	FALSE	FALSE	FALSE	v4ASV11932	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__OM182_clade; f__OM182_clade; g__OM182_clade; s__uncultured_bacterium
c6afe2c5078986eab4dcd6503f7561b9	0.18484084841003098	0.07070791303594165	0.07702357756265009	-0.11413293537408933	-0.1078172708473809	0.006315664526708439	0.5247849960387234	0.5482762657650359	0.655917296441761	0.6550093078695957	0.747434164034548	0.7641108565515301	0.35222205246963983	0.12896402315952807	0.11742879472837477	-0.17424628017165797	-0.14424985642266863	0.008265377297754077	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.19893706927894428	0.14757716759521325	0.04323098165476203	0.031726339202436414	0.01058177498038968	0.14757716759521325	0.043230981654762024	0.03172633920243641	0.12107861404456	0.06013296749293375	0.05828313646349467	FALSE	FALSE	FALSE	FALSE	v4ASV2236	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_bacterium
