taxon	lfc_SampleSiteCLOACA	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	lfc_SampleSiteORAL_SampleSiteCLOACA	lfc_SampleSiteTANK WATER_SampleSiteCLOACA	lfc_SampleSiteTANK WATER_SampleSiteORAL	se_SampleSiteCLOACA	se_SampleSiteORAL	se_SampleSiteTANK WATER	se_SampleSiteORAL_SampleSiteCLOACA	se_SampleSiteTANK WATER_SampleSiteCLOACA	se_SampleSiteTANK WATER_SampleSiteORAL	W_SampleSiteCLOACA	W_SampleSiteORAL	W_SampleSiteTANK WATER	W_SampleSiteORAL_SampleSiteCLOACA	W_SampleSiteTANK WATER_SampleSiteCLOACA	W_SampleSiteTANK WATER_SampleSiteORAL	p_SampleSiteCLOACA	p_SampleSiteORAL	p_SampleSiteTANK WATER	p_SampleSiteORAL_SampleSiteCLOACA	p_SampleSiteTANK WATER_SampleSiteCLOACA	p_SampleSiteTANK WATER_SampleSiteORAL	q_SampleSiteCLOACA	q_SampleSiteORAL	q_SampleSiteTANK WATER	q_SampleSiteORAL_SampleSiteCLOACA	q_SampleSiteTANK WATER_SampleSiteCLOACA	q_SampleSiteTANK WATER_SampleSiteORAL	diff_SampleSiteCLOACA	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	diff_SampleSiteORAL_SampleSiteCLOACA	diff_SampleSiteTANK WATER_SampleSiteCLOACA	diff_SampleSiteTANK WATER_SampleSiteORAL	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales	0.7794139765307442	1.0242727502450353	3.557305305751981	0.2448587737142911	2.777891329221237	2.5330325555069457	0.7656916902116817	0.793316926286316	0.9678034555684517	0.8664785447481391	1.02862862666111	1.0493544837946172	1.0179214251564737	1.2911268073402546	3.6756484855311373	0.28259069448218666	2.7005775040873283	2.4138959661630595	0.30871529880626947	0.19665970981624017	2.3724600296779426e-4	0.7774906144293342	0.006921920720815421	0.015782968102194518	1	1	0.007024946581384038	1	0.19803884867475807	0.43577389850994214	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.41608708871353484	0.18508616551229265	0.14778854688580315	0	0	0.18508616551229265	0.14778854688580312	0	0.04237665168445108	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__PS1_clade;g__PS1_clade	-0.30134506951904433	0.6445511799629664	0.9396229402201813	0.9458962494820107	1.2409680097392257	0.29507176025721493	0.8044268356636941	0.8336498137958808	1.0169231249465491	0.9010880155658493	1.0729027177734003	1.0949838902520674	-0.37460842448203374	0.7731677849577074	0.9239862062037081	1.0497268115235374	1.1566454154525883	0.2694758917314197	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.11714287158248946	0.10837226516562636	0.06047298343045489	0.07016439200899752	0.04413070965178193	0.10837226516562637	0.06047298343045488	0.0701643920089975	0.08924467509538347	0.05398347632265326	0.010282481577721879	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11;f__BD7-11;g__BD7-11	-1.5103274106775135	-1.3899941547039274	-0.6755254461076863	0.12033325597358613	0.8348019645698272	0.7144687085962411	0.6237746031193284	0.6455451602279042	0.7878390546051025	0.7422941627972188	0.8688857497911997	0.8846446996321236	-2.4212710859415787	-2.1532097835156905	-0.8574409229386166	0.16210993162081347	0.9607729954950198	0.8076335153461616	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.2433734695243075	0	0	0	0.2433734695243075	0.13136182368377744	0.5873955752305199	0.3121783163935401	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__uncultured	-2.9885290377567726	-0.9610464433749327	-1.2128868537370998	2.0274825943818398	1.7756421840196728	-0.2518404103621671	0.7482774680540584	0.7751841767081464	0.945720465101513	0.8510079860564973	1.0088068609129655	1.0289230395157676	-3.9938781606355547	-1.2397652999782045	-1.2825003777484179	2.382448376045249	1.760140868206155	-0.24476117327559152	6.500127447132299e-5	0.21506221634935657	0.19966717252386532	0.017197943130066826	0.07838392494774556	0.8066413588264787	0.0019247130622677456	1	1	0.4920398534485353	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.16846599580925106	0.12299043449585118	0	0	0.1684659958092511	0.12299043449585119	0	0	0.012770826199313587	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella	-1.54516754082721	-0.8098003575587801	-1.3781765998973194	0.73536718326843	0.16699094092989064	-0.5683762423385393	0.868456839613361	0.9003188981411743	1.0981173557870931	0.9588362547350355	1.1465838705149352	1.1709019635323537	-1.7792105149579136	-0.8994594684513659	-1.2550358052664503	0.7669371904086387	0.14564215076119497	-0.4854174474384459	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.037447452793873764	0	0.06551923266423441	0.057916341483497696	0.05666081686461356	0	0.06551923266423437	0.0579163414834977	0.13150378861508313	0.059713192024488056	0.006687545383835978	FALSE	FALSE	FALSE	FALSE
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales	0.7214729898274503	0.23714695621678805	2.8983259398827617	-0.4843260336106623	2.176852950055311	2.6611789836659736	0.46574680519467887	0.4810913292359197	0.5875191807617725	0.6103665361822099	0.6973358080495144	0.7076764866130592	1.5490669646695263	0.4929354195458694	4.933159690420347	-0.7935003066191667	3.121670972474632	3.760445675399476	0.12136562326029418	0.6220582194612683	8.090995168105652e-7	0.4274863907266506	0.001798277953623827	1.6961090667868794e-4	1	1	2.395775192633881e-5	1	0.049651154927328	0.004852634122248695	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	0.8026143941006297	0.5915625692269082	0.10218896601648043	0	0	0.5915625692269082	0.10218896601648043	0	0.3422383378573033	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured	1.6647596664753166	1.827827527168968	1.0947672707552654	0.1630678606936513	-0.5699923957200512	-0.7330602564137025	1.0541013653891556	1.0935983950859771	1.3335135118860129	1.1292452286967363	1.3628997113442676	1.393672624543379	1.579316488088142	1.671388267742718	0.8209645129181449	0.1444042946117631	-0.4182203510468508	-0.5259917167806043	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.37358808906066243	0.4248093377086396	0.36339043145923416	0.005317312278942382	0.29529329286731437	0.4248093377086396	0.3633904314592341	0.005317312278942373	0.03988496625498207	0.1391260213446914	0.16076211984906089	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Guggenheimella	3.593328773164133	2.941887667271635	0.3831478683665449	-0.6514411058924976	-3.2101809047975878	-2.55873979890509	0.8399899335623798	0.8706790335615663	1.0620197304766539	0.9330846882332611	1.1137553429067644	1.137079528815349	4.277823613819871	3.3788428960298518	0.36077283441295493	-0.6981586067240708	-2.8823034836532506	-2.250273383754326	1.88729470945618e-5	7.279159282066014e-4	0.7182692720452983	0.48507800983872496	0.0039477930157933005	0.02443159643625568	5.588353165662456e-4	0.020825958309599258	1	1	0.109000103267228	0.65013429997257	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.05130039173749845	0	0	0	0.05130039173749845	0.23785882441698478	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__	-2.6965967777515116	-0.864219611456645	-0.4344178539459539	1.8323771662948665	2.262178923805558	0.42980175751069116	0.7333654042196087	0.7596567486673942	0.9268104018553728	0.8378069909072077	0.9918768568750815	1.0114708393691425	-3.677016617140569	-1.137644881023801	-0.46872354159631463	2.1871113349277524	2.280705420360927	0.42492748261409086	2.3597767381225044e-4	0.2552687978072852	0.6392672574693778	0.028734397373323173	0.022565884211814515	0.67088953955008	0.006987390860934169	1	1	0.7933679066972087	0.645618739202953	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.0248740949803841	0.057514989275009316	0	0	0.024874094980384124	0.05751498927500933	0	0	0.05809497998731403	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula	-3.5430089335659116	-2.2347136203272644	-2.2520275524998232	1.3082953132386472	1.2909813810660884	-0.017313932172558832	0.7748357370195758	0.8028382147031524	0.979398989317552	0.8746246491830404	1.039057966740573	1.060103880698552	-4.572593601831248	-2.78351675269163	-2.2993974642234853	1.495836316139369	1.242453667061305	-0.016332297700061123	4.8172391128725445e-6	0.005377308541510861	0.021482379813038154	0.13469631510163318	0.2140692252595433	0.9869692911357153	1.4264032697856367e-4	0.15384689242790164	0.5931368763963522	1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0	0.5308416622381857	0.030773621991237496	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__uncultured	1.6544918153623602	-0.6091805027122406	-0.030841140716746134	-2.263672318074601	-1.6853329560791064	0.5783393619954944	1.0771756250551927	1.1176199439623047	1.3627701945998274	1.1506721127289576	1.390005242853231	1.421577147779441	1.5359536336310866	-0.5450694630166578	-0.022631211659132688	-1.9672609538663706	-1.2124651793540455	0.40682938868205853	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.16162845553437655	0.3864441104864885	0.13290913494074963	0.004683415764454296	0.2848861412636817	0.3864441104864886	0.1329091349407496	0.004683415764454296	0.2813905722295375	0.27833699508416426	0.09580724640793896	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20	0.5048313510536732	0.2621263697200584	1.6870907389733123	-0.24270498133361473	1.1822593879196392	1.4249643692532539	0.532331779258892	0.5503518281627361	0.67189832575734465	0.6650273177062922	0.7686491779017803	0.7812372048502368	0.9483396834892993	0.4762887235155128	2.510931601253317	-0.3649549046657431	1.5381001136915429	1.8239842654785232	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.5435056560960901	0.38414902937306766	0.10113741154867441	0	0.5425123259318971	0.38414902937306766	0.10113741154867441	0	0.18717833076728907	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Lentimonas	-2.5237504982490835	-2.4994846089137317	-2.23777314420699	0.024265889335351787	0.28597735404209335	0.26171146470674156	0.6510233715714793	0.6739170845936736	0.8223923131700422	0.765773605166048	0.8992074811871521	0.9159186103567735	-3.8765897023897975	-3.708890405146431	-2.7210530891043194	0.03168807226006445	0.31803266768259114	0.28573659465746454	1.0593076703934076e-4	2.08169500688064e-4	0.006507430974239019	0.9747208070687359	0.7504601571356665	0.7750798741907139	0.003136651283762298	0.005955810519685779	0.17967270456145656	1	1	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.14302225365496526	0.13701661688400846	0.009538010780748452	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum	0.9556875104385076	1.34971084076445	0.8170230592647848	0.3940233303259424	-0.13866445117372284	-0.5326877814996652	0.7565272751008334	0.7837743929850108	0.9561820640457562	0.8583298327482474	1.0181905235708175	1.038595553339675	1.263255855925524	1.7220654984964052	0.8544639038802214	0.45905817937649557	-0.13618713586866182	-0.5128924149412842	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.22014002677259265	0.22067171458748328	0.17105805501063398	0.05727788365698415	0.143853795922793	0.22067171458748328	0.17105805501063398	0.057277883656984135	0.06044421247716052	0.04381462925782659	0.03176929629892669	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__P3OB-42	-1.247852340235843	0.1875902346384824	-1.4035971442301178	1.4354425748743254	-0.15574480399427482	-1.5911873788686002	0.7848401857601284	0.8132553550929355	0.9920855590300129	0.8835545514242563	1.050484711545616	1.0718807231191443	-1.5899445044691247	0.23066584617453317	-1.4147944514003914	1.6246224667853801	-0.14825994351228766	-1.4844817567371558	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.8674064670255163	0	0.40945216438695875	0.5287345111568525	0	0	0.40945216438695875	0.5287345111568527	0	0.06074956142122798	0.20815817084584268	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__uncultured	1.1971737297554816	1.6356715926260068	-0.7322441864350357	0.43849786287052517	-1.9294179161905174	-2.3679157790610423	0.9343597278601464	0.9689350184465132	1.1816841031023018	1.0188783109648665	1.2229698533109334	1.2495848234643474	1.2812771077979004	1.6881127851571178	-0.6196615360337494	0.43037314481183975	-1.577649613330226	-1.8949620182615818	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.2651178651081111	0.3044796215380659	0.18881540691860468	0.16211552037318205	0.10015543727208027	0.3044796215380659	0.18881540691860466	0.16211552037318205	0.12867433290309221	0.08933598948850663	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda	-1.3276335605273868	0.7716438551122606	-1.7519590621151688	2.0992774156396474	-0.42432550158778204	-2.5236029172274295	0.9938123229183663	1.0308325590206595	1.2570695201543616	1.073491493259671	1.292281702983105	1.3209635995808502	-1.3358996763380255	0.7485637200336002	-1.3936851017595568	1.9555603643072792	-0.32835371777551936	-1.9104257816250076	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.15013692827022	0.2695217353239457	0.1025685480374013	0.050967344360582076	0	0.2695217353239457	0.10256854803740127	0.05096734436058207	0	0.07719122097469713	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	-0.10306367565281598	-1.2810694463920589	-1.6756467864149882	-1.1780057707392428	-1.5725831107621722	-0.3945773400229293	1.114766874915922	1.1567537331334103	1.4104329085810214	1.1856749279403382	1.4342478255993858	1.4671199129399193	-0.09245311999478746	-1.1074694722807616	-1.1880372162478736	-0.9935318213952473	-1.0964514518995172	-0.26894689148635925	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.018622007152652022	0.0017876411364705369	0.13781683961556304	0.18404513876462003	0.02132282321711155	0.0017876411364705386	0.13781683961556307	0.18404513876462003	0.14249270927518592	0.1898322730380286	0.10562266390957845	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Aureispira	-1.3489095315542519	-0.12284257623157026	-2.3258024613918513	1.2260669553226815	-0.9768929298375995	-2.202959885160281	0.9382427726517942	0.9729778291986292	1.186607835580404	1.0224330664913437	1.227485916336162	1.2542360345973074	-1.4376977589092141	-0.12625423986561618	-1.960043067012308	1.1991659850459873	-0.7958485851743698	-1.7564157179295017	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.1779035424318586	0.22031025433615617	0.07150879107524372	0	0	0.22031025433615614	0.07150879107524372	0	0.05419726689223509	0.07919372298031707	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage	-2.8147673266465416	-1.7393925403812007	-2.2320012878898856	1.0753747862653409	0.582766038756656	-0.4926087475086849	0.7103606601110125	0.7357026114990377	0.8976379113199272	0.8175306695512939	0.9658425766807367	0.9846308689363926	-3.962448210753479	-2.364260386186594	-2.486527429092038	1.3153938149568947	0.6033758014265835	-0.500297891372028	7.418510274727939e-5	0.018066109832488603	0.012899662509353415	0.18837758312263334	0.5462587165132051	0.6168653386288435	0.0021966497956337275	0.4988123312191009	0.36906437023513733	1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0	0.33624021076801025	0.09548447925765598	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Marinobacterium	-0.9776619301211003	-0.3118290078184736	4.217484588275241	0.6658329223026267	5.195146518396341	4.529313596093714	1.0739453749833832	1.114257100282631	1.3586744611519173	1.147669719625865	1.386208206295976	1.4176682998093617	-0.9103460500830662	-0.279853731907455	3.104117070618634	0.5801607473966336	3.7477389722558754	3.1949036292218604	0.36264003998136946	0.7795897259072825	0.0019084779819856766	0.561806221254435	1.7843580500516494e-4	0.001398775395921076	1	1	0.052693820645474655	1	0.005283553706646443	0.040019509054728966	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	0.09876971302478439	0.1641571678695959	0.1219267993781901	0	0	0.1641571678695959	0.12192679937819013	0	0.011225330488898125	0	0	FALSE	FALSE	FALSE	FALSE
