taxon	lfc_(Intercept)	lfc_SampleSiteCLOACA	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	se_(Intercept)	se_SampleSiteCLOACA	se_SampleSiteORAL	se_SampleSiteTANK WATER	W_(Intercept)	W_SampleSiteCLOACA	W_SampleSiteORAL	W_SampleSiteTANK WATER	p_(Intercept)	p_SampleSiteCLOACA	p_SampleSiteORAL	p_SampleSiteTANK WATER	q_(Intercept)	q_SampleSiteCLOACA	q_SampleSiteORAL	q_SampleSiteTANK WATER	diff_(Intercept)	diff_SampleSiteCLOACA	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__uncultured;__	0.3916308852939945	-1.0128883963633193	-1.5644654837191503	1.7709594127402302	0.7078828814908539	0.9506287310890447	0.988109363649126	1.2074636082247292	0.553242486199399	-1.0654931449451877	-1.5832918311203112	1.4666772569187236	0.5800973779440636	0.2866528260601632	0.11335496395791417	0.14246387255477802	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.04817229827064575	0.042370404837076735	0.01812007179515961	0.02741910140578515	0	0.04237040483707675	0.018120071795159613	0.027419101405785046	0.021503483068629065	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Lentimonas;s__uncultured_bacterium	1.5686634800624577	-2.3510675792658433	-2.2494458760553484	-2.214390555265236	0.4704741815297259	0.6332966584192461	0.6578409170336693	0.805409063803285	3.33421799037307	-3.712426945587044	-3.419437462477297	-2.749398603497817	8.553959102390709e-4	2.0528132327365663e-4	6.275075463000859e-4	0.005970473192381759	0.38663895142806004	0.0913501888567772	0.2804958731961384	1	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.12666173306232276	0.1533702300093148	0.03613302761911731	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__uncultured_bacterium	-2.6466000986958123	3.930113141479227	4.204069630840433	0.5214351651711048	0.8180346592956116	1.097891181436627	1.141367090118174	1.3940617124857564	-3.235315360567645	3.5796927855241023	3.6833632818387594	0.3740402311468205	0.001215084446304536	3.43998387360039e-4	2.301767604736201e-4	0.7083743848855757	0.5443578319444321	0.15032729527633704	0.10403989573407628	1	FALSE	FALSE	FALSE	FALSE	0	0	0	0.022336184866737798	0	0	0	0.02233618486673779	0.0032602434030942515	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__uncultured_Bacteroidetes	-0.4257948139307987	-0.1529843761744179	0.7754181432753207	0.9752564301823945	0.5852934335296239	0.7867605635151044	0.8175635258597249	0.9998392315830468	-0.7274894771380476	-0.1944484551829991	0.9484500210059085	0.9754132458258011	0.4669261592356875	0.8458247521353248	0.34290040482986783	0.32935531585139033	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.19079091481309465	0.12894750348183628	0.17261012942132858	0.1322181660162826	0.046692104213536575	0.12894750348183628	0.17261012942132858	0.13221816601628258	0.012290416822753024	0.02384347764336637	0.01008179004082951	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured;s__uncultured_bacterium	-1.973601423546515	2.25206017002567	3.2686614308411457	1.498386977539473	0.7407695947496771	0.9945932842445777	1.0338643095437516	1.2631703909479337	-2.664258141174706	2.2643026106255832	3.16159615983225	1.1862112888943062	0.007715832793717608	0.023555509133238162	0.0015690700250920561	0.23553886921063755	1	1	0.6856836009652285	1	FALSE	FALSE	FALSE	FALSE	0	0.5216719282839011	0	0.09088966338347473	0	0.521671928283901	0	0.09088966338347469	0.12719279949166198	0.14207041124582265	0.12450220670023376	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;__	0.11185272651593699	0.3369387099830172	-0.46368052462440346	-1.6080582318808996	0.8489854681324888	1.1392724439477264	1.1844321962663908	1.4464984477045748	0.13174869384040125	0.2957490210291412	-0.39147916283096124	-1.1116902575545113	0.8951830690638503	0.7674217574900346	0.6954430878551039	0.26627135010245784	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.001062426866771346	0.009241867421814405	0.021413237920972827	0.15010180098705353	0.08267611972367861	0.009241867421814402	0.02141323792097282	0.15010180098705359	0.01494780610185815	0.1894457131443168	0.14574236115458641	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Aureispira;s__uncultured_bacterium	-0.11314424053302974	-0.08528406369197224	-0.06974796993263838	0.23808375731867962	0.48643801655024116	0.6546332823933552	0.6800477499371984	0.8324412864043381	-0.23259744650600056	-0.13027761646974567	-0.10256334196985362	0.28600666642456296	0.8160740103299361	0.8963467886010761	0.918309538228361	0.7748730156714563	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.07598614847786592	0.09790110319168337	0.05104982849106648	0.08881565594011952	0.003017095676975399	0.09790110319168337	0.05104982849106647	0.0888156559401195	0.03566450233431604	0.03374126646976629	0.0651443382816571	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;s__uncultured_bacterium	1.4324213695538943	-2.288979447762203	-1.8086745365501689	-2.2556372454096545	0.47642314556796656	0.641247842165757	0.6661163773593307	0.8154827619119027	3.006615826454521	-3.5695706047623967	-2.715253066919409	-2.766014624418674	0.0026417339086733035	3.5756684028072225e-4	0.006622514312391486	0.0056745989913098045	1	0.1558991423623949	1	1	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.36314529807520435	0.1620243443672052	0.008106126016515265	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Marinobacterium;s__uncultured_Marinobacterium	0.030566620536379988	-0.07874302862752623	0.29111742712083977	-1.5410857378195564	0.7498662602248655	1.0067544379665123	1.046520625804911	1.2785797908433931	0.04076276285215693	-0.07821473207168068	0.2781764830453604	-1.2053105710383594	0.9674850256094583	0.9376572434192237	0.7808768864893099	0.22808343023508446	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.10092770241861093	0.07733472771232469	0.06702307298072707	0.08380953334174034	0.006953484583253776	0.07733472771232468	0.06702307298072707	0.08380953334174034	0.03532152992799972	0.025583764098828315	0.07597454858139127	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190;s__uncultured_bacterium	0.8294761808473342	-1.7727762642152722	-0.9896905158172546	-0.7482352296768863	0.6026804335576398	0.8100006863405921	0.841751112380764	1.0292839516788135	1.37631178093988	-2.1886108173862073	-1.1757519547768303	-0.7269473389306005	0.16872512709614734	0.028625138914454583	0.2396940105636386	0.46725821612225343	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.05236453582424389	0	0.013128293917879919	0.11222058900335286	0.09855921558835712	0	0.013128293917879924	0.11222058900335286	0.044864918227744056	0.20138222879756332	0.09196228987051419	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Colwellia;__	0.211129532365398	-1.6526475510585579	-0.7223170284298488	2.9147253032951435	0.8137791358931428	1.092201637232852	1.1354460057402567	1.3868522065120379	0.2594432851042293	-1.513134108868051	-0.6361526878232598	2.1016841517855305	0.7952932360083621	0.13024559712098005	0.5246769071129886	0.035580952766117474	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.0017523373786005316	0.12412906964846773	0.004805200642701296	0	0	0.12412906964846775	0.0048052006427013235	0	0.08598242271227727	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;__	-0.4912532681899685	0.009006801616145112	1.7774760742887639	-0.9390146857180983	0.6292075205566184	0.845458721167102	0.878654452970867	1.0742091165292742	-0.780749199811517	0.010653153596560924	2.0229523315779505	-0.874145146665685	0.4349500174928595	0.9915001739955044	0.04307806236939938	0.3820392138961144	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.16308598501479996	0.10306021199537187	0.30425018731689374	0.02732058660192142	0.24108540241988388	0.10306021199537188	0.30425018731689374	0.027320586601921455	0	0.10556760546756465	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__P3OB-42;s__uncultured_delta	-0.9365181375061089	0.6820370721152125	2.0263768897313907	0.1929070935033785	0.538872325312661	0.7247144348294439	0.7529872819470207	0.9212295540365152	-1.737922126475373	0.9411114769305303	2.691117019256594	0.20940176382544948	0.08222453632385338	0.34664773466602383	0.00712132108869099	0.8341346159535492	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.4139823724135772	0.24818147117812137	0	0.03609663257358124	0	0.2481814711781214	0	0.03609663257358125	0	0.1173278542765144	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maritimimonas;s__uncultured_marine	-0.7282016058776117	1.073209648960268	0.4290977337198747	0.9481356812128006	0.4211309359796332	0.5673420578389605	0.5891976373681077	0.721845522320244	-1.7291572374840427	1.8916447919411918	0.728274701909219	1.313488346045546	0.08378095740145669	0.058538323681928094	0.4664454452462725	0.18901844534067264	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.5273885065138952	0.646909727607193	0.11715438766807482	0.18731863943772575	0.49850741459424	0.646909727607193	0.11715438766807479	0.18731863943772575	0.33040752736050305	0.06634206755964205	0.03801355193140941	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured;g__uncultured;s__uncultured_bacterium	0.19119759678781065	-1.3198722650797718	0.1150842674779246	0.5940879402174863	0.4898724581729277	0.659223587967384	0.6848252792656345	0.8382569057233407	0.3903007682875628	-2.002161769043183	0.16804909363353826	0.7087182177220975	0.6963141552500449	0.04526733597714454	0.8665446570856279	0.4784993573153736	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.1089370419002108	0	0.0168395068456619	0.04395411030404923	0	0	0.016839506845661906	0.04395411030404924	0	0	0.06064223507070923	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;__	0.47975897344186685	-0.7622462001433401	-0.5418276223848023	-1.5085201650229902	0.6171265805964132	0.8293103160759046	0.8618478626719908	1.0537490673691625	0.7774077288620603	-0.919132664055241	-0.6286812857027593	-1.4315743773697753	0.43691825396845674	0.3580261860554967	0.5295577323467864	0.1522656668950645	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.008378658899720554	0.033846771724698764	0.020414012051297847	0.14286821186059057	0.08428531516558511	0.03384677172469875	0.020414012051297847	0.14286821186059054	0.006065309434547221	0.13759493066582235	0.13902643190664704	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;__;__	1.8796195220853997	-2.9935359479939483	-2.1367564152001894	-3.168338405912633	0.5294411679048527	0.7121091151551369	0.7398678582799373	0.905259374661947	3.5501952549772087	-4.203760188270852	-2.8880243833916133	-3.4999233309191555	3.849455280191058e-4	2.6251706913498455e-5	0.0038766981912782797	4.65391991586874e-4	0.17515021524869315	0.0118920232318148	1	0.20989178820568016	FALSE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.02120430236639947	0.04744303204947123	0.07812674030556875	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;g__BD1-7_clade;s__uncultured_bacterium	0.9260953268155068	-1.3590817933837827	-0.6381475951565593	-3.134334247492316	0.6658101088676089	0.8943863038095966	0.9295758330284637	1.1362014141496946	1.3909301082715364	-1.5195691029646108	-0.6864933149967326	-2.758607944382797	0.16424662172581628	0.1286193081464577	0.49240207842225353	0.005804813032402463	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.2542939240629168	0.2473361785884805	0.13315647847794881	0	0	0.24733617858848048	0.1331564784779488	0	0.027218342637611123	0.09265937153998709	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;__;__	0.08057940922780739	-0.8185593770967196	0.271152903332456	-0.10668558064130067	0.6050546695271827	0.8131742166766373	0.8450540122113301	1.0333047687660215	0.1331770719012479	-1.0066223944508361	0.320870499890185	-0.10324696436725556	0.894053343280655	0.3141162685131012	0.7483085304751196	0.9177669668729813	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.04454419363299797	0.10786965728947252	0.021866789183825362	0.00596545056549744	0.08453692453868641	0.10786965728947256	0.02186678918382536	0.00596545056549744	0.08267602060402598	0.08538211051089437	0.026320603719124144	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__OM182_clade;f__OM182_clade;g__OM182_clade;s__uncultured_bacterium	-0.1260274180935142	-0.16620823988528147	0.07123231908547496	0.24172113505507395	0.4588213991526015	0.617721757050521	0.6416308717746518	0.7856764187957566	-0.2746764172862787	-0.2690665141517558	0.1110175994001931	0.3076599084207865	0.7835648507894506	0.7878784983107748	0.9116023906983459	0.7583411293293794	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.10745511451438373	0.13597836681661707	0.03689068569116001	0.01887618336011526	0.08089014331992121	0.13597836681661704	0.03689068569116001	0.01887618336011526	0.08959787862006606	0.1650953934380571	0.05684165028258935	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190;__	0.40016891999263243	-1.2683023792660924	-0.1530522135719356	-0.507159669725238	0.563895955721945	0.7581604986623275	0.7877973063106809	0.9636039949922262	0.7096502748992126	-1.672867923749446	-0.19427867085340977	-0.5263154494594322	0.47792103483165543	0.09435329961365055	0.8459576856390287	0.598669050460886	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.34175178676828066	0	0.1777861791386558	0.02929029363221251	0.44095344332755004	0	0.17778617913865577	0.02929029363221252	0.14457245694165083	0.2751858243965015	0.10036333550003065	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__JGI_0000069-P22;f__JGI_0000069-P22;g__JGI_0000069-P22;s__uncultured_bacterium	0.13304530274294352	-1.0559299200839645	-0.35319934644096135	1.325396230515504	0.5960749481612835	0.8011714892758056	0.8325619783250923	1.0180975179310219	0.22320230560493992	-1.317982397299784	-0.4242318958061364	1.3018362260709315	0.8233780575919356	0.18750954058958758	0.6713967015565293	0.19297237712436316	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.36493325244408154	0.7090236275729566	0.29609503281108646	0.23346656044534853	0	0.7090236275729567	0.29609503281108646	0.2334665604453485	0.15611591427894447	0	0.07407077846726705	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae;g__Oleiphilus;__	0.9657476544239343	-2.3423373383035098	-1.8306664294065986	1.2984559650310146	0.6640246066946472	0.8919995276138175	0.9270918104257444	1.133177282821629	1.4543853415782149	-2.6259401107189846	-1.9746333737603716	1.1458542142654315	0.14583950163070405	0.008641001946311455	0.04830976885341685	0.25185547860054114	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.06983454448203273	0	0	0.04994199609398438	0	0	0	0.049941996093984434	0.0939789922603393	0	0	FALSE	FALSE	FALSE	FALSE
