taxon	W	p_val	q_val	diff_abn	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)	ASVno	Taxon
851b96aac9961b613b783db1e40af550	3.5770198046436024	0.6218188738887168	1	FALSE	0.1496431482125576	0.1405628370135263	0.023619299601201776	0	0	0.14056283701352631	0.02361929960120178	0	0.14805855802678344	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV8237	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__uncultured; g__uncultured
6fffcac456aafaa62f4c304f05cd2cc9	1.9510546163636278	0.8347452162684672	1	FALSE	0.029671202492488613	0.04589817449588747	0.1720917698982974	0.009592041488111073	0.13386973448373085	0.04589817449588748	0.17209176989829741	0.009592041488111071	0.21133413151954952	0.042080076963378135	0.10176890069192224	FALSE	FALSE	FALSE	FALSE	v4ASV3871	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter
8c6e8d6c5fc9e95b91800af87979575d	2.408951276551586	0.983941041145032	1	FALSE	0.26069687025988897	0.28737225422630847	0.11281695971057416	0.12742487728053412	0.12015923215227485	0.2873722542263085	0.11281695971057423	0.12742487728053417	0.1472686136145743	0.06496309577354611	0.02821682809742699	FALSE	FALSE	FALSE	FALSE	v4ASV3331	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Balneolales; f__Balneolaceae; g__Balneola
37c03af0c93baa76926221206678ba9e	1.7777570178392392	0.7604256432330929	1	FALSE	0.06532005624300039	0.06977213585449073	0.05470994715566733	0.05113501753668022	0.021471321382918466	0.06977213585449074	0.05470994715566732	0.051135017536680205	0.09500354994285802	0.005044537507739454	0.08364255265591676	FALSE	FALSE	FALSE	FALSE	v4ASV11974	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
940985696ce7245039a2d27a15d92de5	0.4888819749614179	0.15734576924791666	1	FALSE	0.24137336647437999	0.1875049921374048	0.07130143122412697	0.03569415989733706	0.014158325027792002	0.1875049921374048	0.07130143122412697	0.03569415989733706	0.18391240437336315	0.06242160497104418	0.06250692192641383	FALSE	FALSE	FALSE	FALSE	v4ASV3701	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium
9951b5bc258e29f0dcc98c34aa09ada5	1.5046631176104415	0.6376109916500377	1	FALSE	0.07775798631470043	0.04895860312475492	0.033801044792855235	0.013583429708548197	0.032923892198626625	0.04895860312475492	0.03380104479285525	0.013583429708548202	0.051287352032755376	0.0756231053000779	0.02683322637688944	FALSE	FALSE	FALSE	FALSE	v4ASV3873	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter
1887d8f00f6483a3b62cb85637256b76	19.86726447035827	3.6168005422762653e-4	0.16022426402283854	FALSE	0	0	0	0	0	0	0	0	0.03823657612349678	0.03282912812233955	0.039342445332930395	FALSE	FALSE	FALSE	FALSE	v4ASV9910	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
e32dc0f33d7ece4c762b45fdad7379f8	19.90537250391885	3.551640629250076e-4	0.15769284393870336	FALSE	0.10959768129990667	0.04246238018782991	0.03555145631303423	0	0	0.04246238018782991	0.03555145631303423	0	0.04500789312995111	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV2817	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS3a_marine_group
5eae3d31c7bece1e3c6cadbdd98a7cf7	6.275444512030061	0.19790354733069823	1	FALSE	0.040947020174217724	0.03811177669024084	0.15010168668914317	0	0.3520741357038423	0.038111776690240844	0.15010168668914317	0	0.27152425407209907	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV11573	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__uncultured; s__uncultured_gamma
064751e4771c70f44872a7c4adf25553	3.3366090077363273	0.6851595364972514	1	FALSE	0.11377596732169454	0.14604989278313363	0.14757349739785666	0.0020836815769579124	0.06729607136416581	0.1460498927831336	0.14757349739785666	0.0020836815769579124	0.20341667580585107	0.09834941245894176	0.11033285933119504	FALSE	FALSE	FALSE	FALSE	v4ASV8243	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__uncultured; g__uncultured; s__uncultured_Alphaproteobacteria
c73c24dddb42bc78363601143ff4d014	2.9923418753912894	0.7856148322424674	1	FALSE	0.0023727269019854194	0.009960716262174544	0.15574150302452272	0.01890771475454672	0.10642491409159488	0.009960716262174553	0.15574150302452272	0.018907714754546716	0.10791638400254806	0.022543691249301365	0.08380054368913657	FALSE	FALSE	FALSE	FALSE	v4ASV10329	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alteromonas
b0de5c36410c9d1245a6160ec5cd5cb5	4.713105926650912	0.3881026683509058	1	FALSE	0.11390628148607003	0.11079121761418859	0.03482024262093746	0.16507987531129667	0.001687946378186138	0.11079121761418859	0.034820242620937455	0.16507987531129664	0	0	0.08257709784162387	FALSE	FALSE	FALSE	FALSE	v4ASV8943	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
b8a39d3bdf7810e7198618334b7b8928	1.504387945032903	0.6374840683293416	1	FALSE	0.0636399813266455	0.1351680651307785	0.06056476853188374	0.01911372467517528	0.15808803078352845	0.13516806513077853	0.06056476853188374	0.01911372467517528	0.21026524116922146	0.17134053353111975	0.005652643798275311	FALSE	FALSE	FALSE	FALSE	v4ASV12319	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio
8b1b6282cc81905720689ecc2da397d1	2.720354766069221	0.8735585811416426	1	FALSE	0.01057282025632726	0.034572400479240706	0.13300232547715204	0.10485566185635681	0.006942286751142028	0.034572400479240706	0.13300232547715204	0.10485566185635682	0.07371271386598914	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV1837	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Reichenbachiella
c756079b8903f825e887bec98b67fccc	0.16071630312719692	0.032665974574308865	1	FALSE	0.06701271232690979	0.13735750939412825	0.10525936201035987	0.008780898173100774	0.11139893806330073	0.13735750939412825	0.10525936201035987	0.008780898173100769	0.3195252023175265	0.06088259757110914	0.12172351363120175	FALSE	FALSE	FALSE	FALSE	v4ASV5225	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Defluviitaleaceae; g__Defluviitalea
5ddeda7d4f5b15c4341707982e05c41d	9.100097480542267	0.055978436562599966	1	FALSE	0	0	0.04167315860547762	0.015003653008680833	0	0	0.04167315860547762	0.01500365300868088	0.2467258923331699	0.2508378283982163	0.02651661288495403	FALSE	FALSE	FALSE	FALSE	v4ASV1077	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae
25e80de91eb3985303eb47c7c5c7d65f	0.6107838109770342	0.21208142063758878	1	FALSE	0.07080862032360129	0.05663930381990014	0.04349068134350237	0.007889662643067357	0.0368351688675583	0.05663930381990016	0.04349068134350237	0.00788966264306735	0.14411012584595345	0.08395640669006212	0.0888262444283354	FALSE	FALSE	FALSE	FALSE	v4ASV11932	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__OM182_clade; f__OM182_clade; g__OM182_clade; s__uncultured_bacterium
c6afe2c5078986eab4dcd6503f7561b9	0.1270797976073483	0.023198867562594563	1	FALSE	0.19893706927894428	0.14757716759521325	0.04323098165476203	0.031726339202436414	0.01058177498038968	0.14757716759521325	0.043230981654762024	0.03172633920243641	0.12107861404456	0.06013296749293375	0.05828313646349467	FALSE	FALSE	FALSE	FALSE	v4ASV2236	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_bacterium
1670878ddf07b15c466e1ee6d3ea0d99	2.329103352318241	0.9860631668965603	1	FALSE	0.14744001044509003	0.1864071837752606	0.5379825332111359	0.010047505153379653	0.4971563057318502	0.1864071837752606	0.5379825332111359	0.010047505153379656	0.6783417097343122	0.07907506528901069	0.3069624609416262	FALSE	FALSE	FALSE	FALSE	v4ASV9428	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__uncultured; g__uncultured; s__uncultured_bacterium
60f5ba1c6f42a82c91bd3915fce63f1a	3.5215597215726215	0.6359532874813689	1	FALSE	0.045373850658130946	0.016158043240967382	0.2589207246750752	0.09276739288770486	0.0447393694817234	0.01615804324096736	0.25892072467507526	0.09276739288770486	0.09522114666051595	0.21620263316264948	0.04576512167632094	FALSE	FALSE	FALSE	FALSE	v4ASV2685	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Hyunsoonleella
08df6a780374fd8a03bf4bf2a50d3daa	0.7120551481663215	0.259270279599094	1	FALSE	0.0997494636348562	0.1053498898805776	0.012913115542763396	0.030481677474668293	0.012403008246070605	0.10534988988057761	0.012913115542763401	0.03048167747466829	0.11609071151708529	0.11235457439549418	0.02182802339027961	FALSE	FALSE	FALSE	FALSE	v4ASV9363	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Candidatus_Riegeria; s__uncultured_bacterium
246494cf519eaeac540564b14efd4413	1.0080794068796992	0.4014060248867958	1	FALSE	0.03658300887181408	0.05089330858638842	0.08074029364031486	0.06087504540199159	0.04955418236563761	0.050893308586388415	0.08074029364031486	0.06087504540199158	0.18376778926927193	0.06619692633381448	0.05415724509507104	FALSE	FALSE	FALSE	FALSE	v4ASV492	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__Ilumatobacter
27e4af228236dc113c35382f607c11e6	1.3650665278422014	0.5725132664146139	1	FALSE	0.23610255633936522	0.3031909190452522	0.10130756577084035	0.03175606442545329	0.037604305126453935	0.3031909190452522	0.10130756577084035	0.03175606442545329	0.345803759831725	0.1652970402795752	0.11917671857597523	FALSE	FALSE	FALSE	FALSE	v4ASV7494	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
4f9f135ab74f33616a881fb0873976b8	1.7292237768795817	0.7390873103960629	1	FALSE	0.11886435370765577	0.11212276775317172	0.031957885138302215	0.06585460242104715	0.019422183882801685	0.11212276775317173	0.031957885138302215	0.06585460242104711	0.21732987987138372	0.2072852712097343	0	FALSE	FALSE	FALSE	FALSE	v4ASV9177	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Litoreibacter; s__Litoreibacter_arenae
fcaac1851348d5df88c386df9faf434f	9.510692823430714	0.04643575680438063	1	FALSE	0.17344364817119312	0	0.02355424175990861	0.002750125900028026	0	0	0.02355424175990861	0.002750125900028029	0	0	0.02207555160466381	FALSE	FALSE	FALSE	FALSE	v4ASV850	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Odoribacter
d62f4384e4b8a17c9fa783ad2f53d7e4	0.027742170305887683	0.002437518033062258	1	FALSE	0.02960782103956166	0.036178171847088894	0.020247313747997233	0.03053103931047936	0.001464463462966401	0.036178171847088894	0.020247313747997233	0.03053103931047936	0.07061877929650182	0.04458699990977023	0.015565915106799269	FALSE	FALSE	FALSE	FALSE	v4ASV11995	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Moraxella
e7586072f112f3cf15f5363af3b01a8d	0.4973301514637841	0.16104485394863546	1	FALSE	0.08396924820235178	0.07970726599348793	0.1320411659669625	0.12475155289718635	0.06682863440023855	0.07970726599348793	0.1320411659669625	0.12475155289718635	0.12003878211374708	0.06849067672174021	0.2964069440744971	FALSE	FALSE	FALSE	FALSE	v4ASV9907	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sneathiellales; f__Sneathiellaceae; g__Sneathiella; s__uncultured_bacterium
69b9107b8340d4080cf046e6758de5a6	0.8542158800992643	0.3270798147206105	1	FALSE	0.2541925104773185	0.15140030066135976	0.12510741748834267	0.047520945025128936	0.027857172298090378	0.1514003006613598	0.12510741748834267	0.04752094502512894	0.10712264192549519	0.04168993433349893	0.022070003273180795	FALSE	FALSE	FALSE	FALSE	v4ASV2158	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__Owenweeksia; s__uncultured_bacterium
1ae608cf80ea30364d10d793c607ecc1	0.24791435509829945	0.06098605997394189	1	FALSE	0.2139058894786038	0.0675669028571414	0.017867624782329106	0.018063667751053763	0.057944155757387684	0.0675669028571414	0.01786762478232911	0.018063667751053728	0.15638337165021948	0.1726479288621381	0.025697374547891904	FALSE	FALSE	FALSE	FALSE	v4ASV7938	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kordiimonadales; f__Kordiimonadaceae; g__Kordiimonas; s__uncultured_bacterium
cb4174502e07022f2df8ddcd2c57067d	0.23355770398684497	0.05600334915508839	1	FALSE	0.07244225343647688	0.007882500871892368	0.018548812113262755	0.0014118052460610668	0.005158233001366625	0.007882500871892371	0.018548812113262744	0.0014118052460610668	0.011636854757120233	0.0073200123897336385	0.016827472754274455	FALSE	FALSE	FALSE	FALSE	v4ASV2699	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Kordia
3374b91e89abfb9fd22cdac20228ff74	2.117162693557085	0.903103110770622	1	FALSE	0.0664177751460884	0.1151970065826713	0.055741400411897665	0.021716590615335707	0.20355051080044442	0.1151970065826713	0.05574140041189762	0.021716590615335707	0.26289416746330047	0.03708730100186698	0.09789792649726867	FALSE	FALSE	FALSE	FALSE	v4ASV3306	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales; s__uncultured_bacterium
d59d29ea4d16dfd437ec83aae1d2de22	2.5126166494165663	0.9460305735033504	1	FALSE	0.05524437710295695	0.05382868872288199	0.018516046774430212	0.003304308606873254	0.05323166483056833	0.05382868872288193	0.018516046774430216	0.003304308606873254	0.08472896924119337	0.026209109369454878	0.02194496526855389	FALSE	FALSE	FALSE	FALSE	v4ASV5098	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Vagococcaceae; g__Vagococcus
6911a804280593b02d0d72f8f60333d1	2.228807790474353	0.9474071061542166	1	FALSE	0.0220435577787777	0.03809035391250777	0.24847364594635712	0.007011446955543539	0.19858766336269415	0.03809035391250775	0.24847364594635707	0.00701144695554354	0.24973290878509438	0.026615441968457883	0.22958963778690647	FALSE	FALSE	FALSE	FALSE	v4ASV6251	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__JGI_0000069-P22; f__JGI_0000069-P22; g__JGI_0000069-P22; s__uncultured_bacterium
88ebc7e48632155d2cd85577f1bb0507	15.497046318220448	0.002875171092329383	1	FALSE	0.16034762029426589	0	0	0.20247234085445523	0	0	0	0.20247234085445528	0.06713452362960239	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV9283	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter
1a4868bddbebaf89140c449b395a92fd	4.655442903695619	0.39767437326510136	1	FALSE	0.11119838813505781	0.1822602502287264	0	0.050447494363086806	0.08476279440819864	0.18226025022872647	0	0.050447494363086806	0.2117665269633643	0.06225767561561191	0.05530303128690426	FALSE	FALSE	FALSE	FALSE	v4ASV3533	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium
afeb482dcb5443be2e75c05312d08df3	1.1587638387985661	0.474179066940096	1	FALSE	0.1308379716847106	0.10436801099327804	0.0031413848447984375	0.043315223429189274	0.024515357437665346	0.10436801099327803	0.003141384844798424	0.04331522342918929	0.06794355380762367	0.017589994836776982	0.031008427748746147	FALSE	FALSE	FALSE	FALSE	v4ASV2682	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Hwangdonia; s__Hwangdonia_seohaensis
cd447b3166e55677be83f11257f5f040	1.472401393185189	0.6226908705480506	1	FALSE	0.07412287515427005	0.11264907054042665	0.2882262684746031	0.037695175535562	0.17554078513235552	0.11264907054042665	0.2882262684746031	0.037695175535561995	0.3086177284759932	0.027802324897795477	0.23817176398479728	FALSE	FALSE	FALSE	FALSE	v4ASV11670	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Kangiellaceae; g__Aliikangiella
f3696ab8fe6a918808599cf0cc6ae6ae	2.709951125563992	0.877077705703515	1	FALSE	0.1346007091704551	0.1640194953499328	0.01888354815017003	0.009134329251043202	0.21948266643819914	0.16401949534993285	0.018883548150170033	0.009134329251043204	0	0.12753546809082955	0.017249366703430143	FALSE	FALSE	FALSE	FALSE	v4ASV4638	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera; s__uncultured_organism
403620dbc5fb1dc8456784147129527f	1.0346987011003614	0.4142865698587121	1	FALSE	0.09117358120829953	0.15241190632314758	0.012168723245584438	0.005813192716570683	0.09258783789535659	0.15241190632314758	0.012168723245584434	0.005813192716570683	0.19291317957277226	0.10733837943473187	0.016450287538804002	FALSE	FALSE	FALSE	FALSE	v4ASV12956	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__uncultured_organism
d919fb92642ba5f9e890e91017cda944	1.9250478121876438	0.8237838096784147	1	FALSE	0.08105065739911178	0.1292925745666836	0.04239459726802762	0.025173269702755394	0.09934533112445286	0.1292925745666836	0.04239459726802762	0.025173269702755394	0.04144998839660645	0.16053088130497134	0.07100924286262182	FALSE	FALSE	FALSE	FALSE	v4ASV10438	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia
9f793f9cd81b555bd81a663c0f43d20c	1.0079598662133915	0.4013481751287506	1	FALSE	0.16132871496199946	0.10600964148919775	0.039979617708088076	0.002369424526109858	0.035124075177158064	0.10600964148919777	0.039979617708088076	0.002369424526109852	0.056669325462786614	0.05866416585747692	0.02153562142098474	FALSE	FALSE	FALSE	FALSE	v4ASV2670	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Gaetbulibacter
afdf9e6e18fdf30e5b7abeef4df74f10	0.49189635517518315	0.15866378795167435	1	FALSE	0.05111337220736603	0.08651911554386027	0.026612325496216987	0.006100775030746836	0.028620829956472794	0.08651911554386026	0.02661232549621699	0.006100775030746833	0.10314967229548062	0.03372192672704528	0.016815621872233563	FALSE	FALSE	FALSE	FALSE	v4ASV10274	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae
0e5efea63168b4354b2238f3a1183bf7	8.032914276420467	0.0906726841232591	1	FALSE	0.08118511754643579	0.053309096559614105	0.0850456922325274	0	0	0.05330909655961409	0.08504569223252742	0	0.07844505415847275	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV2337	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae
3f76513ed6cddb9fbe9b3252db941fab	0.8971955323587626	0.34779092308960713	1	FALSE	0.09309496372544665	0.13537905326043517	0.007404476210530171	0.028616206750472026	0.08747102910879075	0.13537905326043517	0.00740447621053017	0.02861620675047204	0.1200270760775333	0.04159529415794199	0.018802330960867107	FALSE	FALSE	FALSE	FALSE	v4ASV3826	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae
c19317899114f5f538b8a8cd900ced36	0.12461353286632186	0.022543369808422153	1	FALSE	0.09367217766493313	0.08074156609314367	0.07642015396705645	0.010639215169693114	0.06884241444830631	0.08074156609314367	0.07642015396705645	0.010639215169693114	0.21334960560824762	0.05175238062612152	0.07508200726772488	FALSE	FALSE	FALSE	FALSE	v4ASV3316	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales; s__uncultured_bacterium
ebcdfe007b3812917fcbb5d6313fd719	1.4569556535147838	0.6155200619387583	1	FALSE	0.029947368508084826	0.10016357521059473	0.07206708733799963	0.06646822184867482	0.06815819727662994	0.10016357521059473	0.07206708733799963	0.06646822184867485	0.20511992524836664	0.07937806414603024	0.027255849983845403	FALSE	FALSE	FALSE	FALSE	v4ASV11771	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Nitrincolaceae; g__Neptunomonas; s__Neptunomonas_sp.
819f1f7c1dacd125b52ac8e5b2cfc00d	0.1454391527356446	0.028248844503669487	1	FALSE	0.07582165177315749	0.05125046181503139	0.01979719388941964	0.01957279642902965	0.009324530954131252	0.05125046181503139	0.019797193889419643	0.01957279642902965	0.12082867403657943	0.051760641514440216	0.040089907365904356	FALSE	FALSE	FALSE	FALSE	v4ASV11900	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Saccharospirillaceae; g__Thalassolituus; s__uncultured_bacterium
d9928dfcf60f3e372b461547e5a2fc33	0.8820308973229665	0.34047628288521836	1	FALSE	0.17990951766523958	0.12125255797803781	0.03335488591237571	0.1462153900055296	0.045520943888328357	0.1212525579780378	0.03335488591237571	0.14621539000552958	0.07175118541372164	0.02996080884834328	0.08291016098055402	FALSE	FALSE	FALSE	FALSE	v4ASV2191	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured
