# Constructed from biom file
#OTU ID	16S0064C	16S0073C	16S0074C	16S0084C	16S0087C	16S0088C	16S0089C	16S0090C	16S0092C	16S0093C	16S0094C	16S0113C	16S0117C	16S0118C	16S0119C	16S0120C	16S0123C	16S0141C	16S0142C	16S0143C	16S0146C
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Vicingus	63.0	0.0	0.0	0.0	0.0	52.0	54.0	0.0	0.0	28.0	23.0	0.0	0.0	57.0	0.0	13.0	97.0	0.0	21.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Sedimenticola	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio	855.0	392.0	24139.0	416.0	20686.0	14.0	182.0	1107.0	3646.0	960.0	2176.0	4.0	9.0	1111.0	3.0	6851.0	1704.0	802.0	7618.0	1218.0	2315.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.0	558.0	189.0	193.0	1806.0	455.0	1234.0	48.0	60.0	25.0	1001.0	8.0	0.0	43.0	103.0	3.0	25.0	0.0	113.0	857.0	0.0
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter	544.0	250.0	6.0	527.0	1148.0	28.0	289.0	34.0	9.0	387.0	35.0	0.0	5.0	698.0	116.0	628.0	196.0	61.0	23.0	0.0	39.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__dgA-11_gut_group	10.0	450.0	0.0	57.0	1060.0	0.0	6.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	841.0	50.0	0.0	3.0	16.0	0.0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	122.0	1138.0	0.0	147.0	5849.0	0.0	67.0	0.0	46.0	0.0	146.0	0.0	3077.0	0.0	17.0	6136.0	200.0	0.0	484.0	97.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__PS1_clade;g__PS1_clade	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	9.0	10.0	0.0
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	185.0	0.0	0.0	0.0	228.0	0.0	3.0	0.0	0.0	165.0	0.0	5.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus	0.0	2565.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	79.0	0.0	0.0	90.0	0.0	0.0	0.0	16.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured	768.0	4.0	2.0	40.0	0.0	49.0	4.0	216.0	0.0	3864.0	1347.0	0.0	0.0	427.0	6.0	448.0	2709.0	0.0	582.0	389.0	977.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;__	887.0	1080.0	50.0	905.0	98.0	158.0	1846.0	374.0	55.0	288.0	25.0	0.0	0.0	0.0	0.0	486.0	1286.0	1759.0	813.0	3824.0	6.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;__	3430.0	419.0	89.0	20.0	42.0	5538.0	3853.0	446.0	133.0	8716.0	611.0	0.0	0.0	1212.0	0.0	611.0	1833.0	2792.0	1829.0	140.0	347.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella	62.0	836.0	0.0	0.0	108.0	0.0	0.0	0.0	11.0	0.0	56.0	4.0	7.0	0.0	20.0	1502.0	33.0	0.0	134.0	15.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Bernardetiaceae;g__Bernardetia	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Kiloniella	146.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	411.0	0.0	0.0	0.0	0.0	313.0	0.0	3.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas	19.0	248.0	26489.0	0.0	114.0	17.0	2388.0	6518.0	1889.0	85.0	378.0	0.0	0.0	520.0	9.0	32.0	48.0	34.0	1020.0	226.0	28.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	238.0	260.0	0.0	7.0	3617.0	0.0	40.0	0.0	20.0	2.0	685.0	0.0	0.0	0.0	14.0	140.0	0.0	0.0	417.0	305.0	0.0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	1741.0	3006.0	23.0	12.0	520.0	0.0	48.0	0.0	107.0	6.0	1134.0	0.0	393.0	0.0	0.0	22.0	244.0	570.0	163.0	742.0	0.0
d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriales;g__Kapabacteriales	98.0	0.0	0.0	0.0	0.0	31.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	9.0	0.0	0.0	0.0	7.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aurantivirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	5.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	45.0	0.0	9.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__	4250.0	268.0	748.0	1450.0	375.0	823.0	5904.0	3551.0	211.0	12118.0	1959.0	0.0	0.0	29.0	746.0	1744.0	5846.0	526.0	11696.0	2457.0	4944.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Marinomonadaceae;g__Marinomonas	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Maritalea	120.0	0.0	0.0	5.0	0.0	0.0	169.0	10.0	0.0	13.0	0.0	0.0	0.0	281.0	0.0	0.0	40.0	0.0	2136.0	0.0	19.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella	12583.0	8998.0	41192.0	458.0	10337.0	12356.0	1091.0	2140.0	2533.0	0.0	3568.0	0.0	0.0	0.0	0.0	6511.0	2247.0	610.0	2119.0	5822.0	22662.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Marinifilum	16071.0	8221.0	2728.0	2335.0	0.0	363.0	2363.0	269.0	281.0	239.0	1648.0	37.0	0.0	1171.0	34.0	2918.0	2226.0	10112.0	6077.0	14424.0	533.0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__uncultured;g__uncultured	3337.0	6.0	0.0	32.0	0.0	150.0	0.0	99.0	0.0	25.0	0.0	0.0	0.0	798.0	0.0	481.0	1713.0	0.0	528.0	0.0	281.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella	76.0	8.0	0.0	0.0	0.0	90.0	0.0	305.0	0.0	54.0	78.0	0.0	0.0	274.0	7.0	8.0	8.0	0.0	733.0	0.0	8.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0	5442.0	19.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	15.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	8.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Ornithobacterium	1019.0	206.0	446.0	33221.0	0.0	0.0	36117.0	1316.0	129.0	1255.0	0.0	0.0	0.0	0.0	5.0	0.0	13876.0	5024.0	0.0	0.0	67706.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter	78.0	0.0	0.0	0.0	0.0	227.0	537.0	0.0	0.0	257.0	18.0	0.0	0.0	12.0	0.0	2.0	73.0	0.0	38.0	0.0	14.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius	0.0	0.0	0.0	0.0	0.0	0.0	25.0	215.0	0.0	70.0	0.0	10.0	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__Gastranaerophilales;g__Gastranaerophilales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Moritellaceae;g__Moritella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	426.0	57.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	13.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;__	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	23.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	9.0	0.0	5.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__uncultured	38.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	270.0	8.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	164.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Thalassolituus	71.0	40.0	14.0	3555.0	0.0	0.0	0.0	23.0	0.0	1575.0	1604.0	0.0	0.0	11.0	0.0	1098.0	640.0	0.0	627.0	81.0	23.0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Campbellbacteria;f__Candidatus_Campbellbacteria;g__Candidatus_Campbellbacteria	28.0	0.0	0.0	7.0	0.0	11.0	0.0	16.0	0.0	1532.0	82.0	0.0	0.0	0.0	3.0	0.0	161.0	0.0	25.0	13.0	6.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella	65.0	0.0	0.0	0.0	0.0	18.0	0.0	67.0	0.0	208.0	6.0	0.0	0.0	143.0	12.0	20.0	344.0	0.0	122.0	0.0	39.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02	8.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	325.0	0.0	0.0	0.0	0.0	17.0	0.0	3.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__uncultured	29.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	257.0	117.0	0.0	0.0	0.0	0.0	2.0	80.0	0.0	306.0	5.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__uncultured;f__uncultured;g__uncultured	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides	0.0	1286.0	0.0	49.0	9080.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Pleurocapsa_PCC-7319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;__;__	5465.0	1730.0	0.0	4737.0	0.0	601.0	32240.0	1523.0	0.0	23.0	3196.0	0.0	0.0	8.0	2.0	17053.0	3881.0	4576.0	8213.0	2169.0	40126.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__uncultured	0.0	0.0	0.0	0.0	5166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	4.0	0.0	0.0	0.0	3.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__uncultured	379.0	12.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	183.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae;g__Oleiphilus	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	715.0	136.0	0.0	0.0	0.0	0.0	25.0	179.0	0.0	201.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Marinobacteraceae;g__Marinobacter	0.0	3.0	212.0	0.0	57.0	0.0	38.0	0.0	106.0	0.0	0.0	0.0	0.0	2418.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__WCHB1-41;f__WCHB1-41;g__WCHB1-41	948.0	878.0	9.0	0.0	0.0	0.0	0.0	8.0	107.0	0.0	5765.0	6.0	0.0	0.0	68.0	1670.0	60.0	0.0	839.0	1364.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavirhabdus	62.0	0.0	0.0	0.0	0.0	384.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	3057.0	0.0	0.0
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	121.0	0.0	4.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	197.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0.0	0.0	7.0	0.0	0.0	24.0	4.0	14.0	68.0	0.0	0.0	54.0	8.0	88.0	112.0	0.0	0.0	0.0	4.0	0.0	4.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Sanguibacteroides	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;__;__	0.0	0.0	0.0	15.0	348.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	869.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__UCG-004	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus	0.0	765.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group	288.0	770.0	6.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	1920.0	25.0	14.0	0.0	18.0	76.0	0.0	0.0	159.0	1081.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__uncultured	47.0	1239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	160.0	0.0	0.0	0.0	0.0	0.0	314.0	7.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__uncultured	1294.0	5590.0	139.0	38.0	0.0	255.0	5483.0	2091.0	10.0	14674.0	4297.0	11.0	0.0	10.0	6.0	7841.0	3064.0	4575.0	21154.0	12173.0	2040.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Kangiellaceae;g__Kangiella	25.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	273.0	4.0	8.0	5.0	0.0	0.0	75.0	219.0	0.0	0.0	581.0	0.0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium	0.0	0.0	0.0	0.0	3050.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	13.0	5555.0	29.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter	108.0	1150.0	817.0	2150.0	5602.0	59.0	2114.0	1993.0	115.0	7361.0	2937.0	0.0	0.0	85.0	0.0	0.0	6537.0	12.0	1965.0	78.0	36.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospiraceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas	0.0	109.0	79.0	0.0	0.0	0.0	0.0	104.0	280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Aestuariicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus	0.0	20902.0	0.0	99.0	49.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	98.0	0.0	40.0	48.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	2270.0	6945.0	12138.0	0.0	0.0	71.0	2402.0	45.0	446.0	17.0	17.0	3.0	0.0	0.0	0.0	0.0	646.0	4398.0	3784.0	2472.0	0.0
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__uncultured	50.0	18.0	0.0	0.0	0.0	0.0	208.0	0.0	0.0	31.0	94.0	0.0	0.0	17.0	0.0	7.0	0.0	0.0	237.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales_Incertae_Sedis;g__Anderseniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	543.0	10625.0	27.0	267.0	12321.0	8.0	373.0	0.0	112.0	0.0	503.0	14.0	75511.0	0.0	63.0	870.0	88.0	0.0	83.0	180.0	11.0
d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B);o__SAR324_clade(Marine_group_B);f__SAR324_clade(Marine_group_B);g__SAR324_clade(Marine_group_B)	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	14.0	0.0	0.0	6.0	0.0	0.0	0.0	4.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cognatishimia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	62.0	0.0
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;__	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2039.0	31.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Luteibaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__;__	351.0	1160.0	0.0	0.0	1037.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	2109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Fusibacteraceae;g__Fusibacter	3316.0	4175.0	59.0	137.0	110.0	24.0	438.0	106.0	53.0	38.0	26.0	5.0	3.0	641.0	30.0	176.0	801.0	3145.0	596.0	1102.0	20.0
