# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0094O	16S0113C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0118W	16S0119C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O
d__Bacteria;p__Desulfobacterota	0.03441633744127995	0.0032845524797246377	0.02183548879933104	0.0012293570462648036	0.0019714733776416997	8.186730219950151e-05	0.021765975923580073	0.00021835877386349457	0.00022864077456459322	0.016419846986712006	0.003538936937870078	0.0015036671065148679	0.0009726148141393879	0.002147274175803331	0.011172768931894445	0.00020825895513507082	0.003598662480120703	0.0024646427419726356	0.005453193423118235	0.004302652972201293	0.0014711224119142753	0.014746627964802956	0.0	0.003757044458359424	0.012166026189739013	0.003960470376244685	0.0031530524606750827	0.009121974811673783	0.0024783147459727386	0.0	0.0	0.004335355910181678	0.000709832134292566	0.004403019213174748	0.00621414913957935	0.0003262862993508028	0.003643627351249376	0.0026559586978345045	0.000496051044625141	0.025424202350574604	0.008200789355517216	0.008647545925955702	0.0012741578467662432	0.005370709128903529	0.012795479585046851	0.0	0.0015245859545512902
d__Archaea;p__Crenarchaeota	0.0	0.0001574785435484415	0.0	0.0	0.0005376745575386454	0.0	0.0	0.0	1.7587751889584095e-05	0.0	4.315776753500095e-05	0.0	0.0002735479164767028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.081002542680712e-05	0.0	0.002775850104094379	0.010018785222291797	0.0	0.0	0.0	0.0	0.000566471941936626	0.0033130866924351186	0.0021987686895338612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1816699359534895e-05	0.0	0.0	0.0	0.0	1.3336178384722074e-05	0.0
d__Bacteria;p__Campilobacterota	0.04919708316134992	0.018065038638485506	0.04736785851257128	0.09334917837970741	0.0088417593906355	0.039505521494715014	0.020658556211509197	0.08587738634945723	0.006947161996385717	0.007337479307413538	0.023279299808379512	0.00736490011354221	0.0047718914318713715	0.022610872946621646	0.021583335657120548	0.039479947637748425	0.009098601313053052	0.20138664946791357	0.01735106998264893	0.043930681682991635	0.015401380312386487	0.006617206767413302	0.0	0.001878522229179712	0.041051232083340924	0.011825101123384607	0.15064649340564962	0.00234858181320775	0.026057709329084792	0.0	0.025505716798592787	0.016882918874486806	0.0003932853717026379	0.07403934126258005	0.0035814090307398146	0.00043317319051744505	0.026106497493850224	0.007354080022945648	0.0002820682410613547	0.0923746018737544	0.018599484791907924	0.04465972585118785	0.007300831457748182	0.05857002428211521	0.15037142888309535	0.03364273267185888	0.0635190653485685
d__Bacteria;p__Fusobacteriota	0.0011989700650588675	0.0015860339028807326	0.007154847755150798	0.0009322624267508093	0.00017922485251288178	0.10501755598813833	0.0	0.001528511417044462	0.0	0.05687824769745042	0.003944619952699087	0.0	0.0	0.0005387154292651466	0.002026342451874367	0.0	0.0	0.07297185239784401	3.672184123311943e-05	0.012305190942618074	0.0003632401017072285	0.0014817671595741442	0.0	0.0	0.00047808111898300763	0.028877647743376537	0.0006706119039495512	0.0001282376965090035	0.0	0.0	0.004177660510114336	0.0	5.755395683453237e-05	0.07053979871912168	2.9416090601559052e-05	0.0014964164763329921	0.001969778238111972	0.0001434102968593145	0.0003501536785589231	0.05173312969137067	0.0	0.004070024520641556	0.0	0.0006314651945498695	0.0035233929292157995	0.04489402183576941	0.0
d__Archaea;p__Nanoarchaeota	0.0	0.0031383224035725133	0.0	0.0	0.0014786050332312747	0.0	0.0	0.0	0.0	0.0	2.589466052100057e-05	0.0001227483352257035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003051216854340719	0.0	0.0	0.002504696305572949	0.0	0.0	7.05907267315317e-05	1.3434425348562272e-05	0.0001416179854841565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.753841963973078e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Cyanobacteria	0.0	0.0009448712612906492	0.0	0.0	0.0020610858038981406	1.5160611518426207e-05	7.170343459451707e-05	2.0796073701285196e-05	0.0011959671284917184	0.0	8.63155350700019e-05	0.0	0.0	0.00030350165029022344	0.00019519812609798947	0.0005057717481851719	1.5291766912694205e-05	0.0	0.0	0.0007891501764682556	0.0037595350526698147	0.0014411707990378663	0.0	0.00939261114589856	5.0084688655362706e-05	0.0	0.0	8.549179767266901e-06	0.0	0.009387078961899503	0.0013192612137203166	0.0012307814688945948	0.0	0.0007662397072278134	0.00037505515516987793	0.0005231832041314597	0.000897035160079161	0.0002925570055930016	0.00023343578570594872	0.0	0.00018906718975255832	0.0006984363066286128	0.0	0.0003124776220452962	0.0	1.7781571179629433e-05	0.0
d__Bacteria;p__Margulisbacteria	0.0	0.005905445383066557	0.0	0.0	0.01595101187364648	0.0	0.0	0.0	0.00012311426322708866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.019451127512947e-05	0.0	0.0	0.0	0.002342898656011624	0.0	0.0	0.0	2.7318921084743293e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.375375510525546e-05	0.0	0.0	0.0	0.0	0.0	3.517305141295172e-05	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Synergistota	0.00037344969239538493	7.873927177422076e-05	0.0	0.0	0.0	0.0	2.3901144864839024e-05	0.0	0.0	0.0037198719136887454	0.0	0.0	0.0	0.0	0.0006785458669120586	0.0	0.0	0.0	0.0	0.004627830431851529	0.0	0.00274025433619876	0.0	0.005009392611145898	8.195676325422988e-05	0.0	0.00039413155758438533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000656592746037324	2.294564749749032e-05	0.00010699140178189316	0.0	0.0	0.0	0.0	0.0010676318753214287	0.0	8.890785589814717e-06	0.0
d__Bacteria;p__Myxococcota	0.003026908033099436	0.004465641556337949	0.0	0.00015366963078310044	0.003883205137779105	0.0	0.0004939569938733399	8.318429480514078e-05	6.595406958594035e-05	0.0	0.0	0.017368889434437044	0.00024315370353484696	0.0	4.647574430904511e-05	0.011037724622158752	0.013232475635118052	0.0	0.026761041798635785	0.0017686481341951858	0.0034871049763893934	0.001603556241182978	0.0	0.0	0.010162638643524504	0.0	0.00027648034636516583	6.106556976619215e-06	0.002124269782262347	0.0	0.0	0.01360378117279995	0.0	0.0006518755718206771	0.03595381673775555	1.687687755262773e-05	0.0010819908631882664	0.016245518428223145	0.00013617087499513675	0.0	0.027765304595120492	0.007542107167262934	0.00190658655902978	0.0001367089596448171	0.00021816674484308356	0.0	0.00030491719091025807
d__Bacteria;p__Acidobacteriota	0.0004717259272362757	0.0019122394573739328	0.0	9.220177846986026e-05	0.0003883205137779105	0.0	0.00023901144864839027	0.0	2.638162783437614e-05	0.0	2.589466052100057e-05	0.0	0.0	0.0	2.7885446585427067e-05	8.925383791503035e-05	1.019451127512947e-05	0.0	0.00011016552369935828	5.9483681643335844e-05	0.000599346167816927	0.0	0.0	0.006261740763932373	0.0001229351448813448	0.0	4.70604844876878e-05	0.0	0.0	0.0	0.0037379067722075636	9.501544553405309e-05	0.0	0.0	4.412413590233858e-05	0.0	0.0	0.0	0.0	0.0	0.0005396292707520935	0.0008391285122804197	0.0	0.0	0.0006654085717714049	0.0	0.0001444344588522275
d__Bacteria;p__Fibrobacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.221311395323843e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Sva0485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.264802034144569e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Latescibacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.106556976619215e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012210589338186057	1.5074164891265023e-05	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__SAR324_clade(Marine_group_B)	0.0	0.0019347363921665673	0.0	0.0	0.0008214472406840415	0.0	0.0	0.0	0.0015257374764214202	0.0	0.0	9.206125141927762e-05	0.0	0.0	0.0	0.0	2.5486278187823674e-05	0.0	0.0	0.0	0.0005630221576462042	2.0298180268138962e-05	0.0	0.0	0.0	0.0	1.7647681682882924e-05	2.442622790647686e-06	0.0004956629491945477	0.0	0.0	0.0012838133454717406	9.592326139088728e-05	0.0	0.0004485953816737756	0.00013501502042102183	5.548671093273161e-05	0.0015775132654524595	0.00011671789285297436	0.0	0.00022057838804465137	0.0	4.650211119584829e-05	0.0	0.0	1.7781571179629433e-05	1.6048273205803056e-05
d__Bacteria;p__Actinobacteriota	0.008992275487941506	0.008278872003689498	0.0007418910677572884	0.0009220177846986027	0.03648719289074752	0.0025196936343624358	0.0018324211063043252	0.010626793661356736	0.0019918129014953987	7.669838997296382e-05	0.002623992266128058	0.006137416761285175	0.0530986900094222	0.003338518153192458	0.003885372224236171	0.007289063429727479	0.009756147290298903	0.0018887916340351038	0.006729277405969136	0.008914621088947932	0.004195423174718489	0.001542661700378561	0.027758501040943788	0.014402003757044458	0.0055776130548017555	0.00032847503120512795	0.029153970140122592	0.00020151638022843408	0.0209948663480262	0.022087244616234125	0.017150395778364115	0.014349541937166066	0.00014388489208633093	0.014284080512351327	0.04038829239594058	0.0004050450612630655	0.015822960400983965	0.02770686935321956	0.0009337431428237949	0.005848497830095551	0.004521856954915353	0.007356192466937332	0.0009765443351128141	0.0031117563195344083	0.0003927001407175504	0.0010091041644439702	0.0017251893696238285
d__Bacteria;__	0.000255518210586316	0.0006524111089864006	0.0	0.0	0.00016428944813680831	0.0	0.0004063194627022634	0.0	3.0778565806772165e-05	0.0	0.0	6.137416761285175e-05	0.0	0.0	0.0	0.0	2.5486278187823674e-05	0.0	0.000128526444315918	7.931157552444779e-05	0.0006175081729022884	0.0	0.0	0.0012523481527864746	9.106307028247764e-05	0.0	0.00012941633234114146	1.8319670929857643e-05	0.0010267303947601345	0.0	0.0	0.0022417016161464386	0.0	0.0	0.0008751286953963818	2.250250340350364e-05	0.0	0.0008432525455327693	0.0	0.0	0.0007129408613586053	3.0148329782530047e-05	0.0	0.0	0.0	0.0	0.00012036204904352292
d__Bacteria;p__Dependentiae	0.0	0.0038694727843331346	0.0	0.0	0.048450451795982376	0.0	0.0	0.0	1.7587751889584095e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.344368246623886e-05	1.9827893881111947e-05	0.007664366146022521	0.0	0.0	0.0	0.0	0.0	0.0	0.00025403277022735933	0.0	0.0	0.0	0.00017235359887572422	0.002446043165467626	0.0	3.6770113251948816e-05	0.00025315316328941594	0.0	0.0	2.917947321324359e-05	0.0	3.545009807860469e-05	2.5123608152108374e-05	0.00034411562284927734	0.0	0.0	0.0	0.0
d__Archaea;p__Halobacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0001593409657655935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.172463020977912e-05	9.081002542680712e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003540449637103912	0.0	0.005936675461741424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000853515416622e-05	0.0
d__Bacteria;p__NB1-j	0.0	6.749080437790351e-05	0.0	0.0	0.00028377268314539616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015197106470927934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.276576757061941e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00017124876811370034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.545009807860469e-05	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Calditrichota	0.0	0.0002362178153226623	0.0	0.0	0.0003435143006496901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1896736328667168e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.470816617057073e-05	0.0003981475148755728	0.0	0.0	0.0	0.0008385665483761197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001733115906065118	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Spirochaetota	0.08140220531870983	0.0	0.00045267929558071837	0.000235626767200754	0.0	9.096366911055725e-05	0.015177226989172782	0.043079066672212285	6.155713161354433e-05	0.0	0.00013810485611200304	0.018473624451468378	0.0006686726847208291	0.0008118669145263477	0.0005670040805703504	0.00041651791027014164	0.001116298984626677	0.0029022895840051595	0.0009914897132942246	0.0001546575722726732	0.00010897203051216854	0.0	0.0	0.001878522229179712	0.008919627734168685	0.00039417003744615355	0.002164782286433639	0.0	0.0012037528766153302	0.0	0.0032981530343007917	0.0006131810729232497	2.8776978417266186e-05	0.0	0.0001764965436093543	0.0	0.00942349307340892	0.003166499354653664	0.0	0.007161615973476876	0.0012131811342455826	0.0018742211681472846	0.00016740760030505385	0.03930057092265528	0.0004690585014126297	0.0	0.00019257927846963666
d__Bacteria;p__WS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.363339871906979e-05	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Dadabacteria	0.0	0.00017997547834107603	0.0	0.0	0.00017922485251288178	0.0	0.0	0.0	8.354182147552445e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.221311395323843e-05	0.0	0.0	0.0	9.943476858214858e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Thermoplasmatota	0.00027517345755449416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.276325566875228e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008220763008596279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014388489208633093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018227861285975613	0.0	0.0	0.0
d__Bacteria;p__Nitrospinota	0.0	0.0	0.0	0.0	0.00019416025688895526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039956411187795133	0.0	0.0	0.0	0.0	0.0	0.0	4.885245581295372e-05	0.00042485395645246946	0.0	0.0	0.0	0.0	0.0	0.0	2.250250340350364e-05	0.0	0.0	0.0	0.0	1.969449893255816e-05	2.0098886521686698e-05	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Sumerlaeota	0.0	0.0	0.0	0.0004507642502970946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015344127342597482	0.0	0.0	0.0	0.0	0.0	0.0	0.00033586855165525746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026784518548279097	0.0	0.0	0.0	0.0008944836538566426	0.0	0.0
d__Archaea;p__Euryarchaeota	0.0	0.0	0.0	0.0	7.467702188036741e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9827893881111947e-05	0.0	0.0	0.0	0.003757044458359424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Elusimicrobiota	0.0	0.0001574785435484415	0.0	0.0	0.00010454783063251438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021794406102433709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__LCP-89	0.0	0.0	0.0	0.0	0.00022403106564110222	0.0	0.0005098910904498993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001580149247645068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002959549784180523	0.0	0.00032942339141381463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441847124623548e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Nitrospirota	0.0	0.0011698406092169942	0.0	0.0	0.0022701814651631693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025971667272066835	0.0	0.0	0.0	0.0	0.0	0.0	6.106556976619215e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.024721630421675e-05	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__FCPU426	0.0	0.0	0.0	0.0	0.0	0.0	0.0014261016436020618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Deferribacterota	0.0	0.0	8.173376170207415e-05	0.00011269106257427365	0.0	0.0	0.0005019240421616195	0.0	0.0	0.0	0.0	0.0	9.118263882556761e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00044811040171313004	0.0	0.0	0.0	0.0	0.00018667929407907918	0.0	0.0005294304504864877	0.0	0.0	0.0	0.0	0.00016130529125548548	0.0	0.0	0.0	0.0	1.8495570310910536e-05	0.0	0.0	0.0	5.120569722465121e-05	0.0	0.0	0.0	0.0	0.0	0.0
